date,7DayAverage,3HighAve,3LowAve,Cold,Rain,FogMist
20110531,23.8142857142857,313,207.666666666667,1,0,2
20110601,23.1428571428571,302,193,1,0,2
20110602,22.2285714285714,277.666666666667,170.666666666667,0,0,0
20110603,21.6357142857143,250,152,0,0,0
20110604,21.4357142857143,231.333333333333,140.666666666667,0,1,0
20110605,21.75,240.666666666667,146.333333333333,0,0,0
20110606,22.6214285714286,263,159.333333333333,0,0,0
20110607,23.5785714285714,307.333333333333,191,0,0,1
20110608,23.4571428571429,333.333333333333,207.666666666667,0,0,1
20110609,23.6928571428571,333.333333333333,215,1,1,2
20110610,23.3785714285714,292.666666666667,189,1,0,2
20110611,22.4571428571429,253.666666666667,168.333333333333,1,1,2
20110612,21.3428571428571,227.666666666667,150,1,1,1
20110613,20.6285714285714,227.666666666667,148,1,1,1
20110614,19.95,244.333333333333,144.333333333333,1,1,1
20110615,20.5857142857143,264.666666666667,148,0,0,0
20110616,21.3857142857143,272,159.333333333333,0,0,0
20110617,21.9714285714286,272,174.333333333333,1,1,2
20110618,22.85,270,187.333333333333,1,0,2
20110619,23.3357142857143,279.333333333333,192.666666666667,0,0,0
20110620,22.9785714285714,277.666666666667,203.666666666667,0,0,0
20110621,22.7785714285714,272.333333333333,207.333333333333,0,0,0
20110622,22.6642857142857,254,205.666666666667,1,1,3
20110623,22.3857142857143,231.666666666667,196.333333333333,1,1,1
20110624,22.3928571428571,231.666666666667,183.333333333333,1,1,1
20110625,22.5071428571429,246.333333333333,183.333333333333,1,0,2
20110626,22.5071428571429,268.666666666667,185.333333333333,0,0,0
20110627,22.9,274,200,0,0,0
20110628,23.3357142857143,279.666666666667,205.666666666667,1,0,2
20110629,23.7285714285714,279.666666666667,203.666666666667,1,1,1
20110630,23.65,279.666666666667,187,0,0,0
20110701,23.9642857142857,287,185,0,0,0
20110702,24.05,272,192.666666666667,0,0,0
20110703,24.4857142857143,277.666666666667,205.666666666667,1,1,3
20110704,25.2357142857143,279.666666666667,209.333333333333,1,0,2
20110705,25.5142857142857,307.666666666667,216.666666666667,0,0,0
20110706,25.55,318.666666666667,224,0,1,1
20110707,25.9857142857143,314.666666666667,220.333333333333,0,0,1
20110708,26.3428571428571,312.666666666667,209,1,1,2
20110709,26.9,301.666666666667,198,1,0,1
20110710,26.6214285714286,313,209,0,0,0
20110711,25.9142857142857,322.333333333333,229.666666666667,0,0,0
20110712,25.9214285714286,322.333333333333,231.666666666667,0,0,0
20110713,26.1214285714286,309.333333333333,213.333333333333,1,1,2
20110714,26.4785714285714,298.333333333333,191,0,0,0
20110715,26.6785714285714,305.666666666667,192.666666666667,0,0,0
20110716,26.5928571428571,318.666666666667,207.333333333333,0,0,0
20110717,26.95,333.333333333333,224,0,0,0
20110718,27.9,340.666666666667,233.333333333333,1,1,2
20110719,29.2857142857143,337,239,1,0,2
20110720,30.2,340.666666666667,239,1,0,2
20110721,30.4428571428571,359.333333333333,255.666666666667,1,0,2
20110722,29.5714285714286,379.666666666667,270.333333333333,0,0,1
20110723,29.1785714285714,368.666666666667,276,0,0,0
20110724,28.7,324.333333333333,246.333333333333,1,1,2
20110725,28.15,305.666666666667,220.666666666667,1,1,1
20110726,26.8428571428571,292.666666666667,202,1,1,2
20110727,26.1285714285714,305.666666666667,207.666666666667,0,0,0
20110728,25.85,294.666666666667,211.333333333333,0,0,0
20110729,26.5214285714286,307.666666666667,222.333333333333,1,1,3
20110730,26.7214285714286,315,222.333333333333,1,0,0
20110731,26.8357142857143,333.333333333333,222.333333333333,0,0,0
20110801,26.55,333.333333333333,220.666666666667,1,1,0
20110802,26.5857142857143,327.666666666667,213,0,0,1
20110803,26.2642857142857,309.333333333333,205.333333333333,1,1,1
20110804,26.2642857142857,300,199.666666666667,1,0,1
20110805,26.2214285714286,294.333333333333,209,0,0,0
20110806,25.8214285714286,303.666666666667,220.333333333333,1,1,1
20110807,25.8642857142857,311,227.666666666667,1,1,2
20110808,25.8714285714286,307.333333333333,226,0,0,1
20110809,25.5571428571429,301.666666666667,220.333333333333,1,1,2
20110810,25.4428571428571,287,211.333333333333,0,0,0
20110811,24.5214285714286,289,198.333333333333,0,0,0
20110812,23.7714285714286,287,196.666666666667,0,0,0
20110813,23.3357142857143,268.333333333333,192.666666666667,0,1,0
20110814,23.1785714285714,255.333333333333,200,1,1,2
20110815,23.1285714285714,242.666666666667,192.333333333333,1,1,2
20110816,23.1642857142857,268.666666666667,190.666666666667,1,1,1
20110817,22.9642857142857,279.666666666667,188.666666666667,0,0,0
20110818,23.5642857142857,290.666666666667,188.666666666667,1,1,1
20110819,23.4428571428571,288.666666666667,185,1,1,3
20110820,23.3214285714286,290.666666666667,190.666666666667,1,0,2
20110821,23.1214285714286,277.666666666667,190.666666666667,1,1,2
20110822,23.1285714285714,266.666666666667,185,1,0,1
20110823,23.3285714285714,259.333333333333,179.333333333333,0,0,0
20110824,23.3357142857143,261.333333333333,192.333333333333,0,0,0
20110825,22.7785714285714,268.666666666667,211,1,1,2
20110826,22.5428571428571,265,218.666666666667,1,0,2
20110827,22.6642857142857,259.333333333333,205.666666666667,1,1,2
20110828,22.7,248.333333333333,183.333333333333,1,1,1
20110829,22.6571428571429,255.666666666667,164.666666666667,0,0,0
20110830,22.2214285714286,274,161,0,0,0
20110831,22.2142857142857,285,174,0,0,0
20110901,22.9285714285714,277.666666666667,181.333333333333,0,0,0
20110902,23.6,274,187,0,0,0
20110903,23.2857142857143,279.666666666667,198,0,0,0
20110904,22.5785714285714,285,211,0,0,1
20110905,22.3,270.333333333333,200,0,1,0
20110906,22.6142857142857,237,181.666666666667,1,1,1
20110907,22.5785714285714,233.333333333333,165,1,1,1
20110908,21.6714285714286,250,177.666666666667,1,1,1
20110909,21.4,272.333333333333,188.666666666667,0,0,0
20110910,21.95,257.666666666667,190.666666666667,0,1,0
20110911,22.9357142857143,250.333333333333,189,1,1,1
20110912,22.4214285714286,254,187,1,0,1
20110913,21.0357142857143,279.666666666667,198,1,0,1
20110914,19.8428571428571,272,174,1,0,1
20110915,19.2857142857143,240.333333333333,144.666666666667,1,1,2
20110916,18.25,203.333333333333,113.333333333333,0,0,0
20110917,17.4571428571429,188.666666666667,113.333333333333,0,0,0
20110918,16.7071428571429,194.333333333333,115,0,0,0
20110919,17.4642857142857,200,129.666666666667,0,0,0
20110920,18.5,209.333333333333,148,1,1,1
20110921,19.6071428571429,231.666666666667,177.666666666667,1,1,2
20110922,20.7571428571429,241,192.666666666667,1,1,1
20110923,21.8714285714286,246.333333333333,205.666666666667,1,1,2
20110924,22.55,246.333333333333,209.333333333333,1,0,1
20110925,22.7857142857143,259.333333333333,207.333333333333,0,0,0
20110926,22.2285714285714,261.333333333333,205.666666666667,1,0,2
20110927,21.9,250,202,1,0,2
20110928,20.75,237,189,1,1,1
20110929,19.3214285714286,235,168.333333333333,1,1,2
20110930,17.65,222,135,1,1,1
20111001,16.2928571428571,205.333333333333,114.666666666667,0,1,1
20111002,15.5857142857143,172,96.3333333333333,0,1,1
20111003,14.7857142857143,164.666666666667,94.3333333333333,0,1,0
20111004,14,177.666666666667,100,0,0,0
20111005,14.5571428571429,194.333333333333,98,0,0,0
20111006,15.75,200,96.3333333333333,0,0,0
20111007,17.1785714285714,211,98,0,0,0
20111008,18.1,242.666666666667,122.333333333333,0,0,0
20111009,17.9714285714286,270.333333333333,146.333333333333,0,0,0
20111010,18.3714285714286,263,161.333333333333,0,0,0
20111011,18.8857142857143,224,157.333333333333,0,0,0
20111012,18.4071428571429,196.333333333333,151.666666666667,0,1,1
20111013,17.45,190.666666666667,142.333333333333,1,1,1
20111014,16.6571428571429,194.333333333333,135,0,1,1
20111015,16.1357142857143,194.333333333333,127.666666666667,0,0,0
20111016,16.1857142857143,185,127.666666666667,0,0,0
20111017,16.0642857142857,190.666666666667,127.666666666667,0,1,0
20111018,15.2285714285714,183.333333333333,139,0,1,0
20111019,14.7571428571429,187,133.333333333333,0,1,1
20111020,14.3214285714286,164.666666666667,126,0,1,1
20111021,13.8857142857143,161,101.666666666667,0,0,0
20111022,13.4928571428571,146.333333333333,94.3333333333333,0,0,0
20111023,13.1357142857143,155.666666666667,94.3333333333333,0,0,0
20111024,12.2642857142857,159.333333333333,100,0,0,0
20111025,11.4285714285714,165,102,0,0,0
20111026,10.2785714285714,165,79.6666666666667,0,0,0
20111027,9.09285714285714,140.666666666667,53.6666666666667,0,1,1
20111028,8.26428571428571,109,20.3333333333333,0,0,0
20111029,7.78571428571429,81.3333333333333,11.3333333333333,2,1,1
20111030,7.22857142857143,89,13.3333333333333,1,0,1
20111031,7.47142857142857,107.666666666667,35.3333333333333,0,0,0
20111101,7.83571428571428,128,52,0,0,0
20111102,8.10714285714286,139,68.6666666666667,0,0,0
20111103,8.61428571428571,135.333333333333,61.3333333333333,0,0,0
20111104,9.28571428571429,120.333333333333,50,0,0,0
20111105,10.1214285714286,111,35,0,0,0
20111106,10.7928571428571,127.666666666667,42.3333333333333,0,0,0
20111107,11.1428571428571,163,74,0,0,0
20111108,10.9428571428571,183.333333333333,98.3333333333333,0,0,0
20111109,11.3857142857143,192.333333333333,102,0,0,2
20111110,12.0214285714286,155.333333333333,79.6666666666667,0,1,2
20111111,12.6571428571429,140.666666666667,57.3333333333333,1,1,0
20111112,12.7285714285714,129.666666666667,57.3333333333333,0,0,0
20111113,12.5714285714286,168.666666666667,81.3333333333333,0,0,0
20111114,11.7428571428571,183.333333333333,116.333333333333,0,0,0
20111115,11.4642857142857,179.666666666667,127.666666666667,0,1,0
20111116,11.1857142857143,150,101.666666666667,1,1,1
20111117,11.4214285714286,115,61,1,1,1
20111118,10.7071428571429,100.333333333333,33,0,0,0
20111119,9.52142857142857,122.333333333333,49.6666666666667,0,0,0
20111120,8.72857142857143,146.333333333333,68.3333333333333,0,0,0
20111121,8.65,144.333333333333,77.6666666666667,1,1,1
20111122,9.64285714285714,122.333333333333,59.3333333333333,0,1,1
20111123,10.6714285714286,113,42.6666666666667,1,1,1
20111124,10.5142857142857,133.333333333333,48.3333333333333,0,0,0
20111125,11.3428571428571,155.333333333333,68.6666666666667,0,0,0
20111126,12.3,172,87,0,0,0
20111127,12.4142857142857,188.666666666667,105.333333333333,0,0,0
20111128,12.2571428571429,190.666666666667,107.333333333333,0,0,0
20111129,11.6214285714286,170.333333333333,100,1,1,1
20111130,10.3928571428571,133.333333333333,65,0,0,1
20111201,9.88571428571429,107.333333333333,42.6666666666667,0,0,0
20111202,9.09285714285714,98,31.6666666666667,0,0,0
20111203,9.12857142857143,107.333333333333,41,0,0,0
20111204,9.49285714285714,120.333333333333,55.6666666666667,0,0,0
20111205,9.25,148.333333333333,90.6666666666667,0,0,3
20111206,9.12857142857143,161.333333333333,90.6666666666667,1,1,1
20111207,8.89285714285714,135.333333333333,70.3333333333333,1,1,1
20111208,7.73571428571429,116.666666666667,33.3333333333333,1,1,1
20111209,6.59285714285714,87,14.6666666666667,0,0,0
20111210,5.04285714285714,76,2,0,0,0
20111211,4.32142857142857,61.3333333333333,-4,0,0,0
20111212,5.31428571428571,63,-4,0,0,0
20111213,5.79285714285714,83.3333333333333,9.33333333333333,0,0,0
20111214,5.59285714285714,111,35,0,0,1
20111215,4.99285714285714,133.333333333333,51.6666666666667,0,1,0
20111216,4.90714285714286,118.666666666667,42,0,0,0
20111217,5.30714285714286,67,-4,0,0,0
20111218,6.02857142857143,44,-28,0,0,0
20111219,6.02857142857143,55,-9,0,0,0
20111220,5.39285714285714,113,28,0,1,0
20111221,5.07142857142857,133.333333333333,65,0,1,1
20111222,6.02857142857143,135,54,1,1,0
20111223,6.34285714285714,86.6666666666667,30,1,1,1
20111224,6.57857142857143,64.6666666666667,-2,0,0,0
20111225,5.65714285714286,57.3333333333333,3,0,0,0
20111226,3.91428571428571,96.3333333333333,20,0,0,0
20111227,4.07857142857143,103.666666666667,20,1,1,1
20111228,5.47142857142857,90.6666666666667,-5.66666666666667,0,0,0
20111229,6.10714285714286,79.6666666666667,-7,0,0,0
20111230,6.11428571428571,87,21,0,0,0
20111231,4.25714285714286,113,52,0,1,0
20120101,2.62857142857143,111,44.6666666666667,1,1,1
20120102,2.82142857142857,72.3333333333333,-13,0,0,0
20120103,2.82142857142857,26,-64.6666666666667,0,0,0
20120104,3.14285714285714,7,-76,0,0,0
20120105,2.59285714285714,44,-39,0,0,0
20120106,2.15,109.333333333333,22,0,0,0
20120107,3.41428571428571,120.666666666667,33.6666666666667,0,0,0
20120108,5.20714285714286,98.3333333333333,26,0,0,0
20120109,5.96428571428571,70.3333333333333,2,0,0,0
20120110,5.56428571428571,74,9,0,0,1
20120111,3.61428571428571,81.3333333333333,28,1,1,1
20120112,2.14285714285714,87,19,1,1,1
20120113,1.35714285714286,57.3333333333333,0,1,1,1
20120114,1.71428571428571,24,-48,1,0,0
20120115,1.43571428571429,0,-72,0,0,0
20120116,0.285714285714286,39,-55,1,1,0
20120117,-0.428571428571428,89,-39,1,1,1
20120118,-0.75,89,-29.6666666666667,0,0,0
20120119,-0.357142857142857,57.3333333333333,-52,0,0,0
20120120,1.02857142857143,11,-56,0,0,0
20120121,1.27142857142857,5,-59,1,0,2
20120122,1.35,37,-41,0,0,0
20120123,1.98571428571429,81.6666666666667,-4,2,1,1
20120124,3.52857142857143,100.333333333333,29.6666666666667,1,0,0
20120125,4.84285714285714,76,28,0,0,0
20120126,5.87857142857143,87,24,1,1,1
20120127,5.35714285714286,90.6666666666667,27.6666666666667,1,1,2
20120128,5.42857142857143,98.3333333333333,29.3333333333333,0,0,0
20120129,6.62142857142857,63,18.3333333333333,0,0,0
20120130,7.1,87,18.3333333333333,0,0,0
20120131,6.11428571428571,120.333333333333,44.3333333333333,0,0,0
20120201,6,139,46.3333333333333,0,1,0
20120202,5.75714285714286,111.333333333333,32,0,0,0
20120203,6.16428571428572,81.6666666666667,8,0,0,0
20120204,5.76428571428571,63,2,0,0,0
20120205,4.12857142857143,76,7.66666666666667,0,0,0
20120206,3.80714285714286,81.3333333333333,13,0,0,0
20120207,4,77.6666666666667,11,0,0,0
20120208,3.55714285714286,68.3333333333333,7,1,0,1
20120209,2.76428571428571,61,0,2,0,1
20120210,2.28571428571429,61,2,0,0,1
20120211,2.12857142857143,35,-19,1,0,2
20120212,2.77142857142857,33.3333333333333,-29.6666666666667,1,0,0
20120213,2.89285714285714,50,-22,0,0,0
20120214,3.37142857142857,76,13,0,1,0
20120215,3.89285714285714,76,27.6666666666667,0,1,2
20120216,4.97142857142857,81.6666666666667,37,0,1,2
20120217,5.16428571428571,85.3333333333333,29.6666666666667,0,1,2
20120218,4.97142857142857,85.3333333333333,28,0,1,0
20120219,5.56428571428571,78,9,0,0,0
20120220,6.51428571428571,74.3333333333333,4,0,0,0
20120221,6.15714285714286,98.3333333333333,18,0,0,0
20120222,5.95714285714286,120.333333333333,46.3333333333333,0,0,0
20120223,5.75,120.333333333333,53.6666666666667,0,0,0
20120224,6.46428571428571,98,35.3333333333333,2,1,1
20120225,6.93571428571429,74,4,1,0,0
20120226,6.14285714285714,98,4,0,0,0
20120227,5.11428571428571,107.333333333333,16,0,0,0
20120228,4.84285714285714,102,33,0,0,0
20120229,5.63571428571429,68.6666666666667,35,1,1,1
20120301,5.91428571428572,54,22.3333333333333,1,1,1
20120302,5.00714285714286,79.6666666666667,30,1,1,1
20120303,4.17857142857143,87,28,1,1,2
20120304,4.93571428571429,90.6666666666667,19,0,0,0
20120305,6.76428571428571,68.6666666666667,-13,0,0,0
20120306,7.79285714285714,100.333333333333,-11,0,0,0
20120307,6.75714285714286,150.333333333333,35,0,0,0
20120308,7.39285714285714,187.333333333333,57.6666666666667,0,0,0
20120309,9.21428571428571,152,43,0,1,0
20120310,11.55,133.333333333333,11,0,0,0
20120311,12.3785714285714,146.333333333333,29,0,0,0
20120312,11.2214285714286,203.666666666667,75.6666666666667,0,0,0
20120313,10.9428571428571,220.333333333333,101.666666666667,0,1,0
20120314,12.3357142857143,185,94.3333333333333,0,0,0
20120315,12.8571428571429,142.666666666667,74,0,0,1
20120316,13.2928571428571,128,64.6666666666667,0,1,2
20120317,13.3,150.333333333333,70.3333333333333,0,0,1
20120318,13.4571428571429,192.666666666667,92.6666666666667,0,0,2
20120319,15.0071428571429,213,111.333333333333,0,0,2
20120320,16.5857142857143,218.333333333333,131.666666666667,0,0,1
20120321,16.7785714285714,226,133.333333333333,0,0,2
20120322,16.2571428571429,231.333333333333,138.666666666667,1,0,2
20120323,14.6285714285714,227.666666666667,120,0,0,0
20120324,12.7642857142857,179.333333333333,99.6666666666667,1,1,0
20120325,12.25,138.666666666667,55.3333333333333,1,1,1
20120326,11.0571428571429,113,24,0,0,0
20120327,9.59285714285714,140.666666666667,22,0,0,0
20120328,8.36428571428572,153.666666666667,39,0,1,0
20120329,8.25,164.666666666667,57.3333333333333,0,0,0
20120330,8.60714285714286,120.333333333333,46,1,1,1
20120331,9.51428571428571,103.666666666667,44.3333333333333,1,1,1
20120401,9.67142857142857,103.666666666667,44.3333333333333,1,1,1
20120402,9.51428571428571,142.666666666667,48,1,1,1
20120403,9.51428571428572,172.333333333333,57,0,0,0
20120404,10.3071428571429,174,61,0,0,0
20120405,10.9785714285714,164.666666666667,57.3333333333333,0,0,0
20120406,11.6142857142857,151.666666666667,44.3333333333333,0,0,0
20120407,11.6571428571429,168.333333333333,48,0,0,0
20120408,10.9071428571429,177.666666666667,68.3333333333333,0,0,0
20120409,11.0642857142857,176,77.6666666666667,0,0,0
20120410,11.5,150.333333333333,75.6666666666667,0,1,0
20120411,12.3357142857143,144.666666666667,64.6666666666667,0,1,0
20120412,13.2857142857143,153.666666666667,61,0,0,0
20120413,14.8714285714286,188.666666666667,74,0,0,0
20120414,16.2214285714286,218.333333333333,101.666666666667,0,1,0
20120415,16.8142857142857,261,142.333333333333,0,1,0
20120416,17.3285714285714,272.333333333333,162.666666666667,0,0,0
20120417,18.0071428571429,244.666666666667,146,0,0,0
20120418,18.1285714285714,211.333333333333,112.666666666667,0,1,0
20120419,16.7428571428571,198.333333333333,99.6666666666667,0,1,1
20120420,14.4857142857143,215,109,1,0,1
20120421,12.9357142857143,185.333333333333,107.333333333333,1,1,1
20120422,12.7,153.666666666667,85.3333333333333,1,1,1
20120423,12.2642857142857,131.333333333333,61.3333333333333,1,1,1
20120424,11.15,146.333333333333,55.6666666666667,0,0,0
20120425,10.0785714285714,159.333333333333,61,0,1,0
20120426,10.3571428571429,153.666666666667,61,0,1,1
20120427,10.7142857142857,150,51.6666666666667,1,1,1
20120428,11.4714285714286,153.666666666667,50,0,0,0
20120429,11.3928571428571,165,53.6666666666667,0,0,0
20120430,11.4714285714286,179.666666666667,78,0,0,0
20120501,12.6642857142857,161.333333333333,89,0,1,2
20120502,13.4928571428571,153.666666666667,102,1,1,1
20120503,13.9285714285714,163,107.333333333333,0,1,2
20120504,14.4,181.333333333333,118.333333333333,0,1,2
20120505,14.4785714285714,194.333333333333,124,0,0,2
20120506,15.3928571428571,179.333333333333,120.333333333333,1,0,1
20120507,15.7142857142857,185,118.666666666667,0,1,0
20120508,15.3142857142857,192.666666666667,126,0,1,1
20120509,15.8,191,126,0,1,2
20120510,16.8285714285714,194.666666666667,114.666666666667,1,1,1
20120511,17.4642857142857,211.333333333333,107.333333333333,0,0,0
20120512,17.6571428571429,242.666666666667,127.666666666667,0,0,0
20120513,18.1714285714286,246.333333333333,153.666666666667,0,0,0
20120514,18.5285714285714,222,168.333333333333,0,1,1
20120515,18.8857142857143,216.666666666667,164.666666666667,1,1,1
20120516,18.9642857142857,220.333333333333,146.333333333333,1,1,2
20120517,18.6142857142857,233.333333333333,133.333333333333,0,0,0
20120518,18.0642857142857,237,118.666666666667,0,0,0
20120519,18.2285714285714,248.333333333333,126,0,0,0
20120520,18.2285714285714,230,131.666666666667,0,0,0
20120521,18.35,211.333333333333,144.666666666667,1,1,1
20120522,18.7142857142857,205.666666666667,157.666666666667,1,1,1
20120523,19.4214285714286,213,167,0,1,2
20120524,19.8142857142857,222.333333333333,167,1,1,2
20120525,21.4428571428571,239,172.333333333333,0,1,2
20120526,22.5142857142857,266.666666666667,176,1,1,1
20120527,22.7071428571429,292.666666666667,196.333333333333,1,1,1
20120528,23.3785714285714,302,198.333333333333,0,0,0
20120529,23.4142857142857,292.666666666667,205.666666666667,1,1,1
20120530,22.8214285714286,274,196.333333333333,1,1,0
20120531,22.3785714285714,246,185.333333333333,0,0,0
20120601,20.6642857142857,244.333333333333,172.333333333333,1,1,1
20120602,19,238.666666666667,157.333333333333,1,1,1
20120603,18.2857142857143,218.333333333333,142.333333333333,0,1,0
20120604,17.9285714285714,198,124,1,1,1
20120605,18.1285714285714,190.666666666667,116.666666666667,0,1,0
20120606,18.3714285714286,218.666666666667,124,1,1,0
20120607,19.0142857142857,250,140.666666666667,1,1,0
20120608,19.9714285714286,261.333333333333,159.333333333333,0,0,0
20120609,20.8357142857143,272.333333333333,174.333333333333,0,1,0
20120610,21.1214285714286,265,181.666666666667,0,1,0
20120611,21.2428571428571,253.666666666667,183.333333333333,0,0,0
20120612,21.2071428571429,226,179.666666666667,0,1,2
20120613,21.1285714285714,226,176,0,1,2
20120614,20.3714285714286,241,167,0,0,0
20120615,19.8928571428571,261.333333333333,159.666666666667,0,0,1
20120616,20.0142857142857,254,152,0,0,0
20120617,21.2357142857143,239,146.333333333333,0,0,0
20120618,22.5785714285714,233.333333333333,151.666666666667,0,0,0
20120619,23.3642857142857,272,174,0,0,0
20120620,23.8785714285714,312.666666666667,214.666666666667,0,0,2
20120621,24.6357142857143,336.666666666667,227.666666666667,0,0,0
20120622,24.9142857142857,318.333333333333,226,0,1,2
20120623,24.5142857142857,300,202,1,1,1
20120624,23.6857142857143,270.333333333333,187.333333333333,0,1,0
20120625,23.0142857142857,248,166.666666666667,0,1,2
20120626,23.0571428571429,242.333333333333,159.333333333333,0,0,0
20120627,23.7285714285714,268.333333333333,170.333333333333,0,0,0
20120628,24.4357142857143,307.333333333333,189,0,0,0
20120629,25.3857142857143,329.666666666667,216.666666666667,1,1,2
20120630,26.5857142857143,340.666666666667,227.666666666667,0,0,0
20120701,27.3357142857143,331.333333333333,235,0,0,0
20120702,27.9714285714286,324,224,0,0,0
20120703,28.1285714285714,320.333333333333,216.666666666667,0,0,0
20120704,28.0857142857143,333.333333333333,226,1,1,1
20120705,27.9285714285714,340.666666666667,227.666666666667,0,0,0
20120706,27.8928571428571,350,231.333333333333,0,0,0
20120707,27.7357142857143,344.333333333333,222,0,1,1
20120708,27.5,331.333333333333,224,1,1,1
20120709,26.9857142857143,313,218.666666666667,0,0,0
20120710,26.9071428571429,300,217,0,0,0
20120711,26.4714285714286,305.666666666667,211.333333333333,0,0,0
20120712,26.3214285714286,309.333333333333,220.333333333333,0,0,0
20120713,26.4,309.333333333333,224,0,0,0
20120714,26.95,309.333333333333,226,0,1,0
20120715,27.6285714285714,313,218.666666666667,1,1,1
20120716,27.0285714285714,333.666666666667,220.333333333333,0,0,0
20120717,25.8357142857143,354,224,0,0,0
20120718,25.0857142857143,326,220.333333333333,1,1,2
20120719,24.6,281.333333333333,196.333333333333,0,1,1
20120720,24.4428571428571,240.666666666667,174,1,1,1
20120721,24.2428571428571,253.666666666667,168.333333333333,0,0,0
20120722,23.4,279.666666666667,187,0,0,0
20120723,23.8785714285714,303.666666666667,211,0,1,2
20120724,24.8785714285714,307.333333333333,214.666666666667,0,0,1
20120725,25.2714285714286,311,209,0,0,0
20120726,25.2785714285714,303.666666666667,203.666666666667,1,1,1
20120727,24.9571428571429,296.333333333333,205.666666666667,0,0,0
20120728,24.3642857142857,281.666666666667,205.666666666667,0,1,2
20120729,24.2142857142857,270.333333333333,200,1,1,1
20120730,24.2571428571429,268.666666666667,203.666666666667,0,0,0
20120731,24.4928571428571,265,207.333333333333,0,0,0
20120801,25.1285714285714,276.333333333333,211,0,1,2
20120802,25.7642857142857,293,220.333333333333,0,0,2
20120803,26.1214285714286,315,229.666666666667,0,0,2
20120804,26.1571428571429,322.333333333333,235.333333333333,0,0,1
20120805,26.5928571428571,316.666666666667,229.666666666667,1,1,1
20120806,26.75,303.666666666667,216.666666666667,1,1,0
20120807,26.1928571428571,294.333333333333,216.666666666667,0,0,0
20120808,26.0785714285714,298,218.666666666667,0,0,2
20120809,25.9214285714286,292.666666666667,222.333333333333,0,0,0
20120810,25.8071428571429,294.666666666667,226,1,1,1
20120811,25.8071428571429,293,226,0,0,0
20120812,25.4071428571429,304,224.333333333333,0,0,0
20120813,25.0071428571429,289,218.666666666667,0,0,0
20120814,25.1214285714286,279.666666666667,207.333333333333,0,1,0
20120815,24.3214285714286,277.666666666667,201.666666666667,1,1,1
20120816,23.3642857142857,294.333333333333,188.666666666667,1,0,1
20120817,22.8857142857143,288.666666666667,181.333333333333,1,1,1
20120818,22.7714285714286,268.333333333333,174,1,1,1
20120819,22.8142857142857,250,174,0,0,0
20120820,22.9357142857143,255.666666666667,179.666666666667,0,0,0
20120821,23.0642857142857,270.666666666667,190.666666666667,0,0,0
20120822,23.6214285714286,283.333333333333,198.333333333333,0,1,0
20120823,24.2571428571429,292.666666666667,204,0,0,0
20120824,24.5714285714286,300,207.666666666667,0,0,1
20120825,25.05,298.333333333333,205.666666666667,0,0,2
20120826,24.8857142857143,287,207.333333333333,0,0,0
20120827,24.45,289,213,1,1,2
20120828,24.6071428571429,279.666666666667,211,1,1,1
20120829,24.9642857142857,281.666666666667,194.333333333333,0,0,0
20120830,25.0071428571429,289,187,0,0,0
20120831,24.9714285714286,311.333333333333,200,0,0,0
20120901,24.5714285714286,311.333333333333,218.666666666667,0,0,0
20120902,24.7785714285714,289,222.333333333333,0,0,0
20120903,25.0214285714286,268.666666666667,215,0,1,0
20120904,24.9428571428571,265,215,1,1,1
20120905,24.1071428571429,267,211.333333333333,1,1,1
20120906,23.6285714285714,280,213.333333333333,0,0,0
20120907,22.8285714285714,281.666666666667,198.333333333333,0,0,0
20120908,21.9142857142857,278,187,1,1,1
20120909,21.4357142857143,250,162.666666666667,0,1,0
20120910,21.2285714285714,235.333333333333,146,0,0,0
20120911,20.6714285714286,239,138.666666666667,0,0,0
20120912,20.2428571428571,255.666666666667,148,0,0,0
20120913,19.8428571428571,268.666666666667,166.666666666667,0,0,0
20120914,20.05,255.666666666667,168.666666666667,0,0,0
20120915,20.6428571428571,244.666666666667,155.666666666667,0,1,0
20120916,20.1642857142857,241,142.666666666667,0,0,0
20120917,19.3357142857143,244.666666666667,155.333333333333,0,0,0
20120918,18.9785714285714,235.333333333333,157.333333333333,1,1,2
20120919,19.0928571428571,218.666666666667,151.666666666667,0,1,0
20120920,18.7785714285714,218.666666666667,139,0,0,0
20120921,18.1785714285714,229.666666666667,144.666666666667,0,0,0
20120922,17.5428571428571,227.666666666667,146.666666666667,1,1,1
20120923,18.0571428571429,212.666666666667,133.666666666667,0,0,0
20120924,18.65,205.333333333333,122.333333333333,0,0,0
20120925,18.4142857142857,222,137,0,0,1
20120926,17.8571428571429,237,155.333333333333,0,1,0
20120927,17.8571428571429,231.666666666667,166.666666666667,1,1,1
20120928,17.9357142857143,209.333333333333,155.666666666667,1,1,2
20120929,18.1428571428571,196.333333333333,141,1,0,1
20120930,17.9857142857143,198,126,0,1,0
20121001,18.0642857142857,205.666666666667,135.333333333333,0,0,0
20121002,18.4571428571429,215,150,1,1,1
20121003,18.8142857142857,222.333333333333,176,1,0,2
20121004,17.9,239,174,0,1,2
20121005,16.9928571428571,246.333333333333,157.333333333333,1,0,1
20121006,16.0714285714286,209.333333333333,120.333333333333,0,0,0
20121007,15.4,166.666666666667,89,1,1,1
20121008,14.05,131.333333333333,81.6666666666667,0,0,0
20121009,12.4214285714286,153.666666666667,94.6666666666667,1,1,1
