NO,Date,Year,Month,Day,Open,High,Low,Close,Volume,AdjClose,datetime,NYTempHigh,NYTempLow,BadWeather,
74,2015-04-13,2015,4,13,209.869995,210.630005,209.029999,209.089996,74436600,208.077524,4/13/15,20.000000,10.000000,0.000000,
75,2015-04-10,2015,4,10,209.199997,210.089996,208.960007,210.039993,72722900,209.022921,4/10/15,13.300000,3.900000,2.000000,
76,2015-04-09,2015,4,9,207.779999,209.179993,207.190002,208.899994,85548900,207.888441,4/9/15,6.100000,2.800000,2.000000,
77,2015-04-08,2015,4,8,207.550003,208.509995,207.080002,207.979996,89351900,206.972898,4/8/15,7.200000,2.800000,2.000000,
78,2015-04-07,2015,4,7,207.860001,208.759995,207.240005,207.279999,81236300,206.276291,4/7/15,16.700000,5.600000,2.000000,
79,2015-04-06,2015,4,6,206.440002,208.449997,205.210007,207.830002,114368200,206.82363,4/6/15,17.200000,5.600000,0.000000,
80,2015-04-02,2015,4,2,205.619995,206.979996,205.399994,206.440002,86900900,205.440362,4/2/15,19.400000,5.000000,0.000000,
81,2015-04-01,2015,4,1,206.429993,206.429993,204.509995,205.699997,137303600,204.70394,4/1/15,10.600000,0.000000,0.000000,
82,2015-03-31,2015,3,31,207.259995,208.100006,206.360001,206.429993,126768700,205.430401,3/31/15,8.300000,1.700000,1.000000,
83,2015-03-30,2015,3,30,206.979996,208.610001,206.960007,208.25,96180400,207.241595,3/30/15,12.200000,2.200000,0.000000,
84,2015-03-27,2015,3,27,205.130005,205.949997,204.899994,205.740005,118939000,204.743755,3/27/15,7.800000,3.900000,1.000000,
85,2015-03-26,2015,3,26,204.960007,206.369995,204.119995,205.270004,153067200,204.276029,3/26/15,16.700000,5.600000,2.000000,
86,2015-03-25,2015,3,25,209.070007,209.350006,205.710007,205.759995,159521700,204.763647,3/25/15,9.400000,1.100000,2.000000,
87,2015-03-24,2015,3,24,209.850006,210.399994,208.740005,208.820007,77805300,207.808842,3/24/15,7.200000,-3.200000,0.000000,
88,2015-03-23,2015,3,23,210.419998,211.110001,210,210,71784500,208.983121,3/23/15,3.300000,-4.900000,0.000000,
89,2015-03-20,2015,3,20,209.710007,211.020004,209.490005,210.410004,177715100,209.391139,3/20/15,3.300000,-1.600000,3.000000,
90,2015-03-19,2015,3,19,209.960007,210.470001,209.029999,209.5,117917300,207.559056,3/19/15,6.100000,-1.600000,0.000000,
91,2015-03-18,2015,3,18,207.389999,211.270004,206.619995,210.460007,228808500,208.510169,3/18/15,3.900000,-1.600000,1.000000,
92,2015-03-17,2015,3,17,207.690002,208.419998,206.979996,207.960007,94510400,206.03333,3/17/15,13.900000,1.100000,1.000000,
93,2015-03-16,2015,3,16,206.710007,208.690002,205.860001,208.580002,136099200,206.647582,3/16/15,11.100000,1.700000,0.000000,
94,2015-03-13,2015,3,13,206.770004,207.929993,204.580002,205.830002,162410900,203.923059,3/13/15,6.100000,-0.500000,0.000000,
95,2015-03-12,2015,3,12,205.259995,207.179993,205.199997,207.100006,93993500,205.181297,3/12/15,8.300000,2.200000,0.000000,
96,2015-03-11,2015,3,11,205.289993,205.5,204.399994,204.5,110145700,202.605379,3/11/15,15.000000,6.700000,1.000000,
97,2015-03-10,2015,3,10,206.710007,206.809998,204.929993,204.979996,157121300,203.080928,3/10/15,11.700000,3.900000,2.000000,
98,2015-03-09,2015,3,9,207.740005,208.789993,207.550003,208.360001,89818900,206.429619,3/9/15,12.200000,4.400000,0.000000,
99,2015-03-06,2015,3,6,209.419998,209.940002,207.100006,207.5,188128000,205.577586,3/6/15,-2.700000,-11.000000,0.000000,
100,2015-03-05,2015,3,5,210.619995,210.800003,209.850006,210.460007,76873000,208.510169,3/5/15,4.400000,-7.100000,3.000000,
101,2015-03-04,2015,3,4,210.399994,210.490005,209.059998,210.229996,114497200,208.282289,3/4/15,7.200000,1.700000,2.000000,
102,2015-03-03,2015,3,3,211.470001,212.050003,210.080002,211.119995,110325800,209.164043,3/3/15,2.800000,-5.500000,3.000000,
103,2015-03-02,2015,3,2,210.779999,212.059998,210.720001,211.990005,87491400,210.025993,3/2/15,3.900000,-2.700000,1.000000,
104,2015-02-27,2015,2,27,211.259995,211.580002,210.600006,210.660004,108076000,208.708313,2/27/15,-1.000000,-7.700000,0.000000,
105,2015-02-26,2015,2,26,211.520004,211.710007,210.649994,211.380005,72697900,209.421644,2/26/15,0.000000,-6.000000,1.000000,
106,2015-02-25,2015,2,25,211.660004,212.240005,211.220001,211.630005,73061700,209.669327,2/25/15,2.800000,-6.600000,0.000000,
107,2015-02-24,2015,2,24,211.119995,212.050003,210.759995,211.809998,72472300,209.847652,2/24/15,-4.300000,-15.500000,0.000000,
108,2015-02-23,2015,2,23,210.940002,211.210007,210.479996,211.210007,74411100,209.25322,2/23/15,3.300000,-13.200000,0.000000,
109,2015-02-20,2015,2,20,209.479996,211.330002,208.729996,211.240005,140896400,209.282941,2/20/15,-7.100000,-16.600000,0.000000,
110,2015-02-19,2015,2,19,209.410004,210.419998,209.240005,209.979996,91462500,208.034605,2/19/15,-2.700000,-13.200000,0.000000,
111,2015-02-18,2015,2,18,209.660004,210.220001,209.339996,210.130005,80652900,208.183224,2/18/15,0.600000,-7.100000,1.000000,
112,2015-02-17,2015,2,17,209.399994,210.320007,209.100006,210.110001,76968200,208.163405,2/17/15,-2.700000,-9.900000,1.000000,
113,2015-02-13,2015,2,13,209.070007,209.839996,208.759995,209.779999,93670400,207.836461,2/13/15,-6.000000,-13.200000,0.000000,
114,2015-02-12,2015,2,12,207.889999,208.990005,206.970001,208.919998,97545900,206.984428,2/12/15,4.400000,-8.800000,1.000000,
115,2015-02-11,2015,2,11,206.610001,207.449997,205.830002,206.929993,91087800,205.012859,2/11/15,1.100000,-5.500000,0.000000,
116,2015-02-10,2015,2,10,205.880005,207.119995,204.679993,206.809998,96164200,204.893976,2/10/15,4.400000,-3.200000,1.000000,
117,2015-02-09,2015,2,9,204.770004,205.639999,204.139999,204.630005,87219000,202.73418,2/9/15,-1.600000,-3.800000,1.000000,
118,2015-02-06,2015,2,6,206.559998,207.240005,204.919998,205.550003,119694900,203.645655,2/6/15,-2.700000,-11.000000,0.000000,
119,2015-02-05,2015,2,5,204.860001,206.300003,204.770004,206.119995,97953200,204.210366,2/5/15,5.600000,-9.900000,0.000000,
120,2015-02-04,2015,2,4,203.919998,205.380005,203.509995,204.059998,134306700,202.169454,2/4/15,6.100000,-4.300000,0.000000,
121,2015-02-03,2015,2,3,203,204.850006,202.550003,204.839996,124212900,202.942226,2/3/15,-3.200000,-10.500000,0.000000,
122,2015-02-02,2015,2,2,200.050003,202.029999,197.860001,201.919998,163107000,200.04928,2/2/15,1.100000,-9.900000,4.000000,
123,2015-01-30,2015,1,30,200.570007,202.169998,199.130005,199.449997,197729700,197.602163,1/30/15,3.300000,-7.100000,2.000000,
124,2015-01-29,2015,1,29,200.380005,202.300003,198.679993,201.990005,173585400,200.118639,1/29/15,2.200000,-7.100000,0.000000,
125,2015-01-28,2015,1,28,204.169998,204.289993,199.910004,200.139999,168514300,198.285773,1/28/15,1.100000,-8.800000,0.000000,
126,2015-01-27,2015,1,27,202.970001,204.119995,201.740005,202.740005,134044600,200.861691,1/27/15,-1.000000,-6.600000,3.000000,
127,2015-01-26,2015,1,26,204.710007,205.559998,203.850006,205.449997,92009700,203.546575,1/26/15,-0.500000,-5.500000,3.000000,
128,2015-01-23,2015,1,23,205.789993,206.100006,204.809998,204.970001,117516800,203.071026,1/23/15,3.900000,-2.100000,0.000000,
129,2015-01-22,2015,1,22,203.990005,206.259995,202.330002,206.100006,174356000,204.190562,1/22/15,4.400000,-0.500000,1.000000,
130,2015-01-21,2015,1,21,201.5,203.660004,200.940002,203.080002,122942700,201.198537,1/21/15,2.200000,-3.800000,0.000000,
131,2015-01-20,2015,1,20,202.399994,202.720001,200.169998,202.059998,130991100,200.187983,1/20/15,4.400000,0.000000,0.000000,
132,2015-01-16,2015,1,16,198.770004,201.820007,198.550003,201.630005,211879600,199.761974,1/16/15,6.100000,-6.600000,1.000000,
133,2015-01-15,2015,1,15,201.630005,202.009995,198.880005,199.020004,176613900,197.176154,1/15/15,1.700000,-3.800000,0.000000,
134,2015-01-14,2015,1,14,199.649994,201.100006,198.570007,200.860001,192991100,198.999103,1/14/15,0.000000,-8.800000,0.000000,
135,2015-01-13,2015,1,13,204.119995,205.479996,200.509995,202.080002,214553300,200.207802,1/13/15,2.200000,-8.200000,0.000000,
136,2015-01-12,2015,1,12,204.410004,204.600006,201.919998,202.649994,144396100,200.772513,1/12/15,3.900000,1.700000,2.000000,
137,2015-01-09,2015,1,9,206.399994,206.419998,203.509995,204.25,158567300,202.357696,1/9/15,0.600000,-7.100000,1.000000,
138,2015-01-08,2015,1,8,204.009995,206.160004,203.990005,205.899994,147217800,203.992403,1/8/15,-6.000000,-13.200000,0.000000,
139,2015-01-07,2015,1,7,201.419998,202.720001,200.880005,202.309998,125346700,200.435667,1/7/15,-4.900000,-12.700000,0.000000,
140,2015-01-06,2015,1,6,202.089996,202.720001,198.860001,199.820007,209151400,197.968745,1/6/15,-5.500000,-7.100000,1.000000,
141,2015-01-05,2015,1,5,204.169998,204.369995,201.350006,201.720001,169632600,199.851136,1/5/15,9.400000,-6.000000,0.000000,
142,2015-01-02,2015,1,2,206.380005,206.880005,204.179993,205.429993,121465900,203.526756,1/2/15,5.600000,1.700000,0.000000,
143,2014-12-31,2014,12,31,207.990005,208.190002,205.389999,205.539993,130333800,203.635738,12/31/14,0.000000,-2.700000,0.000000,
144,2014-12-30,2014,12,30,208.210007,208.369995,207.509995,207.600006,73540800,205.676665,12/30/14,1.100000,-2.100000,0.000000,
145,2014-12-29,2014,12,29,208.220001,208.970001,208.139999,208.720001,79643900,206.786284,12/29/14,6.700000,1.100000,0.000000,
146,2014-12-26,2014,12,26,208.309998,208.850006,208.25,208.440002,57326700,206.508879,12/26/14,10.000000,4.400000,0.000000,
147,2014-12-24,2014,12,24,208.020004,208.339996,207.720001,207.770004,42963400,205.845088,12/24/14,14.400000,6.700000,1.000000,
148,2014-12-23,2014,12,23,208.169998,208.229996,207.399994,207.75,122167900,205.825269,12/23/14,7.800000,6.100000,1.000000,
149,2014-12-22,2014,12,22,206.75,207.470001,206.460007,207.470001,148318900,205.547865,12/22/14,6.700000,1.700000,2.000000,
150,2014-12-19,2014,12,19,206.429993,207.330002,205.610001,206.520004,245084600,204.606669,12/19/14,3.300000,-0.500000,0.000000,
151,2014-12-18,2014,12,18,204.740005,212.970001,203.919998,206.779999,247780600,203.739767,12/18/14,5.600000,2.800000,0.000000,
152,2014-12-17,2014,12,17,198.440002,202.339996,198.289993,201.789993,253754500,198.823128,12/17/14,12.200000,5.600000,1.000000,
153,2014-12-16,2014,12,16,199.509995,202.399994,197.860001,197.910004,259543800,195.000185,12/16/14,9.400000,3.300000,2.000000,
154,2014-12-15,2014,12,15,201.979996,202.529999,198.779999,199.509995,189965800,196.576651,12/15/14,8.900000,2.800000,0.000000,
155,2014-12-12,2014,12,12,202.639999,203.820007,200.850006,200.889999,202330200,197.936366,12/12/14,3.300000,0.000000,0.000000,
156,2014-12-11,2014,12,11,203.880005,206.190002,203.710007,204.190002,159012800,201.18785,12/11/14,3.300000,-0.500000,1.000000,
157,2014-12-10,2014,12,10,205.910004,205.979996,202.929993,203.160004,154761600,200.172995,12/10/14,4.400000,0.000000,2.000000,
158,2014-12-09,2014,12,9,204.369995,206.600006,203.910004,206.470001,125180100,203.434327,12/9/14,5.600000,2.200000,1.000000,
159,2014-12-08,2014,12,8,207.520004,208.119995,205.929993,206.610001,108588200,203.572268,12/8/14,2.800000,-4.300000,0.000000,
160,2014-12-05,2014,12,5,207.869995,208.470001,207.550003,208,91025500,204.941831,12/5/14,6.700000,1.100000,2.000000,
161,2014-12-04,2014,12,4,207.539993,208.270004,206.699997,207.660004,89928200,204.606833,12/4/14,7.200000,2.800000,0.000000,
162,2014-12-03,2014,12,3,207.300003,208.149994,207.100006,207.889999,69450000,204.833447,12/3/14,7.800000,5.000000,2.000000,
163,2014-12-02,2014,12,2,205.809998,207.339996,205.779999,207.089996,72105500,204.045207,12/2/14,6.100000,1.700000,2.000000,
164,2014-12-01,2014,12,1,206.399994,206.539993,205.380005,205.759995,103968400,202.734759,12/1/14,18.300000,5.600000,0.000000,
165,2014-11-28,2014,11,28,207.490005,207.869995,206.910004,207.199997,57890100,204.15359,11/28/14,2.800000,-1.600000,0.000000,
166,2014-11-26,2014,11,26,207.289993,207.759995,207.029999,207.639999,61928400,204.587123,11/26/14,10.600000,1.100000,1.000000,
167,2014-11-25,2014,11,25,207.539993,207.789993,206.800003,207.110001,79108000,204.064917,11/25/14,20.000000,10.600000,0.000000,
168,2014-11-24,2014,11,24,207.169998,207.389999,206.910004,207.259995,65881000,204.212705,11/24/14,20.600000,11.700000,2.000000,
169,2014-11-21,2014,11,21,207.639999,207.839996,205.979996,206.679993,142327000,203.641231,11/21/14,2.800000,-2.100000,0.000000,
170,2014-11-20,2014,11,20,204.259995,205.710007,204.179993,205.580002,72840000,202.557413,11/20/14,7.200000,-0.500000,0.000000,
171,2014-11-19,2014,11,19,205.309998,205.550003,204.300003,205.220001,82373000,202.202705,11/19/14,2.200000,-5.500000,0.000000,
172,2014-11-18,2014,11,18,204.440002,205.919998,204.440002,205.550003,76068000,202.527855,11/18/14,7.200000,-4.300000,0.000000,
173,2014-11-17,2014,11,17,203.850006,204.580002,203.649994,204.369995,80441000,201.365197,11/17/14,11.100000,4.400000,1.000000,
174,2014-11-14,2014,11,14,204.100006,204.490005,203.720001,204.240005,80418000,201.237118,11/14/14,5.600000,1.700000,1.000000,
175,2014-11-13,2014,11,13,204.160004,204.830002,203.210007,204.190002,85358000,201.18785,11/13/14,8.900000,2.200000,1.000000,
176,2014-11-12,2014,11,12,203.350006,204.240005,203.309998,203.960007,90120000,200.961236,11/12/14,18.300000,8.300000,2.000000,
177,2014-11-11,2014,11,11,204.059998,204.309998,203.649994,204.179993,54499000,201.177988,11/11/14,17.800000,9.400000,2.000000,
178,2014-11-10,2014,11,10,203.380005,204.039993,203.130005,203.979996,66319000,200.980931,11/10/14,16.100000,6.700000,0.000000,
179,2014-11-07,2014,11,7,203.169998,203.600006,202.610001,203.339996,89540000,200.350342,11/7/14,11.700000,4.400000,1.000000,
180,2014-11-06,2014,11,6,202.389999,203.259995,201.639999,203.149994,107089000,200.163133,11/6/14,13.900000,8.900000,2.000000,
181,2014-11-05,2014,11,5,202.539993,202.589996,201.449997,202.339996,91709000,199.365045,11/5/14,17.800000,13.300000,0.000000,
182,2014-11-04,2014,11,4,201.229996,201.600006,200.059998,201.070007,93343000,198.113728,11/4/14,20.000000,11.700000,0.000000,
183,2014-11-03,2014,11,3,201.919998,202.449997,201.309998,201.770004,93734000,198.803433,11/3/14,16.100000,3.900000,0.000000,
184,2014-10-31,2014,10,31,201.779999,201.820007,200.770004,201.660004,146903000,198.69505,10/31/14,12.800000,7.200000,1.000000,
185,2014-10-30,2014,10,30,197.580002,199.949997,197.399994,199.380005,113330000,196.448573,10/30/14,15.000000,8.300000,0.000000,
186,2014-10-29,2014,10,29,198.550003,199.119995,196.800003,198.110001,142557000,195.197241,10/29/14,22.200000,10.600000,1.000000,
187,2014-10-28,2014,10,28,196.820007,198.419998,196.729996,198.410004,106255600,195.492833,10/28/14,22.200000,11.700000,0.000000,
188,2014-10-27,2014,10,27,195.729996,196.449997,195.029999,196.160004,82954000,193.275915,10/27/14,17.200000,8.900000,0.000000,
189,2014-10-24,2014,10,24,195.25,196.490005,194.490005,196.429993,117927000,193.541934,10/24/14,17.200000,10.600000,0.000000,
190,2014-10-23,2014,10,23,194.619995,196.199997,194.259995,194.929993,154944000,192.063988,10/23/14,11.700000,10.000000,1.000000,
191,2014-10-22,2014,10,22,194.410004,194.910004,192.610001,192.690002,151822000,189.856932,10/22/14,14.400000,10.000000,2.000000,
192,2014-10-21,2014,10,21,191.679993,194.199997,191.479996,194.070007,154949000,191.216647,10/21/14,19.400000,12.800000,1.000000,
193,2014-10-20,2014,10,20,188.130005,190.449997,188.070007,190.300003,130011000,187.502072,10/20/14,15.600000,5.600000,1.000000,
194,2014-10-17,2014,10,17,188.419998,189.75,187.619995,188.470001,214625000,185.698976,10/17/14,21.700000,15.000000,0.000000,
195,2014-10-16,2014,10,16,183.059998,187.580002,182.889999,186.270004,270391000,183.531325,10/16/14,21.700000,16.100000,1.000000,
196,2014-10-15,2014,10,15,185.160004,187.690002,181.919998,186.429993,380715000,183.688961,10/15/14,25.000000,20.600000,2.000000,
197,2014-10-14,2014,10,14,188.419998,189.820007,187.039993,187.699997,215847000,184.940293,10/14/14,24.400000,17.200000,1.000000,
198,2014-10-13,2014,10,13,190.460007,191.149994,187.300003,187.410004,230939000,184.654564,10/13/14,18.300000,11.100000,2.000000,
199,2014-10-10,2014,10,10,192.690002,193.649994,190.490005,190.539993,221909000,187.738534,10/10/14,17.800000,11.100000,0.000000,
200,2014-10-09,2014,10,9,196.330002,196.600006,192.580002,192.740005,210705000,189.9062,10/9/14,20.000000,12.800000,0.000000,
201,2014-10-08,2014,10,8,193.369995,196.919998,192.360001,196.639999,186461000,193.748853,10/8/14,22.800000,16.700000,1.000000,
202,2014-10-07,2014,10,7,195.279999,195.720001,193.220001,193.259995,147913000,190.418544,10/7/14,21.700000,17.200000,1.000000,
203,2014-10-06,2014,10,6,197.339996,197.600006,195.580002,196.289993,104778000,193.403993,10/6/14,20.600000,10.000000,0.000000,
204,2014-10-03,2014,10,3,195.679993,196.940002,195.080002,196.520004,121569000,193.630622,10/3/14,21.700000,13.300000,0.000000,
205,2014-10-02,2014,10,2,194.179993,195.059998,192.350006,194.380005,157285000,191.522087,10/2/14,21.100000,16.100000,0.000000,
206,2014-10-01,2014,10,1,196.699997,196.770004,193.910004,194.350006,177798000,191.492529,10/1/14,18.300000,16.100000,2.000000,
207,2014-09-30,2014,9,30,197.690002,198.300003,196.610001,197.020004,131302000,194.123271,9/30/14,21.700000,16.700000,2.000000,
208,2014-09-29,2014,9,29,196.199997,197.889999,196.050003,197.539993,95112000,194.635615,9/29/14,26.100000,19.400000,0.000000,
209,2014-09-26,2014,9,26,196.699997,198.389999,196.419998,197.899994,103547000,194.990322,9/26/14,25.000000,14.400000,0.000000,
210,2014-09-25,2014,9,25,199.039993,199.050003,196.270004,196.339996,150300000,193.453261,9/25/14,17.800000,13.900000,1.000000,
211,2014-09-24,2014,9,24,198.039993,199.690002,197.520004,199.559998,107276000,196.625919,9/24/14,21.700000,14.400000,0.000000,
212,2014-09-23,2014,9,23,198.429993,199.259995,197.949997,198.009995,111393000,195.098706,9/23/14,21.700000,11.100000,0.000000,
213,2014-09-22,2014,9,22,200.350006,200.380005,198.729996,199.149994,125553000,196.221944,9/22/14,21.700000,12.800000,0.000000,
214,2014-09-19,2014,9,19,201.520004,201.899994,200.289993,200.699997,121649000,197.749158,9/19/14,18.900000,12.200000,0.000000,
215,2014-09-18,2014,9,18,201.360001,201.850006,201.100006,201.820007,94990000,197.927507,9/18/14,24.400000,13.900000,0.000000,
216,2014-09-17,2014,9,17,200.770004,201.679993,199.75,200.75,151266000,196.878137,9/17/14,22.800000,12.800000,0.000000,
217,2014-09-16,2014,9,16,198.610001,200.839996,198.5,200.479996,116201000,196.61334,9/16/14,21.100000,14.400000,2.000000,
218,2014-09-15,2014,9,15,199.160004,199.320007,198.380005,198.979996,76401000,195.142271,9/15/14,21.700000,12.800000,0.000000,
219,2014-09-12,2014,9,12,200.100006,200.119995,198.559998,199.130005,117479000,195.289386,9/12/14,25.600000,16.700000,0.000000,
220,2014-09-11,2014,9,11,199.270004,200.330002,199.119995,200.300003,66774400,196.436819,9/11/14,28.300000,20.600000,0.000000,
221,2014-09-10,2014,9,10,199.429993,200.199997,198.770004,200.070007,67251000,196.211259,9/10/14,26.700000,17.200000,0.000000,
222,2014-09-09,2014,9,9,200.410004,200.550003,198.910004,199.320007,88591000,195.475724,9/9/14,22.800000,17.200000,0.000000,
223,2014-09-08,2014,9,8,200.919998,201.210007,200,200.589996,64146000,196.721219,9/8/14,23.900000,18.300000,0.000000,
224,2014-09-05,2014,9,5,200.169998,201.190002,199.410004,201.110001,102177000,197.231194,9/5/14,30.600000,22.200000,2.000000,
225,2014-09-04,2014,9,4,200.839996,201.580002,199.660004,200.210007,85236000,196.348558,9/4/14,30.600000,20.600000,0.000000,
226,2014-09-03,2014,9,3,201.380005,201.410004,200.220001,200.5,57462000,196.632958,9/3/14,30.000000,22.200000,0.000000,
227,2014-09-02,2014,9,2,200.970001,201,199.860001,200.610001,72426000,196.740838,9/2/14,33.300000,25.000000,0.000000,
228,2014-08-29,2014,8,29,200.449997,200.729996,199.820007,200.710007,65907000,196.838915,8/29/14,26.700000,16.100000,0.000000,
229,2014-08-28,2014,8,28,199.589996,200.270004,199.389999,200.139999,58330000,196.279901,8/28/14,27.800000,18.900000,0.000000,
230,2014-08-27,2014,8,27,200.429993,200.570007,199.940002,200.25,47874000,196.38778,8/27/14,32.200000,21.100000,0.000000,
231,2014-08-26,2014,8,26,200.330002,200.820007,200.279999,200.330002,47298000,196.466239,8/26/14,31.700000,21.100000,1.000000,
232,2014-08-25,2014,8,25,200.139999,200.589996,199.149994,200.199997,63855000,196.338742,8/25/14,31.100000,17.800000,0.000000,
233,2014-08-22,2014,8,22,199.339996,199.690002,198.740005,199.190002,76107000,195.348227,8/22/14,26.100000,18.300000,1.000000,
234,2014-08-21,2014,8,21,199.089996,199.759995,198.929993,199.5,67791000,195.652245,8/21/14,28.300000,18.300000,1.000000,
235,2014-08-20,2014,8,20,198.119995,199.160004,198.080002,198.919998,72763000,195.08343,8/20/14,28.900000,21.100000,1.000000,
236,2014-08-19,2014,8,19,197.839996,198.539993,197.440002,198.389999,59135000,194.563653,8/19/14,28.300000,17.200000,1.000000,
237,2014-08-18,2014,8,18,196.800003,197.449997,196.690002,197.360001,75424000,193.55352,8/18/14,27.200000,17.200000,1.000000,
238,2014-08-15,2014,8,15,196.470001,196.649994,194.309998,195.720001,139951000,191.945151,8/15/14,22.800000,16.100000,0.000000,
239,2014-08-14,2014,8,14,195.160004,195.759995,194.979996,195.759995,57371000,191.984373,8/14/14,25.000000,17.200000,0.000000,
240,2014-08-13,2014,8,13,194.289993,195.059998,193.960007,194.839996,69047000,191.082119,8/13/14,27.800000,20.000000,1.000000,
241,2014-08-12,2014,8,12,193.610001,194.149994,192.940002,193.529999,73632000,189.797388,8/12/14,26.100000,21.100000,0.000000,
242,2014-08-11,2014,8,11,193.970001,194.660004,193.710007,193.800003,74544000,190.062184,8/11/14,30.600000,21.700000,0.000000,
243,2014-08-08,2014,8,8,191.460007,193.369995,190.949997,193.240005,117014000,189.512987,8/8/14,28.300000,18.300000,0.000000,
244,2014-08-07,2014,8,7,192.940002,193.130005,190.550003,191.029999,135733000,187.345605,8/7/14,28.300000,18.900000,0.000000,
245,2014-08-06,2014,8,6,191.110001,192.889999,191.080002,192.070007,94818000,188.365555,8/6/14,28.300000,21.100000,0.000000,
246,2014-08-05,2014,8,5,193.100006,193.600006,191.309998,192.009995,152690000,188.3067,8/5/14,32.200000,21.700000,0.000000,
247,2014-08-04,2014,8,4,192.869995,194.300003,192.050003,193.889999,91340000,190.150445,8/4/14,28.900000,21.100000,0.000000,
248,2014-08-01,2014,8,1,192.559998,193.759995,191.570007,192.5,189261000,188.787254,8/1/14,28.900000,21.700000,1.000000,
249,2014-07-31,2014,7,31,195.610001,195.779999,192.970001,193.089996,183479000,189.365871,7/31/14,27.800000,20.000000,0.000000,
250,2014-07-30,2014,7,30,197.649994,197.910004,196.160004,196.979996,104222000,193.180844,7/30/14,26.700000,17.200000,0.000000,
251,2014-07-29,2014,7,29,198.169998,198.449997,196.919998,196.949997,80466000,193.151424,7/29/14,24.400000,17.800000,0.000000,
252,2014-07-28,2014,7,28,197.759995,198.089996,196.619995,197.800003,69259000,193.985036,7/28/14,27.800000,20.000000,1.000000,
253,2014-07-25,2014,7,25,198.089996,198.259995,197.330002,197.720001,76837000,193.906578,7/25/14,27.800000,18.900000,0.000000,
254,2014-07-24,2014,7,24,198.830002,199.059998,198.449997,198.649994,56888000,194.818633,7/24/14,26.700000,21.100000,0.000000,
255,2014-07-23,2014,7,23,198.5,198.850006,198.100006,198.639999,65612000,194.808832,7/23/14,31.100000,22.200000,1.000000,
256,2014-07-22,2014,7,22,198.009995,198.559998,197.869995,198.199997,67678000,194.377316,7/22/14,30.000000,21.700000,0.000000,
257,2014-07-21,2014,7,21,197.089996,197.5,196.429993,197.339996,67592000,193.533902,7/21/14,29.400000,19.400000,0.000000,
258,2014-07-18,2014,7,18,196.350006,197.910004,196.240005,197.710007,124330000,193.896776,7/18/14,27.200000,17.800000,0.000000,
259,2014-07-17,2014,7,17,197.350006,198.100006,195.429993,195.710007,145398000,191.93535,7/17/14,27.200000,19.400000,0.000000,
260,2014-07-16,2014,7,16,198.110001,198.259995,197.419998,197.960007,80073000,194.141954,7/16/14,27.200000,20.000000,1.000000,
261,2014-07-15,2014,7,15,197.720001,198.100006,196.360001,197.229996,111307000,193.426023,7/15/14,30.000000,22.200000,0.000000,
262,2014-07-14,2014,7,14,197.610001,197.860001,197.440002,197.600006,58658000,193.788897,7/14/14,28.900000,22.200000,0.000000,
263,2014-07-11,2014,7,11,196.220001,196.75,195.779999,196.610001,64243000,192.817985,7/11/14,30.000000,21.700000,0.000000,
264,2014-07-10,2014,7,10,195.220001,196.860001,195.059998,196.339996,99040000,192.553189,7/10/14,28.300000,22.200000,0.000000,
265,2014-07-09,2014,7,9,196.729996,197.300003,196.309998,197.119995,72992000,193.318144,7/9/14,31.100000,21.700000,0.000000,
266,2014-07-08,2014,7,8,197.149994,197.220001,195.759995,196.240005,108143000,192.455126,7/8/14,32.800000,21.700000,0.000000,
267,2014-07-07,2014,7,7,197.820007,197.979996,197.220001,197.509995,61696000,193.700621,7/7/14,32.200000,22.200000,1.000000,
268,2014-07-03,2014,7,3,197.789993,198.289993,197.639999,198.199997,52938800,194.377316,7/3/14,30.600000,20.600000,0.000000,
269,2014-07-02,2014,7,2,197.050003,197.479996,196.960007,197.229996,52475000,193.426023,7/2/14,32.800000,22.200000,0.000000,
270,2014-07-01,2014,7,1,196.199997,197.630005,196.130005,197.029999,90470000,193.229883,7/1/14,31.700000,22.200000,0.000000,
271,2014-06-30,2014,6,30,195.699997,196.169998,195.529999,195.720001,70504000,191.945151,6/30/14,28.900000,20.600000,0.000000,
272,2014-06-27,2014,6,27,194.979996,195.880005,194.889999,195.820007,71445100,192.043229,6/27/14,28.300000,19.400000,0.000000,
273,2014-06-26,2014,6,26,195.610001,195.630005,194.130005,195.440002,84312000,191.670553,6/26/14,29.400000,21.100000,1.000000,
274,2014-06-25,2014,6,25,194.289993,195.779999,194.25,195.580002,82782000,191.807852,6/25/14,29.400000,21.100000,1.000000,
275,2014-06-24,2014,6,24,195.529999,196.5,194.479996,194.699997,96237000,190.94482,6/24/14,27.200000,20.000000,0.000000,
276,2014-06-23,2014,6,23,195.990005,196.050003,195.520004,195.880005,70611000,192.102069,6/23/14,27.200000,18.300000,0.000000,
277,2014-06-20,2014,6,20,196.029999,196.100006,195.699997,195.940002,100587000,192.16091,6/20/14,26.100000,17.800000,0.000000,
278,2014-06-19,2014,6,19,196.429993,196.600006,195.800003,196.479996,85929000,191.771563,6/19/14,25.000000,20.000000,1.000000,
279,2014-06-18,2014,6,18,194.830002,196.369995,194.399994,196.259995,105267000,191.556834,6/18/14,31.700000,24.400000,0.000000,
280,2014-06-17,2014,6,17,194.020004,194.970001,193.809998,194.830002,84834000,190.16111,6/17/14,31.700000,21.700000,0.000000,
