date,BadWeather,Average,3DayAverage,7DayAverage,High,Low
20100319,0,15.8,16.2833333333333,14.0857142857143,22.20000000000000,9.4
20100320,0,17.75,15.9166666666667,13.85,23.30000000000000,12.20000000000000
20100321,0,14.2,14.6333333333333,13.6142857142857,17.80000000000000,10.60000000000000
20100322,4,11.95,11.8666666666667,13.2571428571429,13.90000000000000,10.00000000000000
20100323,4,9.45,10.75,11.8714285714286,11.70000000000000,7.2
20100324,0,10.85,11.0333333333333,9.69285714285714,15.60000000000000,6.1
20100325,3,12.8,9.91666666666667,8.49285714285714,16.70000000000000,8.9
20100326,4,6.1,7.13333333333333,8.25714285714286,11.10000000000000,1.1
20100327,0,3,4.8,7.97857142857143,6.7,-1.7
20100328,4,5.8,6.2,7.93571428571429,9.4,2.2
20100329,4,10.3,7.86666666666667,8.25,11.70000000000000,8.9
20100330,4,7.5,9.45,9.44285714285714,10.00000000000000,5
20100331,3,10.55,11.0166666666667,11.0642857142857,13.90000000000000,7.2
20100401,0,15,13.3333333333333,12.5714285714286,21.10000000000000,8.9
20100402,0,14.45,14.4333333333333,13.7571428571429,20.00000000000000,8.9
20100403,2,13.85,14.8833333333333,15.5428571428571,19.40000000000000,8.3
20100404,3,16.35,16.2666666666667,17.3642857142857,24.40000000000000,8.3
20100405,0,18.6,18.3166666666667,18.4,23.90000000000000,13.30000000000000
20100406,1,20,20.6333333333333,18.2428571428571,25.60000000000000,14.40000000000000
20100407,2,23.3,21.85,17.8571428571429,33.30000000000000,13.30000000000000
20100408,0,22.25,19.6333333333333,18.0571428571429,26.70000000000000,17.80000000000000
20100409,4,13.35,15.5833333333333,17.5785714285714,20.00000000000000,6.7
20100410,0,11.15,14.0833333333333,16.2642857142857,16.70000000000000,5.6
20100411,0,17.75,14.7166666666667,14.8357142857143,24.40000000000000,11.10000000000000
20100412,0,15.25,14.6,14,19.40000000000000,11.10000000000000
20100413,0,10.8,13.1166666666667,13.6428571428571,13.30000000000000,8.3
20100414,0,13.3,13.5,13.4785714285714,19.40000000000000,7.2
20100415,0,16.4,13.5166666666667,12.3357142857143,22.80000000000000,10.00000000000000
20100416,4,10.85,12.4166666666667,11.9428571428571,13.90000000000000,7.8
20100417,3,10,10.2,12.5,12.20000000000000,7.8
20100418,0,9.75,10.75,12.9071428571429,13.90000000000000,5.6
20100419,0,12.5,12.3166666666667,12.9071428571429,17.20000000000000,7.8
20100420,0,14.7,14.45,13.2642857142857,21.10000000000000,8.3
20100421,4,16.15,15.75,13.8214285714286,20.60000000000000,11.70000000000000
20100422,5,16.4,15.3,13.7785714285714,22.20000000000000,10.60000000000000
20100423,0,13.35,14.55,13.4642857142857,20.00000000000000,6.7
20100424,2,13.9,12.2333333333333,12.75,20.00000000000000,7.8
20100425,4,9.45,11.2166666666667,11.7071428571429,11.10000000000000,7.8
20100426,7,10.3,9.81666666666667,11.35,11.70000000000000,8.9
20100427,3,9.7,9.61666666666667,12.2214285714286,14.40000000000000,5
20100428,0,8.85,10.8166666666667,13.6071428571429,13.30000000000000,4.4
20100429,0,13.9,14.0666666666667,15.8285714285714,20.60000000000000,7.2
20100430,0,19.45,18.9833333333333,17.65,25.60000000000000,13.30000000000000
20100501,0,23.6,22.6833333333333,19.4,29.40000000000000,17.80000000000000
20100502,2,25,23.8833333333333,21.0714285714286,31.10000000000000,18.90000000000000
20100503,5,23.05,23.3333333333333,21.9857142857143,26.70000000000000,19.40000000000000
20100504,1,21.95,21.85,21.6285714285714,27.20000000000000,16.70000000000000
20100505,0,20.55,20.9333333333333,20.6714285714286,26.70000000000000,14.40000000000000
20100506,1,20.3,19.2666666666667,18.3714285714286,25.60000000000000,15.00000000000000
20100507,0,16.95,18.05,16.5857142857143,22.80000000000000,11.10000000000000
20100508,4,16.9,14.25,14.8357142857143,24.40000000000000,9.4
20100509,0,8.9,12.1166666666667,13.0142857142857,11.10000000000000,6.7
20100510,0,10.55,9.71666666666667,11.9357142857143,16.10000000000000,5
20100511,3,9.7,9.35,12.3357142857143,13.30000000000000,6.1
20100512,4,7.8,10.0833333333333,12.6642857142857,8.9,6.7
20100513,0,12.75,13.4333333333333,13.85,19.40000000000000,6.1
20100514,3,19.75,17.2333333333333,14.9214285714286,26.70000000000000,12.80000000000000
20100515,0,19.2,18.7166666666667,15.4428571428571,22.80000000000000,15.60000000000000
20100516,0,17.2,18.15,16.3142857142857,22.20000000000000,12.20000000000000
20100517,0,18.05,16.2,17.2714285714286,23.30000000000000,12.80000000000000
20100518,4,13.35,15.1,17.7,16.70000000000000,10.00000000000000
20100519,3,13.9,15.5666666666667,17.6142857142857,17.80000000000000,10.00000000000000
20100520,0,19.45,18.7,17.7357142857143,26.10000000000000,12.80000000000000
20100521,0,22.75,20.2666666666667,17.9,29.40000000000000,16.10000000000000
20100522,0,18.6,19.8,19.1285714285714,23.30000000000000,13.90000000000000
20100523,4,18.05,18.6166666666667,20.8285714285714,21.70000000000000,14.40000000000000
20100524,5,19.2,19.7333333333333,20.9857142857143,22.80000000000000,15.60000000000000
20100525,2,21.95,22.3166666666667,20.1928571428571,27.80000000000000,16.10000000000000
20100526,0,25.8,22.7666666666667,20.4714285714286,33.30000000000000,18.30000000000000
20100527,2,20.55,21.1833333333333,21.3428571428571,28.30000000000000,12.80000000000000
20100528,0,17.2,19.4333333333333,22.2142857142857,21.10000000000000,13.30000000000000
20100529,0,20.55,20.6333333333333,22.5285714285714,25.00000000000000,16.10000000000000
20100530,0,24.15,23.3333333333333,22.4142857142857,28.90000000000000,19.40000000000000
20100531,3,25.3,24.5333333333333,23.05,30.00000000000000,20.60000000000000
20100601,5,24.15,24.8166666666667,24.4,29.40000000000000,18.90000000000000
20100602,0,25,24.7166666666667,25.4285714285714,30.60000000000000,19.40000000000000
20100603,4,25,25.55,25.3928571428571,30.60000000000000,19.40000000000000
20100604,0,26.65,26.4666666666667,24.4785714285714,31.10000000000000,22.20000000000000
20100605,0,27.75,26.1,23.7642857142857,31.10000000000000,24.40000000000000
20100606,1,23.9,23.5166666666667,22.6142857142857,31.70000000000000,16.10000000000000
20100607,0,18.9,20.65,21.7357142857143,23.90000000000000,13.90000000000000
20100608,0,19.15,18.3333333333333,20.5071428571429,23.90000000000000,14.40000000000000
20100609,4,16.95,18.3166666666667,19.5571428571429,20.00000000000000,13.90000000000000
20100610,6,18.85,17.95,19.2785714285714,23.30000000000000,14.40000000000000
20100611,0,18.05,19.3333333333333,19.7142857142857,21.70000000000000,14.40000000000000
20100612,3,21.1,20.3666666666667,20.1928571428571,26.10000000000000,16.10000000000000
20100613,4,21.95,21.6666666666667,20.75,25.60000000000000,18.30000000000000
20100614,5,21.95,22.1333333333333,21.0285714285714,26.10000000000000,17.80000000000000
20100615,0,22.5,21.7666666666667,21.7071428571429,27.20000000000000,17.80000000000000
20100616,1,20.85,21.3833333333333,21.9071428571429,23.90000000000000,17.80000000000000
20100617,3,20.8,21.4833333333333,22.5857142857143,23.30000000000000,18.30000000000000
20100618,0,22.8,22.0333333333333,23.1857142857143,30.00000000000000,15.60000000000000
20100619,0,22.5,24,23.7071428571429,27.20000000000000,17.80000000000000
20100620,2,26.7,25.1166666666667,24.5428571428571,31.70000000000000,21.70000000000000
20100621,0,26.15,26.3333333333333,25.6928571428571,30.60000000000000,21.70000000000000
20100622,4,26.15,26.3333333333333,26.1714285714286,30.60000000000000,21.70000000000000
20100623,2,26.7,27.2333333333333,26.7714285714286,31.70000000000000,21.70000000000000
20100624,2,28.85,27.2333333333333,26.85,33.30000000000000,24.40000000000000
20100625,0,26.15,27.2333333333333,27.2785714285714,30.60000000000000,21.70000000000000
20100626,0,26.7,26.7,27.3928571428571,31.70000000000000,21.70000000000000
20100627,2,27.25,27.7,26.6357142857143,32.80000000000000,21.70000000000000
20100628,4,29.15,27.7833333333333,25.4928571428571,33.90000000000000,24.40000000000000
20100629,0,26.95,25.8333333333333,24.8928571428571,32.80000000000000,21.10000000000000
20100630,0,21.4,23.0666666666667,24.65,26.10000000000000,16.70000000000000
20100701,0,20.85,21.4,24.9285714285714,25.00000000000000,16.70000000000000
20100702,0,21.95,22.6,25.1642857142857,27.80000000000000,16.10000000000000
20100703,0,25,25.3833333333333,26.0714285714286,31.70000000000000,18.30000000000000
20100704,0,29.2,28.3333333333333,27.6214285714286,35.60000000000000,22.80000000000000
20100705,0,30.8,31.1,28.6928571428571,37.20000000000000,24.40000000000000
20100706,0,33.3,32.1166666666667,29.5642857142857,39.40000000000000,27.20000000000000
20100707,1,32.25,31.3,29.6428571428571,37.80000000000000,26.70000000000000
20100708,6,28.35,29.55,29.4785714285714,31.70000000000000,25.00000000000000
20100709,4,28.05,27.3166666666667,29.1642857142857,32.20000000000000,23.90000000000000
20100710,0,25.55,27.2166666666667,28.0571428571429,28.30000000000000,22.80000000000000
20100711,2,28.05,27.4,26.9428571428571,34.40000000000000,21.70000000000000
20100712,1,28.6,27.4,26.6642857142857,34.40000000000000,22.80000000000000
20100713,5,25.55,26.2,26.7428571428571,28.30000000000000,22.80000000000000
20100714,4,24.45,25.4666666666667,27.2928571428571,26.10000000000000,22.80000000000000
20100715,1,26.4,26.4833333333333,27.5714285714286,30.60000000000000,22.20000000000000
20100716,4,28.6,28.1333333333333,27.45,33.90000000000000,23.30000000000000
20100717,0,29.4,29.3333333333333,27.7285714285714,34.40000000000000,24.40000000000000
20100718,0,30,29.05,28.4,34.40000000000000,25.60000000000000
20100719,5,27.75,28.4166666666667,28.5928571428571,33.30000000000000,22.20000000000000
20100720,0,27.5,28.1333333333333,28.3214285714286,31.70000000000000,23.30000000000000
20100721,0,29.15,28.1333333333333,28.6071428571429,33.90000000000000,24.40000000000000
20100722,0,27.75,27.8666666666667,28.25,32.20000000000000,23.30000000000000
20100723,6,26.7,28.6166666666667,27.9,30.60000000000000,22.80000000000000
20100724,0,31.4,28.5333333333333,27.8214285714286,36.10000000000000,26.70000000000000
20100725,5,27.5,28.0666666666667,27.5857142857143,33.90000000000000,21.10000000000000
20100726,0,25.3,26.5833333333333,27.55,30.60000000000000,20.00000000000000
20100727,0,26.95,26.5833333333333,27.1857142857143,32.80000000000000,21.10000000000000
20100728,0,27.5,27.3166666666667,26.15,31.70000000000000,23.30000000000000
20100729,5,27.5,26.3833333333333,25.6357142857143,31.70000000000000,23.30000000000000
20100730,0,24.15,25.2666666666667,25.5928571428571,29.40000000000000,18.90000000000000
20100731,0,24.15,24.0666666666667,25.4714285714286,29.40000000000000,18.90000000000000
20100801,0,23.9,24.35,25.5928571428571,26.70000000000000,21.10000000000000
20100802,0,25,25,25.95,29.40000000000000,20.60000000000000
20100803,0,26.1,26.4833333333333,26.3071428571429,30.00000000000000,22.20000000000000
20100804,0,28.35,28.15,26.4714285714286,32.80000000000000,23.90000000000000
20100805,6,30,28.3333333333333,26.95,35.00000000000000,25.00000000000000
20100806,0,26.65,27.3166666666667,27.5,32.20000000000000,21.10000000000000
20100807,0,25.3,26.4,27.9785714285714,30.60000000000000,20.00000000000000
20100808,0,27.25,27.1333333333333,28.0928571428571,31.70000000000000,22.80000000000000
20100809,0,28.85,28.5166666666667,26.9785714285714,34.40000000000000,23.30000000000000
20100810,0,29.45,29.15,26.5857142857143,33.30000000000000,25.60000000000000
20100811,0,29.15,26.9333333333333,26.2642857142857,33.90000000000000,24.40000000000000
20100812,4,22.2,25.0833333333333,25.5428571428571,24.40000000000000,20.00000000000000
20100813,1,23.9,23.05,25.0357142857143,27.80000000000000,20.00000000000000
20100814,0,23.05,23.05,24.8357142857143,27.80000000000000,18.30000000000000
20100815,4,22.2,23.5166666666667,24.4,25.00000000000000,19.40000000000000
20100816,6,25.3,25.1833333333333,25,30.00000000000000,20.60000000000000
20100817,0,28.05,26.4833333333333,25.5142857142857,32.80000000000000,23.30000000000000
20100818,0,26.1,26.85,25.6714285714286,30.00000000000000,22.20000000000000
20100819,0,26.4,26.6666666666667,25.8785714285714,32.80000000000000,20.00000000000000
20100820,0,27.5,26.0166666666667,25.0785714285714,32.20000000000000,22.80000000000000
20100821,0,24.15,25.1,23.85,29.40000000000000,18.90000000000000
20100822,6,23.65,22.5,22.8642857142857,26.70000000000000,20.60000000000000
20100823,4,19.7,20.9333333333333,22.3857142857143,21.10000000000000,18.30000000000000
20100824,4,19.45,19.45,21.4714285714286,21.10000000000000,17.80000000000000
20100825,4,19.2,20.5666666666667,21.2357142857143,20.60000000000000,17.80000000000000
20100826,0,23.05,21.1166666666667,21.7,27.80000000000000,18.30000000000000
20100827,0,21.1,22.2166666666667,22.85,26.10000000000000,16.10000000000000
20100828,0,22.5,23.5,24.3571428571429,28.30000000000000,16.70000000000000
20100829,0,26.9,25.7166666666667,25.9,34.40000000000000,19.40000000000000
20100830,0,27.75,28.2166666666667,26.8928571428571,33.30000000000000,22.20000000000000
20100831,0,30,29.25,27.6857142857143,35.60000000000000,24.40000000000000
20100901,0,30,30,27.6857142857143,35.60000000000000,24.40000000000000
20100902,0,30,28.8833333333333,26.8214285714286,34.40000000000000,25.60000000000000
20100903,0,26.65,26.3833333333333,25.8785714285714,29.40000000000000,23.90000000000000
20100904,2,22.5,23.3333333333333,25.2857142857143,27.20000000000000,17.80000000000000
20100905,0,20.85,21.5,24.65,25.60000000000000,16.10000000000000
20100906,0,21.15,22.6166666666667,23.0214285714286,26.70000000000000,15.60000000000000
20100907,0,25.85,24.1833333333333,22.0285714285714,31.70000000000000,20.00000000000000
20100908,2,25.55,23.3333333333333,21.75,32.20000000000000,18.90000000000000
20100909,0,18.6,21.2833333333333,21.2285714285714,21.10000000000000,16.10000000000000
20100910,0,19.7,19.6166666666667,21.0642857142857,23.30000000000000,16.10000000000000
20100911,0,20.55,19.15,20.2285714285714,26.10000000000000,15.00000000000000
20100912,5,17.2,19.25,19.1571428571429,19.40000000000000,15.00000000000000
20100913,4,20,19.0666666666667,19.0785714285714,25.00000000000000,15.00000000000000
20100914,3,20,19.35,18.8857142857143,24.40000000000000,15.60000000000000
20100915,0,18.05,18.7,18.4857142857143,22.20000000000000,13.90000000000000
20100916,6,18.05,18.15,19.1214285714286,22.20000000000000,13.90000000000000
20100917,4,18.35,18.05,19,21.70000000000000,15.00000000000000
20100918,0,17.75,19.25,18.6785714285714,21.10000000000000,14.40000000000000
20100919,0,21.65,19.5166666666667,19.5571428571429,27.20000000000000,16.10000000000000
20100920,0,19.15,19.5166666666667,20.2714285714286,23.30000000000000,15.00000000000000
20100921,0,17.75,20.3666666666667,21.1357142857143,23.30000000000000,12.20000000000000
20100922,4,24.2,21.6666666666667,22.25,30.60000000000000,17.80000000000000
20100923,2,23.05,23.8833333333333,21.9714285714286,27.20000000000000,18.90000000000000
20100924,4,24.4,24.3333333333333,21.9714285714286,29.40000000000000,19.40000000000000
20100925,1,25.55,23.2166666666667,22.5714285714286,31.70000000000000,19.40000000000000
20100926,2,19.7,21.4666666666667,22.1714285714286,22.20000000000000,17.20000000000000
20100927,5,19.15,20.2666666666667,22.0571428571429,22.20000000000000,16.10000000000000
20100928,6,21.95,20.8333333333333,21.3071428571429,22.80000000000000,21.10000000000000
20100929,0,21.4,21.8666666666667,19.8,25.60000000000000,17.20000000000000
20100930,5,22.25,20.9333333333333,18.9714285714286,23.90000000000000,20.60000000000000
20101001,5,19.15,18.8,17.9428571428571,23.30000000000000,15.00000000000000
20101002,0,15,16.0166666666667,16.7928571428571,18.90000000000000,11.10000000000000
20101003,2,13.9,13.6166666666667,15.8785714285714,17.80000000000000,10.00000000000000
20101004,5,11.95,13.25,15.0857142857143,12.80000000000000,11.10000000000000
20101005,4,13.9,13.6166666666667,14.85,16.10000000000000,11.70000000000000
20101006,0,15,15.2,15.1642857142857,17.80000000000000,12.20000000000000
20101007,1,16.7,16.4,15.2071428571429,21.70000000000000,11.70000000000000
20101008,0,17.5,17.1333333333333,16.2,22.80000000000000,12.20000000000000
20101009,0,17.2,16.3,16.5571428571429,22.20000000000000,12.20000000000000
20101010,0,14.2,16.7666666666667,16.3214285714286,20.60000000000000,7.8
20101011,5,18.9,16.5,15.8785714285714,23.90000000000000,13.90000000000000
20101012,4,16.4,16.2166666666667,15.0428571428571,20.60000000000000,12.20000000000000
20101013,0,13.35,14.45,14.3285714285714,17.80000000000000,8.9
20101014,4,13.6,12.8666666666667,14.4071428571429,17.20000000000000,10.00000000000000
20101015,1,11.65,12.4833333333333,13.5357142857143,13.90000000000000,9.4
20101016,0,12.2,12.8666666666667,12.8571428571429,14.40000000000000,10.00000000000000
20101017,0,14.75,13.25,12.6142857142857,20.60000000000000,8.9
20101018,0,12.8,13.0666666666667,12.5357142857143,15.60000000000000,10.00000000000000
20101019,2,11.65,12.0333333333333,12.2642857142857,15.00000000000000,8.3
20101020,3,11.65,12.1166666666667,12.2714285714286,15.00000000000000,8.3
20101021,5,13.05,11.4833333333333,12.4285714285714,16.70000000000000,9.4
20101022,0,9.75,11.6833333333333,13.1357142857143,11.70000000000000,7.8
20101023,0,12.25,12.6166666666667,14.2857142857143,17.80000000000000,6.7
20101024,2,15.85,15.2833333333333,15.6357142857143,20.00000000000000,11.70000000000000
20101025,2,17.75,17.7666666666667,16.3857142857143,23.30000000000000,12.20000000000000
20101026,3,19.7,19.5166666666667,16.5785714285714,22.20000000000000,17.20000000000000
20101027,4,21.1,19.7,16.2214285714286,23.90000000000000,18.30000000000000
20101028,2,18.3,16.8333333333333,15.3857142857143,23.30000000000000,13.30000000000000
20101029,0,11.1,13.05,13.7214285714286,13.90000000000000,8.3
20101030,0,9.75,10.2833333333333,11.7785714285714,13.90000000000000,5.6
20101031,0,10,8.61666666666667,9.99285714285714,14.40000000000000,5.6
20101101,0,6.1,7.4,8.72857142857143,9.4,2.8
20101102,0,6.1,6.93333333333333,8.45,10.00000000000000,2.2
20101103,0,8.6,8.05,8.12857142857143,12.20000000000000,5
20101104,4,9.45,9.06666666666666,7.61428571428571,10.60000000000000,8.3
20101105,3,9.15,8.7,7.57142857142857,11.10000000000000,7.2
20101106,0,7.5,7.68333333333333,7.92857142857143,10.60000000000000,4.4
20101107,0,6.4,6.56666666666667,8.20714285714286,10.60000000000000,2.2
20101108,3,5.8,6.93333333333333,8.20714285714286,7.2,4.4
20101109,0,8.6,8.31666666666667,8.60714285714286,12.20000000000000,5
20101110,0,10.55,9.53333333333333,9.36428571428571,13.30000000000000,7.8
20101111,0,9.45,10.65,10.1571428571429,13.30000000000000,5.6
20101112,0,11.95,11.4,11.0357142857143,16.70000000000000,7.2
20101113,0,12.8,12.2333333333333,11.6714285714286,17.80000000000000,7.8
20101114,0,11.95,12.2333333333333,12.0357142857143,16.10000000000000,7.8
20101115,2,11.95,12.3166666666667,12.1142857142857,13.90000000000000,10.00000000000000
20101116,4,13.05,12.7,11.3571428571429,15.00000000000000,11.10000000000000
20101117,4,13.1,12.05,10.8,15.60000000000000,10.60000000000000
20101118,1,10,9.91666666666667,10.0071428571429,12.80000000000000,7.2
20101119,0,6.65,8.51666666666667,10.1214285714286,8.9,4.4
20101120,0,8.9,7.31666666666667,10.1214285714286,12.80000000000000,5
20101121,0,6.4,9.35,9.32142857142857,8.9,3.9
20101122,3,12.75,10.7333333333333,8.72857142857143,18.30000000000000,7.2
20101123,2,13.05,11.1,8.85,16.10000000000000,10.00000000000000
20101124,0,7.5,8.8,8.05714285714286,10.00000000000000,5
20101125,3,5.85,6.95,7.81428571428571,7.8,3.9
20101126,4,7.5,5.56666666666667,6.75,11.70000000000000,3.3
20101127,0,3.35,5.18333333333333,6.35714285714286,5.6,1.1
20101128,0,4.7,4.45,6.71428571428571,8.3,1.1
20101129,0,5.3,6.76666666666667,6.35714285714286,8.9,1.7
20101130,4,10.3,8.53333333333333,5.64285714285714,13.90000000000000,6.7
20101201,5,10,7.88333333333333,5.47857142857143,15.60000000000000,4.4
20101202,0,3.35,5.28333333333333,4.85,5.6,1.1
20101203,0,2.5,2.68333333333333,4.13571428571429,4.4,0.6
20101204,0,2.2,1.66666666666667,2.74285714285714,4.4,0
20101205,0,0,0.933333333333333,1.19285714285714,1.7,-1.1
20101206,2,0,0,0.278571428571429,1.7,-1.1
20101207,0,1,0,-0.242857142857143,2.2,-1.1
20101208,0,-1,-1,0.0785714285714286,1.1,-2.8
20101209,0,-3,-2,1.3,-1.1,-5
20101210,1,-1,0.0833333333333336,1.49285714285714,3.3,-5.6
20101211,2,4.45,4.05,0.542857142857143,7.8,1.1
20101212,5,8.85,4.98333333333333,-0.014285714285714,13.30000000000000,4.4
20101213,7,2,1.46666666666667,-0.0142857142857144,9.4,-6.1
20101214,3,-6,-3,-0.0499999999999998,-5,-7.2
20101215,0,-5,-5,-0.685714285714286,-2.8,-6.7
20101216,0,-3,-3,-2,-1.1,-5
20101217,0,-1,-1,-2,2.2,-5
20101218,0,0,0,-1,2.2,-2.2
20101219,0,1,0,0,2.8,-1.1
20101220,0,-1,0,0,2.8,-3.9
20101221,0,1,0,0,3.3,-2.2
20101222,0,1,0,0,3.3,-2.2
20101223,0,0,1,0,1.7,-1.1
20101224,0,1,0,-1,4.4,-1.7
20101225,0,-2,-1,-1,0,-3.9
20101226,6,-4,-3,-1,-1.1,-6.1
20101227,8,-4,-3,-1,-2.2,-6.7
20101228,0,-1,-1,-0.521428571428571,3.3,-4.4
20101229,0,1,1,0.907142857142857,2.8,-0.6
20101230,2,1,2.3,2.33571428571429,4.4,-2.2
20101231,2,4.7,4.61666666666667,2.97142857142857,7.2,2.2
20110101,1,8.05,6.38333333333333,3.28571428571429,11.70000000000000,4.4
20110102,4,6.4,4.81666666666667,3.28571428571429,11.10000000000000,1.7
20110103,0,0,2.68333333333333,2.93571428571429,2.2,-2.2
20110104,0,2,1,2.02857142857143,4.4,-1.1
20110105,0,1,0,0.478571428571429,3.9,-1.7
20110106,0,-1,-1,-1,0.6,-3.3
20110107,4,-2,-2,-1,0.6,-3.9
20110108,2,-3,-2,-2,-0.6,-5
20110109,0,-2,-2,-2,0,-3.3
20110110,0,-1,-2,-2,1.7,-4.4
20110111,6,-3,-2,-3,-0.6,-5
20110112,5,-3,-3,-3,-0.6,-4.4
20110113,0,-4,-4,-2,-1.1,-7.8
20110114,0,-4,-3,-3,-1.1,-7.8
20110115,0,-1,-2,-2,3.3,-5
20110116,0,0,-2,-1.62142857142857,2.8,-3.3
20110117,0,-5,-2,-0.942857142857143,-2.8,-7.2
20110118,5,0,-0.45,-0.864285714285714,5,-4.4
20110119,4,3.35,1.31666666666667,-1.81428571428571,5,1.7
20110120,0,0,-0.0833333333333333,-2.92857142857143,1.7,-1.1
20110121,6,-4,-4,-3.55714285714286,0,-7.8
20110122,0,-8,-6,-3.71428571428571,-4.4,-10.60000000000000
20110123,0,-8,-8,-4,-4.4,-11.70000000000000
20110124,0,-9,-6,-4,-4.4,-14.40000000000000
20110125,5,-1,-3,-4,2.8,-4.4
20110126,5,0,0,-3,1.7,-1.1
20110127,5,0,0,-1,2.2,-1.7
20110128,4,-1,0,0,1.1,-2.2
20110129,4,0,0,-1,2.2,-1.7
20110130,1,1,-1,-1,3.9,-2.8
20110131,1,-3,-2,-1,-0.6,-5.6
20110201,5,-3,-2,-1,-1.1,-3.9
20110202,5,0,-1,-1,3.3,-2.8
20110203,0,-2,-1,-0.171428571428571,1.1,-4.4
20110204,0,-2,0,0.942857142857143,1.1,-5
20110205,4,3,1.93333333333333,1.1,6.1,-0.6
20110206,0,5,4.15,0.271428571428572,7.2,2.8
20110207,4,4.7,2.76666666666667,-0.0142857142857143,7.2,2.2
20110208,3,-1,-0.75,-0.0499999999999999,5,-7.8
20110209,0,-6,-4,-0.207142857142857,-1.7,-9.4
20110210,0,-4,-4,-0.521428571428571,-1.7,-5.6
20110211,0,-2,-1,0.035714285714286,2.8,-7.2
20110212,1,2,1,0.157142857142857,4.4,-1.1
20110213,0,3,4.35,1.35,7.8,-2.2
20110214,0,8.6,3.61666666666667,3.65714285714286,14.40000000000000,2.8
20110215,0,-1,3.61666666666667,5.91428571428571,2.8,-3.9
20110216,0,3,4.91666666666667,6.19285714285714,8.9,-3.3
20110217,0,12.5,9.63333333333333,5.67142857142857,17.20000000000000,7.8
20110218,0,13.6,9.9,4.32857142857143,19.40000000000000,7.8
20110219,1,4,5.45,3.92857142857143,12.20000000000000,-5
20110220,0,-1,1,3.40714285714286,4.4,-6.1
20110221,6,-1,-2,2.02142857142857,2.8,-4.4
20110222,0,-3,-2,1.15,2.2,-8.9
20110223,1,-1,0,1.02857142857143,4.4,-6.1
20110224,3,3,3.15,2.1,6.7,-1.1
20110225,3,7.5,4.35,3.64285714285714,13.90000000000000,1.1
20110226,0,3,5.63333333333333,4.72142857142857,6.1,-0.6
20110227,0,6.65,6.46666666666667,5.4,10.00000000000000,3.3
20110228,4,10,6.95,4.56428571428571,15.60000000000000,4.4
20110301,0,4.2,6.03333333333333,3.65,7.8,0.6
20110302,0,4,1.68333333333333,4.76428571428571,11.70000000000000,-3.9
20110303,0,-3,1,5.4,0.6,-6.7
20110304,0,1,2.86666666666667,4.88571428571429,5,-2.8
20110305,1,10.55,7.58333333333333,4.8,16.10000000000000,5
20110306,3,11.1,9.35,4.83571428571429,12.20000000000000,10.00000000000000
20110307,3,6.4,7.03333333333333,6.34285714285714,11.70000000000000,1.1
20110308,0,4,4.71666666666667,7.41428571428572,8.9,-1.7
20110309,1,4.15,5.08333333333333,7.09285714285714,7.2,1.1
20110310,4,7.5,6.75,6.7,11.70000000000000,3.3
20110311,3,8.6,8.13333333333333,6.5,12.80000000000000,4.4
20110312,0,8.3,8.41666666666667,6.65714285714286,13.30000000000000,3.3
20110313,0,8.35,7.21666666666667,7.29285714285714,11.70000000000000,5
20110314,0,5,6.01666666666667,8.00714285714286,7.2,2.8
20110315,0,4.7,6.1,9.32142857142857,8.3,1.1
20110316,3,8.6,8.6,9.44285714285714,13.90000000000000,3.3
20110317,0,12.5,12.9666666666667,9.08571428571429,18.30000000000000,6.7
20110318,0,17.8,13.15,9.04285714285714,25.00000000000000,10.60000000000000
20110319,0,9.15,10.9333333333333,9.4,15.00000000000000,3.3
20110320,0,5.85,6.56666666666667,8.48571428571429,10.60000000000000,1.1
20110321,4,4.7,5.91666666666667,7.1,7.2,2.2
20110322,2,7.2,4.7,4.8,10.00000000000000,4.4
20110323,5,2.2,4.06666666666667,3.57142857142857,4.4,0
20110324,3,3,2.23333333333333,3.09285714285714,6.7,-1.1
20110325,0,2,2,2.7,5.6,-2.2
20110326,0,1,2,2.3,4.4,-3.3
20110327,0,3,2,2.97857142857143,7.2,-2.2
20110328,0,2,3,3.21428571428571,7.2,-3.3
20110329,0,4,4.43333333333333,3.57142857142857,9.4,-0.6
20110330,2,6.95,5.26666666666667,4.64285714285714,11.70000000000000,2.2
20110331,5,4.45,5.2,5.71428571428571,6.1,2.8
20110401,4,4.2,5.56666666666667,7.1,6.7,1.7
20110402,0,8.05,7.41666666666667,8.21428571428571,12.80000000000000,3.3
20110403,1,10,9.9,8.37142857142857,14.40000000000000,5.6
20110404,1,11.65,11.2833333333333,8.92857142857143,17.20000000000000,6.1
20110405,4,12.2,10.6333333333333,9.4,19.40000000000000,5
20110406,2,8.05,9.53333333333333,9.59285714285714,12.80000000000000,3.3
20110407,1,8.35,7.96666666666667,9.67142857142857,11.10000000000000,5.6
20110408,1,7.5,8.41666666666667,10.6642857142857,9.4,5.6
20110409,3,9.4,9.15,11.0214285714286,14.40000000000000,4.4
20110410,0,10.55,12.85,11.0214285714286,13.30000000000000,7.8
20110411,4,18.6,14.6166666666667,11.9357142857143,27.20000000000000,10.00000000000000
20110412,3,14.7,13.7833333333333,12.1714285714286,22.20000000000000,7.2
20110413,3,8.05,12.5,12.1,10.00000000000000,6.1
20110414,0,14.75,10.65,12.4571428571429,20.60000000000000,8.9
20110415,0,9.15,10.9333333333333,11.6214285714286,13.30000000000000,5
