date,7DayAverage,HighAverage,LowAverage
20141221,3.99285714285714,5.8,2.2
20141222,5.06428571428571,7.4,2.7
20141223,5.89285714285714,8.3,3.4
20141224,7.31428571428571,10.1,4.5
20141225,8.5,11.5,5.5
20141226,8.45714285714286,11.5,5.4
20141227,7.39285714285714,10.6,4.2
20141228,5.69285714285714,8.5,2.9
20141229,4.10714285714286,6.7,1.5
20141230,3.6,6,1.2
20141231,2.65,5,0.3
20150101,2.65,5.2,0.1
20150102,2.33571428571429,5.6,-0.9
20150103,1.50714285714286,4.6,-1.6
20150104,0.442857142857143,3.9,-3
20150105,-1.01428571428571,2.5,-4.5
20150106,-2,1.8,-5.8
20150107,-3.42142857142857,0.3,-7.1
20150108,-5,-1.2,-8.9
20150109,-4.92142857142857,-2,-7.8
20150110,-4.45,-0.9,-8
20150111,-3.82142857142857,-0.2,-7.4
20150112,-2.6,0.9,-6.1
20150113,-2.17142857142857,1.7,-6
20150114,-1.77857142857143,2.4,-5.9
20150115,-1.06428571428571,2.8,-4.9
20150116,-0.907142857142857,3,-4.8
20150117,-0.164285714285714,3.3,-3.7
20150118,0.35,3.7,-3
20150119,0.778571428571429,4,-2.5
20150120,0.942857142857143,3.7,-1.8
20150121,1.85,4.3,-0.6
20150122,1.85,4.3,-0.6
20150123,0.864285714285714,3.4,-1.7
20150124,0.00714285714285712,2.6,-2.6
20150125,-0.428571428571428,2.5,-3.3
20150126,-1.05714285714286,2.2,-4.3
20150127,-1.45714285714286,2.1,-5
20150128,-3,1.1,-6.6
20150129,-3,0.6,-7.5
20150130,-4,0.8,-8.1
20150131,-4,0.5,-8.6
20150201,-3,1.2,-8
20150202,-3,1.7,-8.4
20150203,-4,0.8,-9
20150204,-3,1.9,-8
20150205,-3,2,-7.3
20150206,-2,1.6,-6.4
20150207,-1,2.7,-5.4
20150208,-2,2,-5.5
20150209,-2,1.8,-5.4
20150210,-2,1.4,-5.7
20150211,-3,0.7,-6.4
20150212,-4,-0.2,-8.4
20150213,-5,-0.8,-10.1
20150214,-6,-1.9,-11.1
20150215,-7,-1.9,-11.3
20150216,-7,-2.9,-12
20150217,-8,-3.1,-12.4
20150218,-8,-3.1,-12.7
20150219,-6.07857142857143,-1.7,-10.5
20150220,-5.21428571428571,-0.4,-10.1
20150221,-5.72857142857143,-0.6,-10.9
20150222,-5.53571428571429,-0.3,-10.8
20150223,-4.82857142857143,0.1,-9.8
20150224,-3.75714285714286,1,-8.5
20150225,-3.87142857142857,0.8,-8.5
20150226,-5,-0.2,-9.1
20150227,-4,-0.1,-7.6
20150228,-3,0.9,-6.2
20150301,-1.72857142857143,1.5,-5
20150302,-1.49285714285714,2.2,-5.2
20150303,-1.85,1.9,-5.6
20150304,-1.3,2.6,-5.2
20150305,-0.0857142857142858,4,-4.2
20150306,1.01428571428571,5.2,-3.2
20150307,2.32142857142857,6.5,-1.9
20150308,3.23571428571429,7.6,-1.1
20150309,4.17857142857143,8.2,0.2
20150310,5.55714285714286,9.4,1.7
20150311,6.94285714285714,10.5,3.4
20150312,6.70714285714286,10.1,3.3
20150313,6.43571428571429,9.9,2.9
20150314,6.39285714285714,10.2,2.5
20150315,5.00714285714286,8.7,1.4
20150316,4.57857142857143,8.3,0.8
20150317,4.3,7.9,0.7
20150318,3.70714285714286,7.6,-0.2
20150319,3.35714285714286,7.5,-0.8
20150320,2.32857142857143,6.4,-1.8
20150321,2,5.5,-2.4
20150322,2.12857142857143,6.2,-2
20150323,3.4,7.8,-1
20150324,4.11428571428571,8.4,-0.2
20150325,3.72142857142857,7.8,-0.4
20150326,3.72142857142857,8.1,-0.6
20150327,4.86428571428571,9.4,0.4
20150328,5.29285714285714,9.5,1.1
20150329,5.3,9.7,0.9
20150330,5.45,10.1,0.8
20150331,6.95714285714286,11.5,2.4
20150401,8.38571428571428,13.1,3.7
20150402,9.65,14.3,5
20150403,10.25,15,5.5
20150404,11.1285714285714,16.2,6.1
20150405,11.0857142857143,15.7,6.5
20150406,9.97857142857143,13.8,6.1
20150407,8.86428571428572,13.2,4.6
20150408,8.82142857142857,12.9,4.7
20150409,9.05714285714286,13.3,4.8
20150410,9.57142857142857,13.7,5.4
20150411,10.2,14,6.4
20150412,11.8285714285714,16.1,7.6
20150413,13.2571428571429,17.8,8.7
20150414,14.4928571428571,19,10
20150415,16,20.8,11.2
20150416,16.1214285714286,20.6,11.6
20150417,15.5285714285714,19.8,11.3
20150418,15.4071428571429,19.8,11
20150419,15.1714285714286,19.5,10.8
20150420,14.2571428571429,18.6,9.9
20150421,12.8642857142857,17.1,8.7
20150422,11.3142857142857,15.6,7
20150423,11.2357142857143,15.6,6.8
20150424,11.55,16,7.1
20150425,11.7142857142857,16.5,6.9
20150426,12.15,17.2,7.1
20150427,13.0214285714286,18.4,7.6
20150428,13.85,19.3,8.4
20150429,14.7214285714286,20.2,9.2
20150430,15.5571428571429,21.5,9.6
20150501,16.7857142857143,23.3,10.2
20150502,17.9714285714286,24.4,11.5
20150503,18.1285714285714,24,12.2
20150504,18.9642857142857,25.1,12.9
20150505,20,26.6,13.4
20150506,20.2,26.3,14.1
20150507,20.7071428571429,26.5,14.9
20150508,21.1857142857143,26.4,15.9
20150509,21.15,26.5,15.8
20150510,20.7928571428571,26.3,15.3
20150511,20.2785714285714,25.7,14.8
20150512,19.9642857142857,25.2,14.8
20150513,20.1642857142857,25.6,14.8
20150514,20.2857142857143,25.6,15
20150515,19.5357142857143,24.8,14.2
20150516,19.1,24.4,13.8
20150517,19.0142857142857,24.1,13.9
20150518,18.6571428571429,23.3,14.1
20150519,18.6142857142857,23.2,14.1
20150520,18.0928571428571,22.8,13.4
20150521,17.6928571428571,22.6,12.8
20150522,18.2428571428571,23.4,13.1
20150523,18.8714285714286,24,13.7
20150524,20.2214285714286,25.5,15
20150525,21.8428571428571,27.3,16.4
20150526,22.6714285714286,28.1,17.2
20150527,23.9785714285714,29.3,18.6
20150528,24.2642857142857,29.8,18.7
20150529,22.6785714285714,27.7,17.7
20150530,20.7,25.1,16.3
20150531,19.3928571428571,23.9,14.9
20150601,17.9642857142857,22.3,13.6
20150602,16.9785714285714,21.1,12.9
20150603,16.35,20.4,12.3
20150604,15.75,19.3,12.2
20150605,17.0571428571429,21,13.1
20150606,18.8785714285714,23.2,14.5
20150607,19.8714285714286,24.2,15.6
20150608,21.5428571428571,26.1,17
20150609,22.9714285714286,27.5,18.4
20150610,23.8428571428571,28.3,19.4
20150611,24.8357142857143,29.4,20.2
20150612,25.0357142857143,29.8,20.3
20150613,24.7571428571429,29.4,20.1
20150614,24.8,29.4,20.2
20150615,23.7714285714286,28,19.5
20150616,23.5357142857143,27.9,19.1
20150617,22.7857142857143,27.1,18.5
20150618,22.9857142857143,27.1,18.9
20150619,23.3857142857143,27.4,19.4
20150620,24.2214285714286,28.3,20.2
20150621,24.3785714285714,28.4,20.3
20150622,24.8857142857143,29.4,20.4
20150623,24.6857142857143,28.9,20.5
20150624,24.2857142857143,28.6,20
20150625,23.3357142857143,27.4,19.3
20150626,22.6142857142857,26.5,18.7
20150627,22.0214285714286,25.9,18.2
20150628,21.9857142857143,25.7,18.3
20150629,22.0357142857143,25.5,18.6
20150630,21.9571428571429,25.6,18.3
20150701,22.5571428571429,25.9,19.2
20150702,23.1857142857143,26.7,19.7
20150703,23.8214285714286,27.2,20.4
20150704,24.3357142857143,27.7,21
20150705,24.8857142857143,28.2,21.6
20150706,24.8,28.1,21.5
20150707,25.1142857142857,28.2,22
20150708,25.6285714285714,29.3,22
20150709,26.0285714285714,29.8,22.3
20150710,26.2714285714286,30.2,22.4
20150711,25.9571428571429,29.7,22.2
20150712,25.4785714285714,29.1,21.8
20150713,25.3642857142857,29.2,21.5
20150714,25.0428571428571,29,21.1
20150715,25,28.7,21.3
20150716,25.4,29,21.8
20150717,25.9928571428571,29.5,22.5
20150718,26.3071428571429,30.1,22.5
20150719,26.35,30.4,22.3
20150720,26.7428571428571,30.9,22.6
20150721,27.1071428571429,31.3,22.9
20150722,27.15,31.6,22.7
20150723,26.8642857142857,31.3,22.4
20150724,26.1142857142857,30.7,21.5
20150725,26.3928571428571,31.2,21.6
20150726,27.1928571428571,32.1,22.3
20150727,27.55,32.2,22.9
20150728,27.7071428571429,32.3,23.1
20150729,27.9857142857143,32.4,23.6
20150730,27.8357142857143,32.3,23.3
20150731,28.15,32.6,23.7
20150801,27.6785714285714,32.2,23.2
20150802,27.0785714285714,31.5,22.7
20150803,26.5571428571429,31.1,22
20150804,26.2428571428571,30.7,21.8
20150805,25.6857142857143,30.2,21.2
20150806,25.4,29.8,21
20150807,24.9642857142857,29.4,20.6
