date,7DayAverage,HighAverage,LowAverage
20121214,6.1,8.6,3.6
20121215,6.02142857142857,8.2,3.8
20121216,6.3,8.6,4
20121217,6.3,8.6,4
20121218,6.57142857142857,9.3,3.9
20121219,6.13571428571429,8.5,3.7
20121220,5.66428571428571,8.2,3.2
20121221,5.27142857142857,7.9,2.6
20121222,4.32142857142857,6.9,1.8
20121223,3.57142857142857,6.3,0.9
20121224,3.05714285714286,5.6,0.5
20121225,2.07142857142857,4.1,0
20121226,1.67857142857143,3.8,-0.5
20121227,1.07857142857143,3.2,-1
20121228,0.8,3,-1.4
20121229,1,2.9,-1.9
20121230,0,2.5,-2.4
20121231,0,1.9,-2.8
20130101,0,1.9,-2.8
20130102,-0.0714285714285715,2.5,-2.7
20130103,0.642857142857143,3.5,-2.2
20130104,1.27857142857143,4.1,-1.5
20130105,1.95714285714286,4.7,-0.8
20130106,3.26428571428571,6,0.6
20130107,4.48571428571429,7.1,1.8
20130108,5.12142857142857,7.9,2.4
20130109,5.71428571428571,8.2,3.2
20130110,6.22857142857143,8.6,3.9
20130111,6.7,9.4,4
20130112,6.3,8.6,4
20130113,5.55,7.7,3.4
20130114,5.2,7.4,3
20130115,4.28571428571429,6.5,2.1
20130116,3.97142857142857,6.8,1.1
20130117,3.57857142857143,7.1,0.1
20130118,2.15714285714286,5.2,-0.9
20130119,0.842857142857143,4.3,-2.6
20130120,-0.671428571428571,2.9,-4.3
20130121,-2,1.3,-6.1
20130122,-3,0.4,-7.1
20130123,-5,-1.5,-8.3
20130124,-6,-3,-9.1
20130125,-6,-2.7,-8.9
20130126,-4.02142857142857,-1,-7.1
20130127,-1.35714285714286,2.1,-4.8
20130128,0.907142857142857,5.2,-3.4
20130129,1.62142857142857,5.8,-2.5
20130130,1.85714285714286,5.9,-2.2
20130131,1.9,5.6,-1.8
20130201,1.42857142857143,5.1,-2.3
20130202,0.442857142857143,3.8,-2.9
20130203,-1,2.2,-3.7
20130204,-2,-0.1,-4
20130205,-2,0.2,-3.8
20130206,-2,0.4,-3.6
20130207,-2,0.9,-4.1
20130208,-0.6,2.1,-3.3
20130209,0.192857142857143,3,-2.6
20130210,0.557142857142857,3.4,-2.3
20130211,1.39285714285714,4.5,-1.7
20130212,2.62857142857143,6.2,-0.9
20130213,3.37857142857143,6.9,-0.2
20130214,3.22142857142857,6.6,-0.2
20130215,2.15714285714286,5.8,-1.5
20130216,2.23571428571429,6.2,-1.7
20130217,1.67142857142857,5.7,-2.4
20130218,0.835714285714286,4.8,-3.1
20130219,-0.321428571428571,3.4,-4
20130220,-0.0785714285714285,3.5,-3.6
20130221,1.15,4.7,-2.4
20130222,2.13571428571429,5.5,-1.2
20130223,2.02142857142857,5.1,-1
20130224,2.81428571428571,5.8,-0.2
20130225,4.08571428571429,7.1,1
20130226,4.8,7.7,1.9
20130227,4.51428571428571,7.5,1.5
20130228,4.03571428571429,7,1.1
20130301,3.72142857142857,6.7,0.7
20130302,3.75,7.1,0.4
20130303,3.63571428571429,6.7,0.5
20130304,2.87857142857143,5.7,0.1
20130305,2.56428571428571,5.5,-0.3
20130306,3.32857142857143,6.7,0
20130307,4.00714285714286,7.5,0.5
20130308,4.99285714285714,8.4,1.6
20130309,5.79285714285714,9.1,2.5
20130310,6.18571428571429,9.8,2.5
20130311,6.14285714285714,10.1,2.2
20130312,6.3,10.5,2.1
20130313,5.62142857142857,9.4,1.9
20130314,4.86428571428571,8.4,1.3
20130315,3.64285714285714,6.9,0.4
20130316,2.69285714285714,5.8,-0.4
20130317,2.17857142857143,5.2,-0.9
20130318,2.17857142857143,5.1,-0.8
20130319,1.86428571428571,4.7,-0.9
20130320,2.06428571428571,5.1,-0.9
20130321,2.58571428571429,5.8,-0.6
20130322,3.09285714285714,6.2,0
20130323,3.65,7,0.3
20130324,4.12857142857143,7.6,0.6
20130325,4.85,8.5,1.2
20130326,5.87857142857143,9.6,2.1
20130327,6.70714285714286,10.6,2.8
20130328,7.42142857142857,11.2,3.6
20130329,8.34285714285714,13,3.7
20130330,7.78571428571428,12.2,3.4
20130331,7.39285714285714,11.6,3.2
20130401,7.31428571428571,11.8,2.9
20130402,7.71428571428571,12.5,3
20130403,7.24285714285714,11.9,2.6
20130404,7.12142857142857,12,2.2
20130405,8.11428571428571,12.9,3.4
20130406,10.3785714285714,16,4.8
20130407,12.3571428571429,18.2,6.5
20130408,13.1857142857143,18.7,7.6
20130409,12.5071428571429,17.4,7.6
20130410,12.9785714285714,17.9,8.1
20130411,13.3,18,8.6
20130412,12.4642857142857,16.9,8
20130413,11.5428571428571,15.4,7.7
20130414,11.4285714285714,15.2,7.7
20130415,11.55,15.1,8
20130416,13.0642857142857,17,9.1
20130417,13.2285714285714,17.2,9.3
20130418,12.7928571428571,17,8.6
20130419,12.5142857142857,16.7,8.3
20130420,11.8857142857143,15.9,7.9
20130421,11.3714285714286,15.7,7
20130422,11.45,16.3,6.6
20130423,11.0857142857143,16,6.2
20130424,11.7214285714286,16.8,6.6
20130425,12.8357142857143,18,7.7
20130426,13.35,18.1,8.6
20130427,14.3428571428571,19.3,9.4
20130428,14.4571428571429,19.3,9.6
20130429,14.8071428571429,19.8,9.8
20130430,14.7285714285714,19.7,9.8
20130501,14.65,19.5,9.8
20130502,14.25,19.1,9.4
20130503,14.4928571428571,20.1,8.9
20130504,14.7642857142857,20.6,9
20130505,14.8428571428571,20.1,9.6
20130506,14.8857142857143,19.8,10
20130507,15.8,20.8,10.8
20130508,16.35,20.9,11.8
20130509,16.7857142857143,21.3,12.2
20130510,16.3,20.5,12.1
20130511,15.3928571428571,19.4,11.4
20130512,15.5142857142857,19.9,11.1
20130513,16.2714285714286,20.8,11.8
20130514,15.95,20.2,11.7
20130515,15.55,19.8,11.3
20130516,15.2714285714286,19,11.6
20130517,16.6214285714286,20.6,12.6
20130518,18.6428571428571,22.6,14.7
20130519,19.2785714285714,23.3,15.2
20130520,19.4,23.4,15.4
20130521,18.6071428571429,22.9,14.4
20130522,17.7357142857143,22,13.5
20130523,17.7357142857143,22.5,12.9
20130524,17.2285714285714,22.1,12.4
20130525,16.0357142857143,20.6,11.4
20130526,16.15,21,11.3
20130527,16.8571428571429,21.7,12
20130528,19.0428571428571,23.7,14.4
20130529,21.5857142857143,26.6,16.6
20130530,23.2928571428571,28.3,18.3
20130531,24.0857142857143,28.7,19.4
20130601,24.4071428571429,29.3,19.5
20130602,24.0857142857143,28.6,19.5
20130603,22.7785714285714,27.1,18.5
20130604,21.0714285714286,24.9,17.2
20130605,19.9214285714286,23.9,16
20130606,19.3642857142857,23.3,15.5
20130607,18.8857142857143,22.6,15.2
20130608,19.3642857142857,23,15.7
20130609,19.7214285714286,23.2,16.3
20130610,19.5285714285714,23.1,16
20130611,19.65,23.8,15.5
20130612,19.9285714285714,24.1,15.8
20130613,20.0071428571429,24.1,16
20130614,20.8428571428571,25.2,16.5
20130615,21,25.5,16.5
20130616,20.8071428571429,25.6,16
20130617,21.5214285714286,26.4,16.6
20130618,22.3571428571429,27.2,17.5
20130619,22.6714285714286,27.6,17.8
20130620,23.1857142857143,28.2,18.2
20130621,23.6928571428571,28.8,18.6
20130622,24.3285714285714,29.4,19.3
20130623,25.2357142857143,30,20.5
20130624,25.9071428571429,30.5,21.3
20130625,26.3785714285714,30.7,22.1
20130626,26.5785714285714,30.6,22.5
20130627,26.6214285714286,30.5,22.8
20130628,25.95,29.3,22.6
20130629,25.55,28.6,22.5
20130630,25.4357142857143,28.4,22.5
20130701,25.5571428571429,28.5,22.6
20130702,25.8714285714286,28.9,22.9
20130703,26.5071428571429,29.6,23.4
20130704,26.9428571428571,30.1,23.8
20130705,27.4642857142857,31,23.9
20130706,27.7785714285714,31.5,24.1
20130707,27.9357142857143,31.7,24.2
20130708,27.85,31.4,24.3
20130709,27.0214285714286,30.4,23.7
20130710,26.1428571428571,29.5,22.8
20130711,25.9,29.4,22.4
20130712,26.2928571428571,29.7,22.8
20130713,26.65,30.2,23.1
20130714,27.2857142857143,31.2,23.4
20130715,28.0428571428571,32.3,23.8
20130716,29.3928571428571,33.8,25
20130717,30.4285714285714,34.8,26.1
20130718,30.4714285714286,34.7,26.3
20130719,30.0357142857143,34.1,26
20130720,29.6071428571429,33.5,25.7
20130721,28.6142857142857,32.4,24.8
20130722,26.75,30,23.5
20130723,25.5142857142857,29,22.1
20130724,24.6428571428571,28.1,21.2
20130725,23.9714285714286,27.2,20.7
20130726,23.6928571428571,27.1,20.2
20130727,23.2857142857143,26.8,19.8
20130728,23.2428571428571,26.8,19.7
20130729,23.6357142857143,27.4,19.8
20130730,23.7142857142857,27.4,20
20130731,23.4785714285714,27.1,19.8
20130801,23.4,27.3,19.5
20130802,22.85,26.7,19
20130803,22.7,26.7,18.7
20130804,22.7071428571429,26.4,19
20130805,23.0642857142857,26.8,19.3
20130806,23.4214285714286,27,19.8
20130807,23.6928571428571,27.4,20
20130808,23.6857142857143,27.5,19.9
20130809,24.1571428571429,27.8,20.5
20130810,24.1142857142857,27.4,20.9
20130811,23.5142857142857,26.9,20.1
20130812,22.9642857142857,26.7,19.3
20130813,22.4571428571429,26.4,18.5
20130814,22.2642857142857,26.5,18
20130815,22.1857142857143,26.1,18.3
20130816,21.9071428571429,25.9,17.9
20130817,22.3428571428571,26.7,17.9
20130818,23.4142857142857,28,18.8
20130819,23.8928571428571,28,19.8
20130820,24.1714285714286,28,20.3
20130821,24.05,27.7,20.4
20130822,24.1714285714286,28.3,20.1
20130823,24.45,28.7,20.2
20130824,24.5357142857143,28.6,20.5
20130825,24.3428571428571,28.3,20.4
20130826,24.4214285714286,28.4,20.4
20130827,24.4928571428571,28.7,20.3
20130828,25.05,29.1,21
20130829,25.5285714285714,29.2,21.8
20130830,25.6857142857143,29.1,22.3
20130831,25.3642857142857,28.7,22.1
20130901,24.9642857142857,28.3,21.6
20130902,24.6857142857143,28.3,21
20130903,23.6571428571429,27.3,20
20130904,22.8642857142857,26.8,18.9
20130905,22.3857142857143,26.8,18
20130906,21.3571428571429,26,16.7
20130907,21.5571428571429,26.4,16.7
20130908,22.5928571428571,27.6,17.6
20130909,23.1071428571429,28.1,18.1
20130910,23.3857142857143,28.5,18.3
20130911,22.6642857142857,27.5,17.9
20130912,21.7571428571429,26.7,16.8
20130913,21.7142857142857,26.7,16.7
20130914,20.1214285714286,24.9,15.3
20130915,18.1357142857143,23,13.3
20130916,17.1857142857143,22.3,12.1
20130917,17.3071428571429,22.5,12.2
20130918,17.9857142857143,23.3,12.7
20130919,17.9428571428571,22.9,12.9
20130920,17.4285714285714,22.4,12.5
20130921,17.6285714285714,23,12.2
20130922,17.7071428571429,23.1,12.3
20130923,17.5428571428571,22.6,12.5
20130924,17.0285714285714,21.8,12.3
20130925,16.6714285714286,21.5,11.9
20130926,16.9071428571429,21.7,12.1
20130927,17.5,22.4,12.6
20130928,18.3357142857143,23.1,13.6
20130929,19.2071428571429,23.9,14.5
20130930,19.6857142857143,24.5,14.9
20131001,20.7142857142857,25.8,15.6
20131002,21.15,26,16.3
20131003,21.3857142857143,25.9,16.9
20131004,21.5857142857143,25.9,17.2
20131005,20.7857142857143,24.7,16.8
20131006,19.5214285714286,23.1,16
20131007,18.6428571428571,22,15.2
20131008,17.6928571428571,20.6,14.8
20131009,17.3785714285714,20.3,14.5
20131010,16.8214285714286,19.9,13.7
20131011,16.1071428571429,19.1,13.1
20131012,16.2714285714286,19.5,13
20131013,16.5785714285714,19.9,13.3
20131014,17.1785714285714,20.5,13.8
20131015,16.9785714285714,20.5,13.4
20131016,16.3428571428571,19.9,12.8
20131017,16.0285714285714,19.8,12.3
20131018,15.95,19.8,12.1
20131019,15.6714285714286,19.4,12
20131020,14.7642857142857,18.4,11.1
20131021,13.2142857142857,16.9,9.5
20131022,12.0214285714286,15.7,8.3
20131023,11.2285714285714,15,7.5
20131024,10.8714285714286,14.6,7.1
20131025,10.3928571428571,14.2,6.6
20131026,9.67857142857143,13.3,6
20131027,9.95714285714286,13.7,6.2
20131028,10.9142857142857,14.7,7.1
20131029,12.3428571428571,16,8.7
20131030,13.4142857142857,17.1,9.8
20131031,12.9428571428571,16.8,9.1
20131101,12.0357142857143,15.6,8.4
20131102,11.8785714285714,15.6,8.2
20131103,11.9928571428571,15.6,8.3
20131104,11.5571428571429,15.5,7.6
20131105,10.0071428571429,13.9,6.1
20131106,8.61428571428571,12.5,4.8
20131107,9.12857142857143,12.9,5.3
20131108,9.72142857142857,13.5,5.9
20131109,9.20714285714286,13.3,5.2
20131110,7.55,11.5,3.6
20131111,6.63571428571429,10.6,2.7
20131112,7.07857142857143,11.1,3
20131113,7.75714285714286,11.9,3.6
20131114,8,11.8,4.2
20131115,8.79285714285714,12.8,4.8
20131116,8.95,12.7,5.2
20131117,9.26428571428571,13.1,5.4
20131118,9.34285714285714,13.1,5.6
20131119,9.62142857142857,13.1,6.1
20131120,8.82857142857143,12.6,5
20131121,6.53571428571428,10.3,2.8
20131122,4.24285714285714,7.9,0.6
20131123,3.96428571428571,7.6,0.4
20131124,4.8,9,0.6
20131125,3.93571428571429,7.6,0.2
20131126,2.35,6.2,-1.5
20131127,1.52142857142857,5,-2
20131128,2.77142857142857,6.5,-1
20131129,4.02857142857143,7.6,0.4
20131130,4.46428571428571,8.1,0.8
20131201,4.3,7.3,1.3
20131202,6,9.3,2.7
20131203,7.22857142857143,11.1,3.3
20131204,7.57857142857143,11.3,3.9
20131205,6.67857142857143,10,3.3
20131206,5.89285714285714,9.2,2.6
20131207,4.95,8,1.9
20131208,3.65,6.5,0.8
20131209,1.47857142857143,4.1,-1.1
20131210,-0.142857142857143,1.9,-2.2
20131211,-1,1.4,-3
20131212,-1,1.9,-2.9
20131213,-1,1.5,-3.4
20131214,-1,1.1,-3.9
20131215,-1,1.4,-4.2
20131216,0,2.7,-3.6
20131217,0.957142857142857,4.1,-2.2
20131218,3.33571428571429,6.6,0.1
20131219,5.79285714285714,9.1,2.5
20131220,7.69285714285714,11.5,3.9
20131221,8.17142857142857,12.3,4
20131222,7.77857142857143,11.8,3.7
20131223,7.34285714285714,11,3.7
20131224,6.42857142857143,9.9,2.9
20131225,5.43571428571429,9.1,1.7
20131226,3.72857142857143,7.3,0.1
20131227,2.22142857142857,5.8,-1.4
20131228,1.62142857142857,5,-1.8
20131229,1.9,5.2,-1.4
20131230,1.30714285714286,4.9,-2.3
20131231,-0.428571428571428,3.2,-4.1
20140101,-2.55714285714286,1.1,-6.3
20140102,-3,0.5,-7.4
20140103,-3,1.3,-7.7
20140104,-4,0.3,-9
20140105,-5,-0.6,-10.2
20140106,-5,-0.7,-9.9
20140107,-4,0.8,-8.2
20140108,-1.42142857142857,3.1,-6
20140109,-0.435714285714286,4.2,-5.1
20140110,0.114285714285714,3.9,-3.7
20140111,3,6.5,-0.5
20140112,5.17142857142857,8.5,1.9
20140113,6.12142857142857,9.3,3
20140114,6.51428571428571,9.8,3.2
20140115,5.52857142857143,8.5,2.6
20140116,4.35,7.2,1.5
20140117,3.91428571428571,6.8,1
20140118,1.77857142857143,5.2,-1.6
20140119,-0.742857142857143,2.8,-4.3
20140120,-2.75714285714286,1.1,-6.6
20140121,-5,-0.8,-8.4
20140122,-6,-1.8,-9.2
20140123,-6,-2.2,-9.7
20140124,-6,-2.3,-10.5
20140125,-7,-3.1,-10.4
20140126,-6,-2.6,-9.7
20140127,-5,-1.8,-9
20140128,-4,-0.3,-7.8
20140129,-2.75,1,-6.5
20140130,-1.01428571428571,2.7,-4.8
20140131,-0.821428571428572,2.7,-4.3
20140201,0.121428571428571,3.8,-3.5
20140202,1.14285714285714,4.6,-2.3
20140203,1.41428571428571,4.8,-1.9
20140204,1.1,4.2,-2
20140205,-0.114285714285714,2.9,-3.2
20140206,-2,1,-4.6
20140207,-3,-0.1,-5.1
20140208,-3,-0.8,-5.5
20140209,-4,-1.5,-6.8
20140210,-4,-1.2,-6.6
20140211,-3,-0.6,-6
20140212,-3,0,-5.5
20140213,-3,0,-5.5
20140214,-3,0.2,-5.8
20140215,-2,1.2,-5
20140216,-0.271428571428571,2.8,-3.3
20140217,0.835714285714286,4,-2.3
20140218,1.38571428571429,4.7,-1.9
20140219,2.56428571428571,6,-0.9
20140220,4.37142857142857,7.9,0.8
20140221,5.20714285714286,8.9,1.5
20140222,4.89285714285714,8.4,1.4
20140223,3.79285714285714,7.3,0.3
20140224,2.20714285714286,6,-1.5
20140225,0.164285714285714,4,-3.7
20140226,-1.29285714285714,2.7,-5.2
20140227,-2.28571428571429,1.5,-6.1
20140228,-3.15714285714286,0.6,-6.9
20140301,-3.75714285714286,0.3,-7.8
20140302,-3.2,0.9,-7.3
20140303,-3.23571428571429,0.7,-7.1
20140304,-2.05,1.7,-5.8
20140305,-0.664285714285714,3.3,-4.6
20140306,-0.342857142857143,3.6,-4.3
20140307,1.15714285714286,5.1,-2.8
20140308,3.88571428571429,8,-0.3
20140309,4.78571428571429,9.4,0.2
20140310,4.9,9.5,0.3
20140311,5.09285714285714,10.2,0
20140312,5.40714285714286,10.2,0.6
20140313,5.1,10.1,0.1
20140314,3.95714285714286,8.8,-0.9
20140315,2.37857142857143,7,-2.2
20140316,1.98571428571429,6.2,-2.2
20140317,3.72142857142857,7.9,-0.5
20140318,4.59285714285714,8.3,0.8
20140319,4.75,8.7,0.8
20140320,4.62857142857143,8.7,0.5
20140321,4.55,8.7,0.4
20140322,4.31428571428571,8.4,0.2
20140323,3.60714285714286,7.6,-0.4
20140324,2.50714285714286,6.8,-1.8
20140325,2.86428571428571,7.7,-2
20140326,2.78571428571429,7.4,-1.8
20140327,3.52857142857143,7.9,-0.9
20140328,4.94285714285714,9.6,0.3
20140329,6.28571428571429,11.3,1.3
20140330,7.70714285714286,12.7,2.7
20140331,9.56428571428571,14.5,4.6
20140401,9.07857142857143,13.3,4.8
20140402,8.75714285714286,12.9,4.6
20140403,9.11428571428572,13.9,4.4
20140404,9.27857142857143,13.6,4.9
20140405,9.71428571428571,14,5.5
20140406,10.1071428571429,14.5,5.7
20140407,9.59285714285714,13.8,5.4
20140408,11.3428571428571,16,6.7
20140409,12.5,17.5,7.5
20140410,13.85,18.8,8.9
20140411,15.3571428571429,20.6,10.2
20140412,14.8,20.5,9.1
20140413,13.7714285714286,19.5,8
20140414,13.1357142857143,18.7,7.5
20140415,11.2714285714286,16.7,5.9
20140416,10.7142857142857,16.3,5.2
20140417,9.68571428571429,14.9,4.5
20140418,8.65,14.3,3
20140419,9.68571428571429,14.9,4.5
20140420,10.6785714285714,15.9,5.5
20140421,11.4785714285714,17,6
20140422,12.3928571428571,18.1,6.7
20140423,12.55,18,7.1
20140424,12.5857142857143,17.9,7.2
20140425,12.7428571428571,17.9,7.6
20140426,11.6642857142857,16.4,6.9
20140427,11.1857142857143,15.7,6.7
20140428,12.1785714285714,17,7.4
20140429,12.9285714285714,17.5,8.3
20140430,13.4071428571429,17.9,9
20140501,13.9214285714286,18.3,9.5
20140502,14.2428571428571,18.6,9.9
20140503,15.3571428571429,20.1,10.6
20140504,16.3928571428571,21.4,11.3
20140505,15.7142857142857,19.9,11.5
20140506,15.4,19.4,11.4
20140507,15.9928571428571,20.3,11.7
20140508,16.9142857142857,21.7,12.2
20140509,18.0642857142857,22.9,13.3
20140510,18.1857142857143,23,13.4
20140511,18.3428571428571,23.2,13.5
20140512,19.0142857142857,24.1,13.9
20140513,19.3285714285714,24.5,14.1
20140514,18.6571428571429,23.5,13.8
20140515,17.7,22.3,13.1
20140516,16.5857142857143,21.3,11.9
20140517,16.7857142857143,21.7,11.9
20140518,17.3357142857143,21.9,12.8
20140519,17.2142857142857,21.6,12.9
20140520,17.2571428571429,21.8,12.7
20140521,17.4142857142857,21.8,13
20140522,18.0928571428571,22.9,13.3
20140523,19.3285714285714,24,14.7
20140524,20.0785714285714,24.6,15.6
20140525,19.3285714285714,23.8,14.8
20140526,18.9785714285714,23.7,14.2
20140527,19.1,24.1,14.1
20140528,19.2214285714286,24.3,14.1
20140529,19.1,24.1,14.1
20140530,18.5857142857143,23.6,13.6
20140531,18.6642857142857,23.7,13.7
20140601,19.7357142857143,25.1,14.4
20140602,20.5214285714286,25.9,15.2
20140603,20.7928571428571,26,15.6
20140604,21.2714285714286,26.7,15.9
20140605,22.0642857142857,27.4,16.7
20140606,21.9428571428571,26.8,17.1
20140607,21.5428571428571,26,17.1
20140608,20.9857142857143,25.1,16.9
20140609,20.8357142857143,24.8,16.8
20140610,21.1142857142857,25.1,17.1
20140611,20.7928571428571,24.4,17.1
20140612,20.2785714285714,24,16.6
20140613,20.5928571428571,24.6,16.6
20140614,21.3142857142857,25.6,17.1
20140615,22.6642857142857,27.1,18.3
20140616,23.1357142857143,27.4,18.9
20140617,23.1,27.4,18.8
20140618,23.3428571428571,27.7,19
20140619,23.5,27.6,19.4
20140620,23.5785714285714,27.6,19.5
20140621,23.1357142857143,27,19.3
20140622,22.7357142857143,26.7,18.8
20140623,23.1285714285714,27.3,19
20140624,23.4,27.6,19.2
20140625,23.9142857142857,28.3,19.5
20140626,24.2285714285714,28.6,19.8
20140627,24.5142857142857,28.9,20.2
20140628,24.9928571428571,29.5,20.5
20140629,25.3142857142857,30,20.6
20140630,25.3642857142857,30.2,20.6
20140701,24.9285714285714,29.5,20.4
20140702,24.5642857142857,29,20.2
20140703,24.5285714285714,29.1,20
20140704,24.8785714285714,29.5,20.2
20140705,24.9214285714286,29.7,20.2
20140706,24.7642857142857,29.4,20.1
20140707,24.7142857142857,29.1,20.3
20140708,25.4357142857143,30.1,20.8
20140709,25.9142857142857,30.4,21.4
20140710,26.1071428571429,30.3,21.9
20140711,25.8714285714286,29.8,21.9
20140712,25.7071428571429,29.4,22
20140713,25.3071428571429,28.9,21.7
20140714,25.0285714285714,28.7,21.3
20140715,24.55,28.3,20.8
20140716,24.0714285714286,27.6,20.5
20140717,23.7214285714286,27.4,20.1
20140718,23.5571428571429,27.4,19.7
20140719,23.5214285714286,27.4,19.6
20140720,23.9571428571429,28,19.9
20140721,24.0428571428571,27.9,20.2
20140722,24.1642857142857,28,20.3
20140723,24.4071428571429,28.4,20.4
20140724,24.8,28.8,20.8
20140725,24.7285714285714,28.6,20.9
20140726,24.05,27.8,20.3
20140727,23.3785714285714,27.1,19.6
20140728,23.3785714285714,27.3,19.5
20140729,23.6571428571429,27.5,19.9
20140730,23.1357142857143,26.9,19.4
20140731,22.5785714285714,26.2,19
20140801,22.7357142857143,26.3,19.1
20140802,23.5714285714286,27.5,19.7
20140803,23.9642857142857,27.7,20.2
20140804,23.9214285714286,27.8,20.1
20140805,23.6357142857143,27.7,19.6
20140806,24.2785714285714,28.7,19.8
20140807,24.8357142857143,29.7,20
20140808,25,29.9,20.1
20140809,24.5214285714286,29,20
20140810,24.4071428571429,29,19.8
20140811,24.05,28.5,19.6
20140812,23.5,27.7,19.3
20140813,23.0214285714286,27,19
20140814,22.7071428571429,26.5,18.9
20140815,22.1428571428571,26,18.2
20140816,22.0214285714286,26.4,17.7
20140817,22.1785714285714,26.5,17.8
20140818,22.4928571428571,27,18
20140819,22.8857142857143,27.5,18.3
20140820,23,27.4,18.6
20140821,22.8428571428571,27.2,18.5
20140822,23.1642857142857,27.8,18.6
20140823,23.6857142857143,28.3,19.1
20140824,23.9214285714286,28.7,19.1
20140825,23.9285714285714,28.7,19.2
20140826,23.8142857142857,28.7,18.9
20140827,23.8571428571429,29,18.7
20140828,24.6071428571429,29.8,19.4
20140829,25.0428571428571,29.8,20.3
20140830,25.4357142857143,30,20.9
20140831,25.3571428571429,29.7,21
20140901,25.6785714285714,30.1,21.3
20140902,26.3928571428571,30.6,22.1
20140903,26.9071428571429,31.5,22.3
20140904,26.2285714285714,30.8,21.7
20140905,25.3142857142857,29.8,20.9
20140906,24.0071428571429,28.3,19.7
20140907,23.4142857142857,27.8,19
20140908,23.25,27.5,19
20140909,22.5,26.8,18.2
20140910,21.2714285714286,25,17.5
20140911,20.4071428571429,24.2,16.6
20140912,19.8571428571429,23.9,15.8
20140913,19.5357142857143,23.7,15.4
20140914,18.9428571428571,23.1,14.8
20140915,18.1857142857143,22.6,13.8
20140916,17.3857142857143,21.6,13.2
20140917,17.5857142857143,22.1,13.1
20140918,18.2928571428571,22.4,14.2
20140919,18.2928571428571,22.4,14.2
20140920,18.1,22.5,13.7
20140921,18.1357142857143,22.3,14
20140922,17.6642857142857,21.4,14
20140923,18.2571428571429,22.2,14.3
20140924,18.6928571428571,22.9,14.5
20140925,18.9357142857143,23.6,14.3
20140926,19.7214285714286,24.2,15.2
20140927,20.1214285714286,24.2,16
20140928,20,23.7,16.3
20140929,20.3928571428571,24.2,16.6
20140930,20.0785714285714,23.7,16.4
20141001,19.2071428571429,22.6,15.8
20141002,17.5785714285714,20.8,14.4
20141003,16.5142857142857,20,13
20141004,16.55,20,13.1
20141005,16.9142857142857,20.7,13.2
20141006,16.6,20.5,12.7
20141007,16.1642857142857,19.9,12.4
20141008,15.7285714285714,19.2,12.2
20141009,15.8857142857143,19.4,12.4
20141010,15.8,19.1,12.5
20141011,15.9928571428571,19.4,12.5
20141012,16.4285714285714,19.8,13.1
20141013,16.7857142857143,20,13.6
20141014,17.3428571428571,20.6,14.1
20141015,17.9714285714286,21.3,14.6
20141016,17.5357142857143,20.8,14.3
20141017,16.95,20.4,13.5
20141018,16.2785714285714,19.7,12.9
20141019,14.7642857142857,18.2,11.4
20141020,13.6142857142857,16.7,10.5
20141021,12.9785714285714,16.1,9.9
20141022,12.6214285714286,15.9,9.4
20141023,13.2571428571429,16.4,10.1
20141024,13.6071428571429,16.6,10.6
20141025,13.7285714285714,17,10.4
20141026,14.3285714285714,18.2,10.5
20141027,14.4428571428571,18.6,10.3
20141028,13.8857142857143,18,9.8
20141029,12.7785714285714,16.4,9.1
20141030,11.7071428571429,15.2,8.2
20141031,11.2714285714286,15.1,7.5
20141101,11.1142857142857,14.8,7.5
20141102,10.9928571428571,14.1,7.9
20141103,10.9571428571429,14,7.9
20141104,10.6785714285714,13.8,7.5
20141105,10.4785714285714,13.9,7.1
20141106,11.0357142857143,14.6,7.5
20141107,11.2357142857143,14.6,7.9
20141108,10.9142857142857,14.3,7.5
20141109,10.5928571428571,14.4,6.8
20141110,9.75714285714286,13.7,5.9
20141111,9.12857142857143,12.8,5.5
20141112,8.77857142857143,12.3,5.2
20141113,7.86428571428571,11.4,4.4
20141114,7.34285714285714,10.6,4
20141115,5.60714285714286,9.1,2.1
20141116,3.47142857142857,6.8,0.1
20141117,3.15714285714286,6.6,-0.3
20141118,2.68571428571429,6.2,-0.8
20141119,2.57142857142857,6.3,-1.2
20141120,3.36428571428571,7.3,-0.6
20141121,4.56428571428571,8.7,0.5
20141122,6.54285714285714,10.5,2.6
20141123,7.61428571428571,11.7,3.5
20141124,7.45,11.1,3.8
20141125,7.48571428571429,11.1,3.8
20141126,7.47857142857143,11.2,3.8
20141127,7.47857142857143,11,3.9
20141128,6.87857142857143,10.7,3
20141129,5.25,8.7,1.8
20141130,5.32857142857143,8.3,2.3
20141201,5.72857142857143,8.9,2.6
20141202,6.2,9.4,3
20141203,6.87142857142857,9.8,3.9
20141204,5.77142857142857,8.8,2.7
20141205,3.95714285714286,6.6,1.3
20141206,3.95714285714286,6.5,1.4
20141207,3.35714285714286,6,0.7
20141208,2.84285714285714,5.5,0.2
20141209,2.52142857142857,5,0
20141210,2.08571428571429,4.5,-0.4
20141211,2.55,4.8,0.3
20141212,3.49285714285714,5.7,1.3
20141213,3.84285714285714,6.3,1.4
20141214,4.8,7.4,2.2
20141215,5.2,7.7,2.7
20141216,5.16428571428571,7.7,2.6
20141217,4.57857142857143,6.8,2.3
20141218,3.90714285714286,6,1.8
20141219,3.67142857142857,5.7,1.6
20141220,3.75714285714286,5.5,2
