DATE,TMAX,TMIN,Ice Fog,Hail,Fog,MIst,Rain,Smoke,Snow,BadWeather,Average,3DayAverage,7DayAverage,3HighAve,3LowAve,Cold,Rain,FogMist
20121001,211,111,0,0,0,0,0,0,0,0,16.1,17.05,18.0642857142857,205.666666666667,135.333333333333,0,0,0
20121002,206,167,1,0,0,1,1,0,0,3,18.65,18.25,18.4571428571429,215,150,1,1,1
20121003,228,172,1,0,0,1,0,1,0,3,20,19.9166666666667,18.8142857142857,222.333333333333,176,1,0,2
20121004,233,189,0,0,0,1,1,1,0,3,21.1,20.65,17.9,239,174,0,1,2
20121005,256,161,1,0,0,1,0,0,0,2,20.85,20.1833333333333,16.9928571428571,246.333333333333,157.333333333333,1,0,1
20121006,250,122,0,0,0,0,0,0,0,0,18.6,16.4833333333333,16.0714285714286,209.333333333333,120.333333333333,0,0,0
20121007,122,78,1,0,0,1,1,0,0,3,10,12.7833333333333,15.4,166.666666666667,89,1,1,1
20121008,128,67,0,0,0,0,0,0,0,0,9.75,10.65,14.05,131.333333333333,81.6666666666667,0,0,0
20121009,144,100,1,0,0,1,1,0,0,3,12.2,12.4166666666667,12.4214285714286,153.666666666667,94.6666666666667,1,1,1
20121010,189,117,1,0,0,1,1,0,0,3,15.3,13.05,10.8357142857143,161,100,1,1,1
20121011,150,83,0,0,0,0,0,0,0,0,11.65,12.1333333333333,11.75,157.333333333333,85.3333333333333,0,0,0
20121012,133,56,0,0,0,0,0,0,0,0,9.45,9.53333333333333,12.9785714285714,133.333333333333,57.3333333333333,0,0,0
20121013,117,33,0,0,0,0,0,0,0,0,7.5,11.1166666666667,12.9428571428571,153.666666666667,68.6666666666667,0,0,0
20121014,211,117,0,0,0,0,0,0,0,0,16.4,14.0833333333333,12.3857142857143,181.666666666667,100,0,0,0
20121015,217,150,1,0,0,1,1,0,0,3,18.35,15.5666666666667,12.7428571428571,192.666666666667,118.666666666667,1,1,1
20121016,150,89,0,0,0,0,0,0,0,0,11.95,13.9,13.8928571428571,176,102,0,0,0
20121017,161,67,0,0,0,0,0,0,0,0,11.4,12.5,15.1642857142857,164.666666666667,85.3333333333333,0,0,0
20121018,183,100,1,0,0,0,1,0,0,2,14.15,14.35,14.8,177.666666666667,109.333333333333,1,1,0
20121019,189,161,1,0,0,1,1,0,0,3,17.5,16.0166666666667,14.2,192.666666666667,127.666666666667,1,1,1
20121020,206,122,1,0,0,1,0,0,0,2,16.4,15.9166666666667,14.6714285714286,192.666666666667,125.666666666667,1,0,1
20121021,183,94,0,0,0,0,0,0,0,0,13.85,14.8,15.0642857142857,192.666666666667,103.333333333333,0,0,0
20121022,189,94,0,0,0,0,0,0,0,0,14.15,14.4166666666667,15.15,185,103.333333333333,0,0,0
20121023,183,122,1,0,0,1,1,0,0,3,15.25,14.5166666666667,14.95,174,116.333333333333,1,1,1
20121024,150,133,0,0,0,1,1,0,0,2,14.15,14.7166666666667,14.9857142857143,166.666666666667,127.666666666667,0,1,1
20121025,167,128,0,0,0,0,0,0,0,0,14.75,15,14.9928571428571,166.666666666667,133.333333333333,0,0,0
20121026,183,139,0,0,0,0,0,0,0,0,16.1,15.8333333333333,14.9571428571429,177.666666666667,139,0,0,0
20121027,183,150,0,0,0,0,0,1,0,1,16.65,15.55,14.2428571428571,172,139,0,0,1
20121028,150,128,0,0,0,0,0,0,0,0,13.9,14.8166666666667,13.4142857142857,166.666666666667,129.666666666667,0,0,0
20121029,167,111,0,0,0,1,1,0,0,2,13.9,12.6833333333333,12.5,146.333333333333,107.333333333333,0,1,1
20121030,122,83,0,0,0,1,1,0,0,2,10.25,10.8333333333333,11.4357142857143,129.666666666667,87,0,1,1
20121031,100,67,0,0,0,0,1,0,0,1,8.35,8.98333333333333,10.1285714285714,109.333333333333,70.3333333333333,0,1,0
20121101,106,61,0,0,0,0,0,0,0,0,8.35,8.45,9.17857142857143,107.666666666667,61.3333333333333,0,0,0
20121102,117,56,0,0,0,0,0,0,0,0,8.65,8.16666666666667,7.82857142857143,109.666666666667,53.6666666666667,0,0,0
20121103,106,44,0,0,0,0,0,0,0,0,7.5,7.8,6.72142857142857,109.666666666667,46.3333333333333,0,0,0
20121104,106,39,0,0,0,0,0,0,0,0,7.25,6.4,5.84285714285714,94.6666666666667,33.3333333333333,0,0,0
20121105,72,17,0,0,0,0,0,0,0,0,4.45,4.73333333333333,5.28571428571429,78,17,0,0,0
20121106,56,-6,0,0,0,0,0,0,0,0,3,3.05,5.04285714285714,59.3333333333333,1.66666666666667,0,0,0
20121107,50,-6,1,0,1,0,1,0,1,4,2,3.05,5.28571428571429,65,-4,2,1,1
20121108,89,0,0,0,0,1,0,1,1,4,4.45,4.53333333333333,6.23571428571429,85.3333333333333,5,1,0,2
20121109,117,22,0,0,0,0,0,0,0,0,6.95,6.86666666666667,7.58571428571429,111.333333333333,26,0,0,0
20121110,128,56,0,0,0,0,0,1,0,1,9.2,10.0166666666667,8.73571428571428,141,59.3333333333333,0,0,1
20121111,178,100,0,0,0,1,0,1,0,2,13.9,12.3333333333333,9.21428571428571,165,81.6666666666667,0,0,2
20121112,189,89,1,0,1,1,0,1,0,4,13.9,12.7833333333333,9.21428571428571,178,77.6666666666667,1,0,3
20121113,167,44,1,0,0,1,1,0,0,3,10.55,10,9.01428571428571,146.333333333333,53.6666666666667,1,1,1
20121114,83,28,0,0,0,0,0,0,0,0,5.55,6.85,8.73571428571429,107.333333333333,29.6666666666667,0,0,0
20121115,72,17,0,0,0,0,0,0,0,0,4.45,5.18333333333333,7.65714285714286,77.6666666666667,26,0,0,0
20121116,78,33,0,0,0,0,0,0,0,0,5.55,5.75,6.46428571428571,85.3333333333333,29.6666666666667,0,0,0
20121117,106,39,0,0,0,0,0,0,0,0,7.25,6.38333333333333,6.02857142857143,92.6666666666667,35,0,0,0
20121118,94,33,0,0,0,0,0,0,0,0,6.35,6.38333333333333,6.38571428571429,94.3333333333333,33.3333333333333,0,0,0
20121119,83,28,0,0,0,0,0,0,0,0,5.55,6.46666666666667,6.97857142857143,94.3333333333333,35,0,0,0
20121120,106,44,0,0,0,0,0,0,0,0,7.5,7.03333333333333,7.57142857142857,102,38.6666666666667,0,0,0
20121121,117,44,0,0,0,0,0,0,0,0,8.05,8.05,7.37142857142857,115,46,0,0,0
20121122,122,50,0,0,0,0,0,0,0,0,8.6,8.78333333333333,6.82142857142857,124,51.6666666666667,0,0,0
20121123,133,61,0,0,0,0,1,0,0,1,9.7,8.05,6.82142857142857,118.333333333333,42.6666666666667,0,1,0
20121124,100,17,0,0,0,0,0,0,0,0,5.85,6.01666666666667,6.22857142857143,92.3333333333333,28,0,0,0
20121125,44,6,0,0,0,0,0,0,0,0,2.5,4.63333333333333,5.51428571428571,77.6666666666667,15,0,0,0
20121126,89,22,0,0,0,0,0,0,0,0,5.55,3.8,4.8,63,13,0,0,0
20121127,56,11,1,0,0,1,1,0,1,5,3.35,3.98333333333333,4.20714285714286,65,14.6666666666667,2,1,1
20121128,50,11,0,0,0,0,0,0,0,0,3.05,3.33333333333333,3.88571428571429,55.6666666666667,11,0,0,0
20121129,61,11,0,0,0,0,0,0,0,0,3.6,4.06666666666667,4.67857142857143,63,18.3333333333333,0,0,0
20121130,78,33,0,0,0,0,0,0,0,0,5.55,4.25,5.67142857142857,63,22,0,0,0
20121201,50,22,1,0,0,1,0,0,0,2,3.6,5.73333333333333,6.97857142857143,79.6666666666667,35,1,0,1
20121202,111,50,1,0,0,1,1,1,0,4,8.05,8.05,7.69285714285714,105.666666666667,55.3333333333333,1,1,2
20121203,156,94,0,0,0,1,0,1,0,2,12.5,11.0166666666667,7.37142857142857,144.666666666667,75.6666666666667,0,0,2
20121204,167,83,0,0,0,1,1,1,0,3,12.5,11.0166666666667,7.25714285714286,155.666666666667,64.6666666666667,0,1,2
20121205,144,17,0,0,0,0,1,0,0,1,8.05,7.3,7.93571428571429,118.333333333333,28,0,1,0
20121206,44,-17,0,0,0,0,0,0,0,0,1,4.71666666666667,7.9,88.6666666666667,6,0,0,0
20121207,78,17,0,0,0,1,1,0,0,2,4.75,4.81666666666667,7.66428571428571,74,22,0,1,1
20121208,100,67,1,0,0,1,1,0,0,3,8.35,6.96666666666667,7.26428571428571,92.6666666666667,46.6666666666667,1,1,1
20121209,100,56,1,0,0,1,1,0,0,3,7.8,9,6.70714285714286,116.666666666667,63.3333333333333,1,1,1
20121210,150,67,1,0,0,1,1,0,0,3,10.85,9.45,7.22857142857143,131.333333333333,57.6666666666667,1,1,1
20121211,144,50,1,0,0,0,1,0,0,2,9.7,8.23333333333333,7.38571428571429,118.333333333333,46.3333333333333,1,1,0
20121212,61,22,0,0,0,0,0,1,0,1,4.15,6.28333333333333,7.02142857142857,94.3333333333333,31.3333333333333,0,0,1
20121213,78,22,0,0,0,0,0,0,0,0,5,5,6.9,76,24,0,0,0
20121214,89,28,0,0,0,0,0,0,0,0,5.85,5.55,6.1,83.3333333333333,27.6666666666667,0,0,0
20121215,83,33,0,0,0,0,0,0,0,0,5.8,6.2,6.02142857142857,85,39,0,0,0
20121216,83,56,1,0,0,1,1,0,0,3,6.95,6,6.3,75.6666666666667,44.3333333333333,1,1,1
20121217,61,44,1,0,0,1,1,0,0,3,5.25,7.11666666666667,6.3,88.6666666666667,53.6666666666667,1,1,1
20121218,122,61,1,0,0,1,1,0,0,3,9.15,6.83333333333333,6.57142857142857,88.6666666666667,48,1,1,1
20121219,83,39,0,0,0,0,0,0,0,0,6.1,6.75,6.13571428571429,96,39,0,0,0
20121220,83,17,1,0,0,1,1,0,0,3,5,6.28333333333333,5.66428571428571,99.6666666666667,26,1,1,1
20121221,133,22,1,0,0,1,1,0,0,3,7.75,5.16666666666667,5.27142857142857,83,20.3333333333333,1,1,1
20121222,33,22,0,0,0,0,0,0,1,1,2.75,4.71666666666667,4.32142857142857,74,20.3333333333333,1,0,0
20121223,56,17,0,0,0,0,0,0,0,0,3.65,2.96666666666667,3.57142857142857,44.3333333333333,15,0,0,0
20121224,44,6,1,0,0,1,0,0,1,4,2.5,2.88333333333333,3.05714285714286,50,7.66666666666667,2,0,1
20121225,50,0,1,0,0,1,1,0,0,4,2.5,1.95,2.07142857142857,44.3333333333333,-5,1,1,1
20121226,39,-22,1,0,0,0,1,0,1,4,1,1.58333333333333,1.67857142857143,42.6666666666667,-11,2,1,0
20121227,39,-11,1,0,0,1,1,0,0,4,1,1,1.07857142857143,35.3333333333333,-15,1,1,1
20121228,28,-11,0,0,0,0,0,0,0,0,1,1,0.8,26,-11,0,0,0
20121229,11,-11,1,0,1,0,1,0,1,4,0,0,1,16.6666666666667,-15,2,1,1
20121230,11,-22,0,0,0,0,0,0,0,0,-1,0,0,18.3333333333333,-18,0,0,0
20121231,33,-22,0,0,0,0,0,0,0,0,1,0,0,29.3333333333333,-26,0,0,0
20130101,44,-33,0,0,0,0,0,0,0,0,1,0,0,27.6666666666667,-37,0,0,0
20130102,6,-56,0,0,0,0,0,1,0,1,-3,-1,-0.0714285714285715,16.6666666666667,-44,0,0,1
20130103,0,-44,0,0,0,0,0,0,0,0,-2,-1,0.642857142857143,11.3333333333333,-37,0,0,0
20130104,28,-11,0,0,0,0,0,0,0,0,1,0.483333333333333,1.27857142857143,28,-18,0,0,0
20130105,56,0,0,0,0,0,0,0,0,0,2.8,2.7,1.95714285714286,54,0,0,0,0
20130106,78,11,0,0,0,1,0,1,1,3,4.45,4.08333333333333,3.26428571428571,68.6666666666667,13,1,0,2
20130107,72,28,0,0,0,0,0,0,0,0,5,4.91666666666667,4.48571428571429,79.6666666666667,18.6666666666667,0,0,0
20130108,89,17,0,0,0,0,0,0,0,0,5.3,5.65,5.12142857142857,85,28,0,0,0
20130109,94,39,0,0,0,0,0,1,0,1,6.65,6.1,5.71428571428571,88.6666666666667,33.3333333333333,0,0,1
20130110,83,44,0,0,0,0,0,0,0,0,6.35,6.1,6.22857142857143,85,37,0,0,0
20130111,78,28,0,0,0,1,1,0,0,2,5.3,6.2,6.7,81.3333333333333,42.6666666666667,0,1,1
20130112,83,56,1,0,0,1,1,0,0,3,6.95,6.76666666666667,6.3,87,48.3333333333333,1,1,1
20130113,100,61,1,0,0,1,0,1,0,3,8.05,7.76666666666667,5.55,105.333333333333,50,1,0,2
20130114,133,33,1,0,0,1,1,1,0,4,8.3,6.28333333333333,5.2,88.6666666666667,37,1,1,2
20130115,33,17,1,0,0,1,1,0,0,4,2.5,4.06666666666667,4.28571428571429,64.6666666666667,16.6666666666667,1,1,1
20130116,28,0,0,0,0,1,1,0,0,3,1.4,2.6,3.97142857142857,40.6666666666667,11.3333333333333,0,1,1
20130117,61,17,0,0,0,0,0,0,0,0,3.9,1.4,3.57857142857143,35.3333333333333,-7,0,0,0
20130118,17,-39,0,0,0,0,0,0,0,0,-1,2.51666666666667,2.15714285714286,61.3333333333333,-11,0,0,0
20130119,106,-11,0,0,0,0,0,0,0,0,5,3,0.842857142857143,80,-20,0,0,0
20130120,117,-11,0,0,0,0,0,0,0,0,5,3,-0.671428571428571,74.3333333333333,-18,0,0,0
20130121,0,-33,0,0,0,0,0,0,0,0,-2,-1,-2,30,-50,0,0,0
20130122,-28,-106,0,0,0,0,0,1,1,2,-7,-6,-3,-31.6666666666667,-85,1,0,1
20130123,-67,-117,0,0,0,0,0,0,0,0,-9,-8,-5,-50,-111,0,0,0
20130124,-56,-111,0,0,0,0,0,0,0,0,-8,-8,-6,-56,-111,0,0,0
20130125,-44,-106,0,0,0,1,0,0,1,2,-8,-7,-6,-43,-104,1,0,1
20130126,-28,-94,0,0,0,0,0,0,0,0,-6,-6,-4.02142857142857,-20,-91,0,0,0
20130127,11,-72,0,0,0,0,0,0,0,0,-3,-3,-1.35714285714286,2,-61,0,0,0
20130128,22,-17,0,0,0,0,1,1,1,4,0,1,0.907142857142857,42.3333333333333,-22,1,1,1
20130129,94,22,0,0,0,1,1,1,0,3,5.8,5.16666666666667,1.62142857142857,88.6666666666667,15,0,1,2
20130130,150,39,1,0,1,0,1,1,0,4,9.45,7.58333333333333,1.85714285714286,135,17,1,1,2
20130131,161,-11,1,0,0,1,1,0,0,3,8,4.81666666666667,1.9,102,-5.33333333333333,1,1,1
20130201,-6,-44,0,0,0,0,0,0,0,0,-3,0,1.42857142857143,46,-42,0,0,0
20130202,-17,-72,0,0,0,1,0,1,1,3,-4,-3,0.442857142857143,-11,-53,1,0,2
20130203,-11,-44,0,0,0,1,0,1,1,3,-3,-3,-1,-13,-55,1,0,2
20130204,-11,-50,0,0,0,0,0,0,0,0,-3,-2,-2,-7,-39,0,0,0
20130205,0,-22,0,0,0,1,0,1,1,3,-1,-1,-2,9,-30,1,0,2
20130206,39,-17,0,0,0,1,0,1,0,2,1,-1,-2,13,-24,0,0,2
20130207,0,-33,0,0,0,0,0,0,0,0,-2,0,-2,16.6666666666667,-26,0,0,0
20130208,11,-28,1,0,1,0,1,0,1,4,-1,-2,-0.6,3.66666666666667,-41,2,1,1
20130209,0,-61,0,0,1,0,0,1,1,4,-3,-2,0.192857142857143,11,-56,1,0,2
20130210,22,-78,0,0,0,0,0,0,0,0,-3,-0.566666666666666,0.557142857142857,31.3333333333333,-43,0,0,0
20130211,72,11,1,0,0,1,1,0,0,3,4.15,1.93333333333333,1.39285714285714,53.6666666666667,-15,1,1,1
20130212,67,22,0,0,0,0,0,0,0,0,4.45,4.08333333333333,2.62857142857143,68.6666666666667,13,0,0,0
20130213,67,6,1,0,0,1,0,0,1,3,3.65,4.1,3.37857142857143,70.6666666666667,11.3333333333333,2,0,1
20130214,78,6,1,0,0,0,0,0,1,2,4.2,5.21666666666667,3.22142857142857,91,13.3333333333333,2,0,0
20130215,128,28,0,0,0,0,0,1,0,1,7.8,4.73333333333333,2.15714285714286,85.3333333333333,9,0,0,1
20130216,50,-6,1,0,0,0,1,0,1,4,2,2.03333333333333,2.23571428571429,59.3333333333333,-18.6666666666667,2,1,0
20130217,0,-78,0,0,0,0,0,0,0,0,-4,-2,1.67142857142857,22.3333333333333,-56,0,0,0
20130218,17,-83,0,0,0,0,0,0,0,0,-3,-0.733333333333333,0.835714285714286,37,-52,0,0,0
20130219,94,6,1,0,0,1,1,0,0,3,5,0.466666666666667,-0.321428571428571,48,-39,1,1,1
20130220,33,-39,0,0,0,0,0,0,0,0,0,1.01666666666667,-0.0785714285714285,46,-25.6666666666667,0,0,0
20130221,11,-44,0,0,0,0,0,0,0,0,-2,-1,1.15,25.6666666666667,-41,0,0,0
20130222,33,-39,0,0,0,0,0,0,0,0,0,0.65,2.13571428571429,33.3333333333333,-20,0,0,0
20130223,56,22,1,0,0,1,1,0,0,4,3.9,2.76666666666667,2.02142857142857,57.3333333333333,-2,1,1,1
20130224,83,11,1,0,0,1,0,0,0,4,4.7,4.06666666666667,2.81428571428571,70.3333333333333,11,1,0,1
20130225,72,0,0,0,0,0,0,0,0,0,3.6,4.16666666666667,4.08571428571429,74,9.33333333333333,0,0,0
20130226,67,17,0,0,0,1,1,1,0,3,4.2,4.35,4.8,74,13,0,1,2
20130227,83,22,1,0,0,1,1,0,0,3,5.25,5.56666666666667,4.51428571428571,85.3333333333333,26,1,1,1
20130228,106,39,0,0,0,0,1,0,0,1,7.25,5.73333333333333,4.03571428571429,87,27.6666666666667,0,1,0
20130301,72,22,0,0,0,0,0,0,0,0,4.7,4.61666666666667,3.72142857142857,74,18,0,0,0
20130302,44,-6,0,0,0,0,0,1,1,2,2,2.65,3.75,53.3333333333333,-0.333333333333333,1,0,1
20130303,44,-17,0,0,0,0,0,1,1,2,1,2,3.63571428571429,48,-17,1,0,1
20130304,56,-28,0,0,0,0,0,1,0,1,1,2,2.87857142857143,64.6666666666667,-17,0,0,1
20130305,94,-6,0,0,0,0,0,0,0,0,4,3.41666666666667,2.56428571428571,68.6666666666667,0,0,0,0
20130306,56,33,0,0,0,0,0,0,0,0,4.45,3.6,3.32857142857143,61,11,0,0,0
20130307,33,6,0,0,0,1,0,0,1,3,1.95,2.96666666666667,4.00714285714286,48.3333333333333,11,1,0,1
20130308,56,-6,1,0,1,0,0,0,1,4,3,3.9,4.99285714285714,72.3333333333333,6,2,0,1
20130309,128,17,0,0,0,0,0,0,0,0,7.25,5.28333333333333,5.79285714285714,94.6666666666667,11,0,0,0
20130310,100,22,0,0,0,0,0,0,0,0,6.1,7.21666666666667,6.18571428571429,116.666666666667,27.6666666666667,0,0,0
20130311,122,44,0,0,0,0,0,1,0,1,8.3,8.13333333333333,6.14285714285714,120.333333333333,42.3333333333333,0,0,1
20130312,139,61,1,0,0,1,1,0,0,3,10,8.5,6.3,124,46,1,1,1
20130313,111,33,0,0,0,0,0,0,0,0,7.2,6.28333333333333,5.62142857142857,100,26,0,0,0
20130314,50,-17,0,0,0,0,0,0,0,0,2,4.15,4.86428571428571,81.3333333333333,1.66666666666667,0,0,0
20130315,83,-11,0,0,0,0,0,0,0,0,4,2.58333333333333,3.64285714285714,61,-9,0,0,0
20130316,50,0,1,0,1,1,0,0,1,4,2.5,2.3,2.69285714285714,55.3333333333333,-9,2,0,2
20130317,33,-17,0,0,0,0,0,0,0,0,1,1.01666666666667,2.17857142857143,33.3333333333333,-13,0,0,0
20130318,17,-22,0,0,1,0,1,1,1,4,0,1.3,2.17857142857143,37,-11,1,1,2
20130319,61,6,1,0,0,1,1,0,0,4,3.35,2.23333333333333,1.86428571428571,50,-5,1,1,1
20130320,72,0,0,0,0,0,0,0,1,1,3.6,2.86666666666667,2.06428571428571,59,-2,1,0,0
20130321,44,-11,0,0,0,0,0,0,1,1,2,2.21666666666667,2.58571428571429,55.3333333333333,-11,1,0,0
20130322,50,-22,0,0,0,0,0,0,0,0,1,2.31666666666667,3.09285714285714,57.3333333333333,-11,0,0,0
20130323,78,0,0,0,0,0,0,0,0,0,3.9,3.25,3.65,70.3333333333333,-5,0,0,0
20130324,83,6,0,0,0,0,0,0,0,0,4.45,3.88333333333333,4.12857142857143,68.3333333333333,9.33333333333333,0,0,0
20130325,44,22,0,0,0,1,1,0,1,4,3.3,5,4.85,81.3333333333333,18.6666666666667,1,1,1
20130326,117,28,0,0,0,0,0,0,0,0,7.25,5.83333333333333,5.87857142857143,92.6666666666667,24,0,0,0
20130327,117,22,0,0,0,0,0,0,0,0,6.95,6.96666666666667,6.70714285714286,113.333333333333,26,0,0,0
20130328,106,28,0,0,0,0,1,0,0,1,6.7,7.41666666666667,7.42142857142857,117,31.3333333333333,0,1,0
20130329,128,44,0,0,0,0,0,0,0,0,8.6,8.33333333333333,8.34285714285714,128,38.6666666666667,0,0,0
20130330,150,44,0,0,0,0,0,0,0,0,9.7,9.25,7.78571428571428,133.333333333333,51.6666666666667,0,0,0
20130331,122,67,1,0,0,1,1,0,0,3,9.45,9.63333333333333,7.39285714285714,146.333333333333,46.3333333333333,1,1,1
20130401,167,28,0,0,0,0,0,0,0,0,9.75,7.51666666666667,7.31428571428571,116.666666666667,33.6666666666667,0,0,0
20130402,61,6,0,0,0,0,0,0,0,0,3.35,5.76666666666667,7.71428571428571,102,13.3333333333333,0,0,0
20130403,78,6,0,0,0,0,0,0,0,0,4.2,4.56666666666667,7.24285714285714,85.3333333333333,6,0,0,0
20130404,117,6,0,0,0,0,0,0,0,0,6.15,7.25,7.12142857142857,124.333333333333,20.6666666666667,0,0,0
20130405,178,50,0,0,0,0,0,0,0,0,11.4,7.98333333333333,8.11428571428571,135.333333333333,24.3333333333333,0,0,0
20130406,111,17,0,0,0,0,0,1,0,1,6.4,8.8,10.3785714285714,139,37,0,0,1
20130407,128,44,0,0,0,0,0,0,0,0,8.6,10.5666666666667,12.3571428571429,155.666666666667,55.6666666666667,0,0,0
20130408,228,106,0,0,0,0,0,0,0,0,16.7,14.8333333333333,13.1857142857143,211.333333333333,85.3333333333333,0,0,0
20130409,278,106,0,0,0,0,0,0,0,0,19.2,17.9833333333333,12.5071428571429,246.333333333333,113.333333333333,0,0,0
20130410,233,128,1,0,0,0,0,0,0,1,18.05,16.4,12.9785714285714,222.333333333333,105.666666666667,1,0,0
20130411,156,83,1,0,0,0,0,0,0,1,11.95,12.2166666666667,13.3,157.333333333333,87,1,0,0
20130412,83,50,0,0,0,0,0,0,0,0,6.65,9.43333333333333,12.4642857142857,127.666666666667,61,0,0,0
20130413,144,50,1,0,0,0,0,0,0,1,9.7,9.06666666666667,11.5428571428571,122,59.3333333333333,1,0,0
20130414,139,78,0,0,0,0,0,0,0,0,10.85,10.4666666666667,11.4285714285714,144.333333333333,65,0,0,0
20130415,150,67,0,0,0,0,0,0,0,0,10.85,11.4833333333333,11.55,153.666666666667,76,0,0,0
20130416,172,83,0,0,0,0,0,0,0,0,12.75,13.6166666666667,13.0642857142857,179.666666666667,92.6666666666667,0,0,0
20130417,217,128,0,0,0,0,0,0,0,0,17.25,14.2666666666667,13.2285714285714,179.666666666667,105.666666666667,0,0,0
20130418,150,106,1,0,0,0,0,0,0,1,12.8,15.7666666666667,12.7928571428571,194.666666666667,120.666666666667,1,0,0
20130419,217,128,1,0,0,0,0,0,0,1,17.25,13.6333333333333,12.5142857142857,174.333333333333,98.3333333333333,1,0,0
20130420,156,61,1,0,0,0,0,0,0,1,10.85,11.9666666666667,11.8857142857143,167,72.3333333333333,1,0,0
20130421,128,28,0,0,0,0,0,0,0,0,7.8,9.18333333333333,11.3714285714286,137.333333333333,46.3333333333333,0,0,0
20130422,128,50,0,0,0,0,0,0,0,0,8.9,8.35,11.45,124.333333333333,42.6666666666667,0,0,0
20130423,117,50,0,0,0,0,0,0,0,0,8.35,10.3,11.0857142857143,150.333333333333,55.6666666666667,0,0,0
20130424,206,67,0,0,0,0,0,1,0,1,13.65,11.7833333333333,11.7214285714286,170.666666666667,65,0,0,1
20130425,189,78,0,0,0,0,0,0,0,0,13.35,13.9,12.8357142857143,196.333333333333,81.6666666666667,0,0,0
20130426,194,100,0,0,0,0,0,0,0,0,14.7,14.45,13.35,200,89,0,0,0
20130427,217,89,0,0,0,0,0,0,0,0,15.3,15.2,14.3428571428571,205.666666666667,98.3333333333333,0,0,0
20130428,206,106,0,0,0,0,0,0,0,0,15.6,14.4666666666667,14.4571428571429,187.333333333333,102,0,0,0
20130429,139,111,1,0,0,0,0,0,0,1,12.5,14.4666666666667,14.8071428571429,181.666666666667,107.666666666667,1,0,0
20130430,200,106,0,0,0,0,0,0,0,0,15.3,14.0833333333333,14.7285714285714,181.666666666667,100,0,0,0
20130501,206,83,0,0,0,0,0,0,0,0,14.45,15.1833333333333,14.65,209.333333333333,94.3333333333333,0,0,0
20130502,222,94,0,0,0,0,0,0,0,0,15.8,14.8,14.25,205.666666666667,90.3333333333333,0,0,0
20130503,189,94,0,0,0,0,0,0,0,0,14.15,14.9,14.4928571428571,205.666666666667,92.3333333333333,0,0,0
20130504,206,89,0,0,0,0,0,0,0,0,14.75,13.9,14.7642857142857,191,87,0,0,0
20130505,178,78,0,0,0,0,0,0,0,0,12.8,13.9166666666667,14.8428571428571,196.666666666667,81.6666666666667,0,0,0
20130506,206,78,0,0,0,0,0,0,0,0,14.2,14.7333333333333,14.8857142857143,205.666666666667,89,0,0,0
20130507,233,111,0,0,0,0,0,0,0,0,17.2,15.4666666666667,15.8,203.666666666667,105.666666666667,0,0,0
20130508,172,128,0,0,0,0,0,0,0,0,15,16.1,16.35,201.666666666667,120.333333333333,0,0,0
20130509,200,122,1,0,0,0,0,0,0,1,16.1,17.2166666666667,16.7857142857143,211,133.333333333333,1,0,0
20130510,261,150,0,0,0,0,0,0,0,0,20.55,18.4166666666667,16.3,224,144.333333333333,0,0,0
20130511,211,161,0,0,0,0,0,0,0,0,18.6,18.3333333333333,15.3928571428571,227.666666666667,139,0,0,0
20130512,211,106,0,0,0,0,0,0,0,0,15.85,15.0833333333333,15.5142857142857,188.666666666667,113,0,0,0
20130513,144,72,0,0,0,0,0,0,0,0,10.8,12.5,16.2714285714286,172,78,0,0,0
20130514,161,56,0,0,0,0,0,0,0,0,10.85,12.5,15.95,170.333333333333,79.6666666666667,0,0,0
20130515,206,111,0,0,0,0,0,0,0,0,15.85,16.0333333333333,15.55,209.333333333333,111.333333333333,0,0,0
20130516,261,167,0,0,0,0,0,0,0,0,21.4,18.5166666666667,15.2714285714286,229.666666666667,140.666666666667,0,0,0
20130517,222,144,0,0,0,0,0,0,0,0,18.3,18.5,16.6214285714286,222,148,0,0,0
20130518,183,133,0,0,0,0,0,0,0,0,15.8,16,18.6428571428571,185,135,0,0,0
20130519,150,128,1,0,0,0,0,0,0,1,13.9,16.65,19.2785714285714,198,135,1,0,0
20130520,261,144,0,0,0,0,0,0,0,0,20.25,19.7166666666667,19.4,237,157.333333333333,0,0,0
20130521,300,200,0,0,0,0,0,0,0,0,25,21.85,18.6071428571429,272.333333333333,164.666666666667,0,0,0
20130522,256,150,0,0,0,0,0,0,0,0,20.3,22.5166666666667,17.7357142857143,274.333333333333,176,0,0,0
20130523,267,178,0,0,0,0,0,0,0,0,22.25,18.4333333333333,17.7357142857143,235.333333333333,133.333333333333,0,0,0
20130524,183,72,1,0,0,0,0,0,0,1,12.75,14.9,17.2285714285714,190.666666666667,107.333333333333,1,0,0
20130525,122,72,1,0,0,0,0,0,0,1,9.7,12.1166666666667,16.0357142857143,164.666666666667,77.6666666666667,1,0,0
20130526,189,89,0,0,0,0,0,0,0,0,13.9,13.4333333333333,16.15,179.666666666667,89,0,0,0
20130527,228,106,0,0,0,0,0,0,0,0,16.7,15.75,16.8571428571429,205.666666666667,109.333333333333,0,0,0
20130528,200,133,1,0,0,0,0,0,0,1,16.65,18.15,19.0428571428571,235.333333333333,127.666666666667,1,0,0
20130529,278,144,0,0,0,0,0,0,0,0,21.1,21.65,21.5857142857143,266.666666666667,166.333333333333,0,0,0
