DATE,TMAX,TMIN,Ice Fog,Hail,Fog,MIst,Rain,Smoke,Snow,BadWeather,Average,3DayAverage,7DayAverage,3HighAve,3LowAve,Cold,Rain,FogMist
20110617,244,178,1,0,1,1,1,0,0,4,21.1,22.3166666666667,21.9714285714286,272,174.333333333333,1,1,2
20110618,283,178,1,0,0,1,0,1,0,3,23.05,22.8666666666667,22.85,270,187.333333333333,1,0,2
20110619,283,206,0,0,0,0,0,0,0,0,24.45,23.6,23.3357142857143,279.333333333333,192.666666666667,0,0,0
20110620,272,194,0,0,0,0,0,0,0,0,23.3,24.0666666666667,22.9785714285714,277.666666666667,203.666666666667,0,0,0
20110621,278,211,0,0,0,0,0,0,0,0,24.45,23.9833333333333,22.7785714285714,272.333333333333,207.333333333333,0,0,0
20110622,267,217,1,0,1,1,1,1,0,5,24.2,22.9833333333333,22.6642857142857,254,205.666666666667,1,1,3
20110623,217,189,1,0,0,1,1,0,0,3,20.3,21.4,22.3857142857143,231.666666666667,196.333333333333,1,1,1
20110624,211,183,1,0,0,1,1,0,0,3,19.7,20.75,22.3928571428571,231.666666666667,183.333333333333,1,1,1
20110625,267,178,1,0,0,1,0,1,0,3,22.25,21.4833333333333,22.5071428571429,246.333333333333,183.333333333333,1,0,2
20110626,261,189,0,0,0,0,0,0,0,0,22.5,22.7,22.5071428571429,268.666666666667,185.333333333333,0,0,0
20110627,278,189,0,0,0,0,0,0,0,0,23.35,23.7,22.9,274,200,0,0,0
20110628,283,222,1,0,0,1,0,1,0,3,25.25,24.2666666666667,23.3357142857143,279.666666666667,205.666666666667,1,0,2
20110629,278,206,1,0,0,1,1,0,0,3,24.2,24.1666666666667,23.7285714285714,279.666666666667,203.666666666667,1,1,1
20110630,278,183,0,0,0,0,0,0,0,0,23.05,23.3333333333333,23.65,279.666666666667,187,0,0,0
20110701,283,172,0,0,0,0,0,0,0,0,22.75,23.6,23.9642857142857,287,185,0,0,0
20110702,300,200,0,0,0,0,0,0,0,0,25,23.2333333333333,24.05,272,192.666666666667,0,0,0
20110703,233,206,1,0,1,1,1,1,0,5,21.95,24.1666666666667,24.4857142857143,277.666666666667,205.666666666667,1,1,3
20110704,300,211,1,0,0,1,0,1,0,3,25.55,24.45,25.2357142857143,279.666666666667,209.333333333333,1,0,2
20110705,306,211,0,0,0,0,0,0,0,0,25.85,26.2166666666667,25.5142857142857,307.666666666667,216.666666666667,0,0,0
20110706,317,228,0,0,0,0,1,1,0,2,27.25,27.1333333333333,25.55,318.666666666667,224,0,1,1
20110707,333,233,0,0,0,0,0,1,0,1,28.3,26.75,25.9857142857143,314.666666666667,220.333333333333,0,0,1
20110708,294,200,1,0,0,1,1,1,0,4,24.7,26.0833333333333,26.3428571428571,312.666666666667,209,1,1,2
20110709,311,194,1,0,0,1,0,0,0,2,25.25,24.9833333333333,26.9,301.666666666667,198,1,0,1
20110710,300,200,0,0,0,0,0,0,0,0,25,26.1,26.6214285714286,313,209,0,0,0
20110711,328,233,0,0,0,0,0,0,0,0,28.05,27.6,25.9142857142857,322.333333333333,229.666666666667,0,0,0
20110712,339,256,0,0,0,0,0,0,0,0,29.75,27.7,25.9214285714286,322.333333333333,231.666666666667,0,0,0
20110713,300,206,1,0,0,1,1,1,0,4,25.3,26.1333333333333,26.1214285714286,309.333333333333,213.333333333333,1,1,2
20110714,289,178,0,0,0,0,0,0,0,0,23.35,24.4666666666667,26.4785714285714,298.333333333333,191,0,0,0
20110715,306,189,0,0,0,0,0,0,0,0,24.75,24.9166666666667,26.6785714285714,305.666666666667,192.666666666667,0,0,0
20110716,322,211,0,0,0,0,0,0,0,0,26.65,26.3,26.5928571428571,318.666666666667,207.333333333333,0,0,0
20110717,328,222,0,0,0,0,0,0,0,0,27.5,27.8666666666667,26.95,333.333333333333,224,0,0,0
20110718,350,239,1,0,0,1,1,1,0,4,29.45,28.7,27.9,340.666666666667,233.333333333333,1,1,2
20110719,344,239,1,0,0,1,0,1,0,3,29.15,28.8,29.2857142857143,337,239,1,0,2
20110720,317,239,1,0,0,1,0,1,0,3,27.8,28.9833333333333,30.2,340.666666666667,239,1,0,2
20110721,361,239,1,0,0,1,0,1,0,3,30,30.75,30.4428571428571,359.333333333333,255.666666666667,1,0,2
20110722,400,289,0,0,0,0,0,1,0,1,34.45,32.5,29.5714285714286,379.666666666667,270.333333333333,0,0,1
20110723,378,283,0,0,0,0,0,0,0,0,33.05,32.2333333333333,29.1785714285714,368.666666666667,276,0,0,0
20110724,328,256,1,0,0,1,1,1,0,4,29.2,28.5333333333333,28.7,324.333333333333,246.333333333333,1,1,2
20110725,267,200,1,0,0,1,1,0,0,3,23.35,26.3166666666667,28.15,305.666666666667,220.666666666667,1,1,1
20110726,322,206,1,0,0,1,1,1,0,4,26.4,24.7333333333333,26.8428571428571,292.666666666667,202,1,1,2
20110727,289,200,0,0,0,0,0,0,0,0,24.45,25.6666666666667,26.1285714285714,305.666666666667,207.666666666667,0,0,0
20110728,306,217,0,0,0,0,0,0,0,0,26.15,25.3,25.85,294.666666666667,211.333333333333,0,0,0
20110729,289,217,1,0,1,1,1,1,0,5,25.3,26.5,26.5214285714286,307.666666666667,222.333333333333,1,1,3
20110730,328,233,1,0,0,0,0,0,0,1,28.05,26.8666666666667,26.7214285714286,315,222.333333333333,1,0,0
20110731,328,217,0,0,0,0,0,0,0,0,27.25,27.7833333333333,26.8357142857143,333.333333333333,222.333333333333,0,0,0
20110801,344,217,1,0,0,0,1,0,0,2,28.05,27.7,26.55,333.333333333333,220.666666666667,1,1,0
20110802,328,228,0,0,0,0,0,1,0,1,27.8,27.0333333333333,26.5857142857143,327.666666666667,213,0,0,1
20110803,311,194,1,0,0,1,1,0,0,3,25.25,25.7333333333333,26.2642857142857,309.333333333333,205.333333333333,1,1,1
20110804,289,194,1,0,0,1,0,0,0,2,24.15,24.9833333333333,26.2642857142857,300,199.666666666667,1,0,1
20110805,300,211,0,0,0,0,0,0,0,0,25.55,25.1666666666667,26.2214285714286,294.333333333333,209,0,0,0
20110806,294,222,1,0,0,1,1,0,0,3,25.8,26.2,25.8214285714286,303.666666666667,220.333333333333,1,1,1
20110807,317,228,1,0,0,1,1,1,0,4,27.25,26.9333333333333,25.8642857142857,311,227.666666666667,1,1,2
20110808,322,233,0,0,0,0,0,1,0,1,27.75,26.6666666666667,25.8714285714286,307.333333333333,226,0,0,1
20110809,283,217,1,0,1,0,1,1,0,4,25,26.1,25.5571428571429,301.666666666667,220.333333333333,1,1,2
20110810,300,211,0,0,0,0,0,0,0,0,25.55,24.9166666666667,25.4428571428571,287,211.333333333333,0,0,0
20110811,278,206,0,0,0,0,0,0,0,0,24.2,24.3666666666667,24.5214285714286,289,198.333333333333,0,0,0
20110812,289,178,0,0,0,0,0,0,0,0,23.35,24.1833333333333,23.7714285714286,287,196.666666666667,0,0,0
20110813,294,206,0,0,0,0,1,0,0,1,25,23.05,23.3357142857143,268.333333333333,192.666666666667,0,1,0
20110814,222,194,1,0,1,1,1,0,0,4,20.8,22.7666666666667,23.1785714285714,255.333333333333,200,1,1,2
20110815,250,200,1,0,1,1,1,0,0,4,22.5,21.75,23.1285714285714,242.666666666667,192.333333333333,1,1,2
20110816,256,183,1,0,0,1,1,0,0,3,21.95,22.9666666666667,23.1642857142857,268.666666666667,190.666666666667,1,1,1
20110817,300,189,0,0,0,0,0,0,0,0,24.45,23.4166666666667,22.9642857142857,279.666666666667,188.666666666667,0,0,0
20110818,283,194,1,0,0,1,1,0,0,3,23.85,23.9666666666667,23.5642857142857,290.666666666667,188.666666666667,1,1,1
20110819,289,183,1,0,1,1,1,1,0,5,23.6,23.6833333333333,23.4428571428571,288.666666666667,185,1,1,3
20110820,294,178,1,0,0,1,0,1,0,3,23.6,24.0666666666667,23.3214285714286,290.666666666667,190.666666666667,1,0,2
20110821,289,211,1,0,0,1,1,1,0,4,25,23.4166666666667,23.1214285714286,277.666666666667,190.666666666667,1,1,2
20110822,250,183,1,0,0,1,0,0,0,2,21.65,22.5833333333333,23.1285714285714,266.666666666667,185,1,0,1
20110823,261,161,0,0,0,0,0,0,0,0,21.1,21.9333333333333,23.3285714285714,259.333333333333,179.333333333333,0,0,0
20110824,267,194,0,0,0,0,0,0,0,0,23.05,22.6833333333333,23.3357142857143,261.333333333333,192.333333333333,0,0,0
20110825,256,222,1,0,1,1,1,0,0,4,23.9,23.9833333333333,22.7785714285714,268.666666666667,211,1,1,2
20110826,283,217,1,0,0,1,0,1,0,3,25,24.1833333333333,22.5428571428571,265,218.666666666667,1,0,2
20110827,256,217,1,0,1,0,1,1,0,4,23.65,23.25,22.6642857142857,259.333333333333,205.666666666667,1,1,2
20110828,239,183,1,0,0,1,1,0,0,3,21.1,21.5833333333333,22.7,248.333333333333,183.333333333333,1,1,1
20110829,250,150,0,0,0,0,0,0,0,0,20,21.0166666666667,22.6571428571429,255.666666666667,164.666666666667,0,0,0
20110830,278,161,0,0,0,0,0,0,0,0,21.95,21.75,22.2214285714286,274,161,0,0,0
20110831,294,172,0,0,0,0,0,0,0,0,23.3,22.95,22.2142857142857,285,174,0,0,0
20110901,283,189,0,0,0,0,0,0,0,0,23.6,22.95,22.9285714285714,277.666666666667,181.333333333333,0,0,0
20110902,256,183,0,0,0,0,0,0,0,0,21.95,23.05,23.6,274,187,0,0,0
20110903,283,189,0,0,0,0,0,0,0,0,23.6,23.8833333333333,23.2857142857143,279.666666666667,198,0,0,0
20110904,300,222,0,0,0,0,0,1,0,1,26.1,24.8,22.5785714285714,285,211,0,0,1
20110905,272,222,0,0,0,0,1,0,0,1,24.7,23.5166666666667,22.3,270.333333333333,200,0,1,0
20110906,239,156,1,0,0,1,1,0,0,3,19.75,20.9333333333333,22.6142857142857,237,181.666666666667,1,1,1
20110907,200,167,1,0,0,1,1,0,0,3,18.35,19.9166666666667,22.5785714285714,233.333333333333,165,1,1,1
20110908,261,172,1,0,0,1,1,0,0,3,21.65,21.3833333333333,21.6714285714286,250,177.666666666667,1,1,1
20110909,289,194,0,0,0,0,0,0,0,0,24.15,23.05,21.4,272.333333333333,188.666666666667,0,0,0
20110910,267,200,0,0,0,0,1,0,0,1,23.35,22.4166666666667,21.95,257.666666666667,190.666666666667,0,1,0
20110911,217,178,1,0,0,1,1,0,0,3,19.75,21.9666666666667,22.9357142857143,250.333333333333,189,1,1,1
20110912,267,189,1,0,0,1,0,0,0,2,22.8,22.05,22.4214285714286,254,187,1,0,1
20110913,278,194,1,0,0,0,0,1,0,2,23.6,23.8833333333333,21.0357142857143,279.666666666667,198,1,0,1
20110914,294,211,1,0,0,0,0,1,0,2,25.25,22.3,19.8428571428571,272,174,1,0,1
20110915,244,117,1,0,0,1,1,1,0,4,18.05,19.25,19.2857142857143,240.333333333333,144.666666666667,1,1,2
20110916,183,106,0,0,0,0,0,0,0,0,14.45,15.8333333333333,18.25,203.333333333333,113.333333333333,0,0,0
20110917,183,117,0,0,0,0,0,0,0,0,15,15.1,17.4571428571429,188.666666666667,113.333333333333,0,0,0
20110918,200,117,0,0,0,0,0,0,0,0,15.85,15.4666666666667,16.7071428571429,194.333333333333,115,0,0,0
20110919,200,111,0,0,0,0,0,0,0,0,15.55,16.4833333333333,17.4642857142857,200,129.666666666667,0,0,0
20110920,200,161,1,0,0,1,1,0,0,3,18.05,17.8666666666667,18.5,209.333333333333,148,1,1,1
20110921,228,172,1,0,0,1,1,1,0,4,20,20.4666666666667,19.6071428571429,231.666666666667,177.666666666667,1,1,2
20110922,267,200,1,0,0,1,1,0,0,3,23.35,21.6833333333333,20.7571428571429,241,192.666666666667,1,1,1
20110923,228,206,1,0,1,1,1,0,0,4,21.7,22.6,21.8714285714286,246.333333333333,205.666666666667,1,1,2
20110924,244,211,1,0,0,1,0,0,0,2,22.75,22.7833333333333,22.55,246.333333333333,209.333333333333,1,0,1
20110925,267,211,0,0,0,0,0,0,0,0,23.9,23.3333333333333,22.7857142857143,259.333333333333,207.333333333333,0,0,0
20110926,267,200,1,0,0,1,0,1,0,3,23.35,23.35,22.2285714285714,261.333333333333,205.666666666667,1,0,2
20110927,250,206,1,0,0,1,0,1,0,3,22.8,22.6,21.9,250,202,1,0,2
20110928,233,200,1,0,0,1,1,0,0,3,21.65,21.3,20.75,237,189,1,1,1
20110929,228,161,1,0,0,1,1,1,0,4,19.45,20.1666666666667,19.3214285714286,235,168.333333333333,1,1,2
20110930,244,144,1,0,0,1,1,0,0,3,19.4,17.85,17.65,222,135,1,1,1
20111001,194,100,0,0,0,1,1,0,0,2,14.7,16,16.2928571428571,205.333333333333,114.666666666667,0,1,1
20111002,178,100,0,0,0,1,1,0,0,2,13.9,13.4166666666667,15.5857142857143,172,96.3333333333333,0,1,1
20111003,144,89,0,0,0,0,1,0,0,1,11.65,12.95,14.7857142857143,164.666666666667,94.3333333333333,0,1,0
20111004,172,94,0,0,0,0,0,0,0,0,13.3,13.8833333333333,14,177.666666666667,100,0,0,0
20111005,217,117,0,0,0,0,0,0,0,0,16.7,14.6166666666667,14.5571428571429,194.333333333333,98,0,0,0
20111006,194,83,0,0,0,0,0,0,0,0,13.85,14.8166666666667,15.75,200,96.3333333333333,0,0,0
20111007,189,89,0,0,0,0,0,0,0,0,13.9,15.45,17.1785714285714,211,98,0,0,0
20111008,250,122,0,0,0,0,0,0,0,0,18.6,18.25,18.1,242.666666666667,122.333333333333,0,0,0
20111009,289,156,0,0,0,0,0,0,0,0,22.25,20.8333333333333,17.9714285714286,270.333333333333,146.333333333333,0,0,0
20111010,272,161,0,0,0,0,0,0,0,0,21.65,21.2166666666667,18.3714285714286,263,161.333333333333,0,0,0
20111011,228,167,0,0,0,0,0,0,0,0,19.75,19.0666666666667,18.8857142857143,224,157.333333333333,0,0,0
20111012,172,144,0,0,0,1,1,0,0,2,15.8,17.4,18.4071428571429,196.333333333333,151.666666666667,0,1,1
20111013,189,144,1,0,0,1,1,0,0,3,16.65,16.65,17.45,190.666666666667,142.333333333333,1,1,1
20111014,211,139,0,0,0,1,1,0,0,2,17.5,16.4666666666667,16.6571428571429,194.333333333333,135,0,1,1
20111015,183,122,0,0,0,0,0,0,0,0,15.25,16.1,16.1357142857143,194.333333333333,127.666666666667,0,0,0
20111016,189,122,0,0,0,0,0,0,0,0,15.55,15.6333333333333,16.1857142857143,185,127.666666666667,0,0,0
20111017,183,139,0,0,0,0,1,0,0,1,16.1,15.9166666666667,16.0642857142857,190.666666666667,127.666666666667,0,1,0
20111018,200,122,0,0,0,0,1,0,0,1,16.1,16.1166666666667,15.2285714285714,183.333333333333,139,0,1,0
20111019,167,156,0,0,0,1,1,0,0,2,16.15,16.0166666666667,14.7571428571429,187,133.333333333333,0,1,1
20111020,194,122,0,0,0,1,1,0,0,2,15.8,14.5333333333333,14.3214285714286,164.666666666667,126,0,1,1
20111021,133,100,0,0,0,0,0,0,0,0,11.65,13.1333333333333,13.8857142857143,161,101.666666666667,0,0,0
20111022,156,83,0,0,0,0,0,0,0,0,11.95,12.0333333333333,13.4928571428571,146.333333333333,94.3333333333333,0,0,0
20111023,150,100,0,0,0,0,0,0,0,0,12.5,12.5,13.1357142857143,155.666666666667,94.3333333333333,0,0,0
20111024,161,100,0,0,0,0,0,0,0,0,13.05,12.9666666666667,12.2642857142857,159.333333333333,100,0,0,0
20111025,167,100,0,0,0,0,0,0,0,0,13.35,13.35,11.4285714285714,165,102,0,0,0
20111026,167,106,0,0,0,0,0,0,0,0,13.65,12.2333333333333,10.2785714285714,165,79.6666666666667,0,0,0
20111027,161,33,0,0,0,1,1,0,0,2,9.7,9.71666666666667,9.09285714285714,140.666666666667,53.6666666666667,0,1,1
20111028,94,22,0,0,0,0,0,0,0,0,5.8,6.46666666666667,8.26428571428571,109,20.3333333333333,0,0,0
20111029,72,6,1,0,0,1,1,0,1,4,3.9,4.63333333333333,7.78571428571429,81.3333333333333,11.3333333333333,2,1,1
20111030,78,6,0,0,0,1,0,0,1,2,4.2,5.11666666666667,7.22857142857143,89,13.3333333333333,1,0,1
20111031,117,28,0,0,0,0,0,0,0,0,7.25,7.15,7.47142857142857,107.666666666667,35.3333333333333,0,0,0
20111101,128,72,0,0,0,0,0,0,0,0,10,9,7.83571428571428,128,52,0,0,0
20111102,139,56,0,0,0,0,0,0,0,0,9.75,10.3833333333333,8.10714285714286,139,68.6666666666667,0,0,0
20111103,150,78,0,0,0,0,0,0,0,0,11.4,9.83333333333333,8.61428571428571,135.333333333333,61.3333333333333,0,0,0
20111104,117,50,0,0,0,0,0,0,0,0,8.35,8.51666666666667,9.28571428571429,120.333333333333,50,0,0,0
20111105,94,22,0,0,0,0,0,0,0,0,5.8,7.3,10.1214285714286,111,35,0,0,0
20111106,122,33,0,0,0,0,0,0,0,0,7.75,8.5,10.7928571428571,127.666666666667,42.3333333333333,0,0,0
20111107,167,72,0,0,0,0,0,0,0,0,11.95,11.85,11.1428571428571,163,74,0,0,0
20111108,200,117,0,0,0,0,0,0,0,0,15.85,14.0833333333333,10.9428571428571,183.333333333333,98.3333333333333,0,0,0
20111109,183,106,0,0,0,1,0,1,0,2,14.45,14.7166666666667,11.3857142857143,192.333333333333,102,0,0,2
20111110,194,83,0,0,0,1,1,1,0,3,13.85,11.75,12.0214285714286,155.333333333333,79.6666666666667,0,1,2
20111111,89,50,1,0,0,0,1,0,0,2,6.95,9.9,12.6571428571429,140.666666666667,57.3333333333333,1,1,0
20111112,139,39,0,0,0,0,0,0,0,0,8.9,9.35,12.7285714285714,129.666666666667,57.3333333333333,0,0,0
20111113,161,83,0,0,0,0,0,0,0,0,12.2,12.5,12.5714285714286,168.666666666667,81.3333333333333,0,0,0
20111114,206,122,0,0,0,0,0,0,0,0,16.4,14.9833333333333,11.7428571428571,183.333333333333,116.333333333333,0,0,0
20111115,183,144,0,0,0,0,1,0,0,1,16.35,15.3666666666667,11.4642857142857,179.666666666667,127.666666666667,0,1,0
20111116,150,117,1,0,0,1,1,0,0,3,13.35,12.5833333333333,11.1857142857143,150,101.666666666667,1,1,1
20111117,117,44,1,0,0,1,1,0,0,3,8.05,8.8,11.4214285714286,115,61,1,1,1
20111118,78,22,0,0,0,0,0,0,0,0,5,6.66666666666667,10.7071428571429,100.333333333333,33,0,0,0
20111119,106,33,0,0,0,0,0,0,0,0,6.95,8.6,9.52142857142857,122.333333333333,49.6666666666667,0,0,0
20111120,183,94,0,0,0,0,0,0,0,0,13.85,10.7333333333333,8.72857142857143,146.333333333333,68.3333333333333,0,0,0
20111121,150,78,1,0,0,1,1,0,0,3,11.4,11.1,8.65,144.333333333333,77.6666666666667,1,1,1
20111122,100,61,0,0,0,1,1,0,0,2,8.05,9.08333333333333,9.64285714285714,122.333333333333,59.3333333333333,0,1,1
20111123,117,39,1,0,0,1,1,0,0,3,7.8,7.78333333333333,10.6714285714286,113,42.6666666666667,1,1,1
20111124,122,28,0,0,0,0,0,0,0,0,7.5,9.08333333333333,10.5142857142857,133.333333333333,48.3333333333333,0,0,0
20111125,161,78,0,0,0,0,0,0,0,0,11.95,11.2,11.3428571428571,155.333333333333,68.6666666666667,0,0,0
20111126,183,100,0,0,0,0,0,0,0,0,14.15,12.95,12.3,172,87,0,0,0
20111127,172,83,0,0,0,0,0,0,0,0,12.75,14.7,12.4142857142857,188.666666666667,105.333333333333,0,0,0
20111128,211,133,0,0,0,0,0,0,0,0,17.2,14.9,12.2571428571429,190.666666666667,107.333333333333,0,0,0
20111129,189,106,1,0,0,1,1,0,0,3,14.75,13.5166666666667,11.6214285714286,170.333333333333,100,1,1,1
20111130,111,61,0,0,0,0,0,1,0,1,8.6,9.91666666666667,10.3928571428571,133.333333333333,65,0,0,1
20111201,100,28,0,0,0,0,0,0,0,0,6.4,7.5,9.88571428571429,107.333333333333,42.6666666666667,0,0,0
20111202,111,39,0,0,0,0,0,0,0,0,7.5,6.48333333333333,9.09285714285714,98,31.6666666666667,0,0,0
20111203,83,28,0,0,0,0,0,0,0,0,5.55,7.41666666666667,9.12857142857143,107.333333333333,41,0,0,0
20111204,128,56,0,0,0,0,0,0,0,0,9.2,8.8,9.49285714285714,120.333333333333,55.6666666666667,0,0,0
20111205,150,83,0,0,1,1,0,1,0,3,11.65,11.95,9.25,148.333333333333,90.6666666666667,0,0,3
20111206,167,133,1,0,0,1,1,0,0,3,15,12.6,9.12857142857143,161.333333333333,90.6666666666667,1,1,1
20111207,167,56,1,0,0,1,1,0,0,3,11.15,10.2833333333333,8.89285714285714,135.333333333333,70.3333333333333,1,1,1
20111208,72,22,1,0,0,1,1,0,0,3,4.7,7.5,7.73571428571429,116.666666666667,33.3333333333333,1,1,1
20111209,111,22,0,0,0,0,0,0,0,0,6.65,5.08333333333333,6.59285714285714,87,14.6666666666667,0,0,0
20111210,78,0,0,0,0,0,0,0,0,0,3.9,3.88333333333333,5.04285714285714,76,2,0,0,0
20111211,39,-17,0,0,0,0,0,0,0,0,1,2.88333333333333,4.32142857142857,61.3333333333333,-4,0,0,0
20111212,67,6,0,0,0,0,0,0,0,0,3.65,2.96666666666667,5.31428571428571,63,-4,0,0,0
20111213,83,0,0,0,0,0,0,0,0,0,4.15,4.63333333333333,5.79285714285714,83.3333333333333,9.33333333333333,0,0,0
20111214,100,22,0,0,0,0,0,1,0,1,6.1,7.3,5.59285714285714,111,35,0,0,1
20111215,150,83,0,0,0,0,1,0,0,1,11.65,9.25,4.99285714285714,133.333333333333,51.6666666666667,0,1,0
20111216,150,50,0,0,0,0,0,0,0,0,10,8.05,4.90714285714286,118.666666666667,42,0,0,0
20111217,56,-6,0,0,0,0,0,0,0,0,3,3.13333333333333,5.30714285714286,67,-4,0,0,0
20111218,-6,-56,0,0,0,0,0,0,0,0,-3,1,6.02857142857143,44,-28,0,0,0
20111219,83,-22,0,0,0,0,0,0,0,0,3,2.3,6.02857142857143,55,-9,0,0,0
20111220,89,50,0,0,0,0,1,0,0,1,6.95,7.05,5.39285714285714,113,28,0,1,0
20111221,167,56,0,0,0,1,1,0,0,2,11.15,9.91666666666667,5.07142857142857,133.333333333333,65,0,1,1
20111222,144,89,1,0,0,0,1,0,0,2,11.65,9.45,6.02857142857143,135,54,1,1,0
20111223,94,17,1,0,0,1,1,0,0,3,5.55,5.81666666666667,6.34285714285714,86.6666666666667,30,1,1,1
20111224,22,-17,0,0,0,0,0,0,0,0,0,3.13333333333333,6.57857142857143,64.6666666666667,-2,0,0,0
20111225,78,-6,0,0,0,0,0,0,0,0,4,3.03333333333333,5.65714285714286,57.3333333333333,3,0,0,0
20111226,72,33,0,0,0,0,0,0,0,0,5.25,5.81666666666667,3.91428571428571,96.3333333333333,20,0,0,0
20111227,139,33,1,0,0,1,1,0,0,3,8.6,6.18333333333333,4.07857142857143,103.666666666667,20,1,1,1
20111228,100,-6,0,0,0,0,0,0,0,0,5,4.25,5.47142857142857,90.6666666666667,-5.66666666666667,0,0,0
20111229,33,-44,0,0,0,0,0,0,0,0,-1,3.61666666666667,6.10714285714286,79.6666666666667,-7,0,0,0
20111230,106,28,0,0,0,0,0,0,0,0,6.7,5.38333333333333,6.11428571428571,87,21,0,0,0
20111231,122,78,0,0,0,0,1,0,0,1,10,8.25,4.25714285714286,113,52,0,1,0
20120101,111,50,1,0,0,1,1,0,0,3,8.05,7.78333333333333,2.62857142857143,111,44.6666666666667,1,1,1
20120102,100,6,0,0,0,0,0,0,0,0,5.3,2.98333333333333,2.82142857142857,72.3333333333333,-13,0,0,0
20120103,6,-94,0,0,0,0,0,0,0,0,-4,-1.93333333333333,2.82142857142857,26,-64.6666666666667,0,0,0
20120104,-28,-106,0,0,0,0,0,0,0,0,-7,-3,3.14285714285714,7,-76,0,0,0
20120105,44,-28,0,0,0,0,0,0,0,0,1,0.266666666666667,2.59285714285714,44,-39,0,0,0
20120106,117,17,0,0,0,0,0,0,0,0,6.7,6.58333333333333,2.15,109.333333333333,22,0,0,0
20120107,167,78,0,0,0,0,0,0,0,0,12.25,7.71666666666667,3.41428571428571,120.666666666667,33.6666666666667,0,0,0
20120108,78,6,0,0,0,0,0,0,0,0,4.2,6.21666666666667,5.20714285714286,98.3333333333333,26,0,0,0
20120109,50,-6,0,0,0,0,0,0,0,0,2,3.61666666666667,5.96428571428571,70.3333333333333,2,0,0,0
20120110,83,6,0,0,0,0,0,1,0,1,4.45,4.16666666666667,5.56428571428571,74,9,0,0,1
20120111,89,28,1,0,0,1,1,0,0,3,5.85,5.46666666666667,3.61428571428571,81.3333333333333,28,1,1,1
20120112,72,50,1,0,0,1,1,0,0,4,6.1,5.28333333333333,2.14285714285714,87,19,1,1,1
20120113,100,-22,0,0,0,1,1,0,1,3,4,2.86666666666667,1.35714285714286,57.3333333333333,0,1,1,1
20120114,0,-28,0,0,0,0,0,0,1,1,-1,-1,1.71428571428571,24,-48,1,0,0
20120115,-28,-94,0,0,0,0,0,0,0,0,-6,-4,1.43571428571429,0,-72,0,0,0
20120116,28,-94,0,0,0,0,1,0,1,2,-3,-0.816666666666666,0.285714285714286,39,-55,1,1,0
20120117,117,22,1,0,0,1,1,0,0,4,6.95,2.51666666666667,-0.428571428571428,89,-39,1,1,1
20120118,122,-44,0,0,0,0,0,0,0,0,4,2.96666666666667,-0.75,89,-29.6666666666667,0,0,0
20120119,28,-67,0,0,0,0,0,0,0,0,-2,0,-0.357142857142857,57.3333333333333,-52,0,0,0
20120120,22,-44,0,0,0,0,0,0,0,0,-1,-2,1.02857142857143,11,-56,0,0,0
20120121,-17,-56,0,0,1,1,0,0,1,4,-4,-3,1.27142857142857,5,-59,1,0,2
20120122,11,-78,0,0,0,0,0,0,0,0,-3,-0.2,1.35,37,-41,0,0,0
20120123,117,11,1,0,0,1,1,0,1,4,6.4,3.9,1.98571428571429,81.6666666666667,-4,2,1,1
20120124,117,56,1,0,0,0,0,0,0,1,8.65,6.5,3.52857142857143,100.333333333333,29.6666666666667,1,0,0
20120125,67,22,0,0,0,0,0,0,0,0,4.45,5.2,4.84285714285714,76,28,0,0,0
20120126,44,6,0,0,0,1,1,0,1,4,2.5,5.55,5.87857142857143,87,24,1,1,1
20120127,150,44,1,0,1,1,1,0,0,4,9.7,5.91666666666667,5.35714285714286,90.6666666666667,27.6666666666667,1,1,2
20120128,78,33,0,0,0,0,0,0,0,0,5.55,6.38333333333333,5.42857142857143,98.3333333333333,29.3333333333333,0,0,0
20120129,67,11,0,0,0,0,0,0,0,0,3.9,4.06666666666667,6.62142857142857,63,18.3333333333333,0,0,0
20120130,44,11,0,0,0,0,0,0,0,0,2.75,5.26666666666667,7.1,87,18.3333333333333,0,0,0
20120131,150,33,0,0,0,0,0,0,0,0,9.15,8.23333333333333,6.11428571428571,120.333333333333,44.3333333333333,0,0,0
20120201,167,89,0,0,0,0,1,0,0,1,12.8,9.26666666666667,6,139,46.3333333333333,0,1,0
20120202,100,17,0,0,0,0,0,0,0,0,5.85,7.15,5.75714285714286,111.333333333333,32,0,0,0
20120203,67,-11,0,0,0,0,0,0,0,0,3,4.46666666666667,6.16428571428572,81.6666666666667,8,0,0,0
20120204,78,17,0,0,0,0,0,0,0,0,4.75,3.25,5.76428571428571,63,2,0,0,0
20120205,44,0,0,0,0,0,0,0,0,0,2.2,4.18333333333333,4.12857142857143,76,7.66666666666667,0,0,0
20120206,106,6,0,0,0,0,0,0,0,0,5.6,4.71666666666667,3.80714285714286,81.3333333333333,13,0,0,0
20120207,94,33,0,0,0,0,0,0,0,0,6.35,4.43333333333333,4,77.6666666666667,11,0,0,0
20120208,33,-6,0,0,0,1,0,0,1,2,1,3.76666666666667,3.55714285714286,68.3333333333333,7,1,0,1
20120209,78,-6,1,0,0,1,0,0,1,3,4,3.03333333333333,2.76428571428571,61,0,2,0,1
20120210,72,11,0,0,0,0,0,1,0,1,4.15,3.13333333333333,2.28571428571429,61,2,0,0,1
